"Step","4l4h32-gps-cycle-check (ba+sbm) - train/acc","4l4h32-gps-cycle-check (ba+sbm) - train/acc__MIN","4l4h32-gps-cycle-check (ba+sbm) - train/acc__MAX","4l4h32-gps-cycle-check (ba+sbm) - val/acc","4l4h32-gps-cycle-check (ba+sbm) - val/acc__MIN","4l4h32-gps-cycle-check (ba+sbm) - val/acc__MAX","2l4h16-ibtt-cycle-check (ba+sbm) - train/acc","2l4h16-ibtt-cycle-check (ba+sbm) - train/acc__MIN","2l4h16-ibtt-cycle-check (ba+sbm) - train/acc__MAX","2l4h16-ibtt-cycle-check (ba+sbm) - val/acc","2l4h16-ibtt-cycle-check (ba+sbm) - val/acc__MIN","2l4h16-ibtt-cycle-check (ba+sbm) - val/acc__MAX","5l64-mpnn-cycle-check (ba+sbm) - train/acc","5l64-mpnn-cycle-check (ba+sbm) - train/acc__MIN","5l64-mpnn-cycle-check (ba+sbm) - train/acc__MAX","5l64-mpnn-cycle-check (ba+sbm) - val/acc","5l64-mpnn-cycle-check (ba+sbm) - val/acc__MIN","5l64-mpnn-cycle-check (ba+sbm) - val/acc__MAX","4l4h32-agtt-cycle-check (ba+sbm) - train/acc","4l4h32-agtt-cycle-check (ba+sbm) - train/acc__MIN","4l4h32-agtt-cycle-check (ba+sbm) - train/acc__MAX","4l4h32-agtt-cycle-check (ba+sbm) - val/acc","4l4h32-agtt-cycle-check (ba+sbm) - val/acc__MIN","4l4h32-agtt-cycle-check (ba+sbm) - val/acc__MAX"
"11","0.7795138888888888","0.7795138888888888","0.7795138888888888","0.07335069444444445","0.07335069444444445","0.07335069444444445","0.9051890432098766","0.9051890432098766","0.9051890432098766","0.9213362068965517","0.9213362068965517","0.9213362068965517","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9010416666666667","0.9010416666666667","0.9010416666666667","0.953125","0.953125","0.953125","0.98046875","0.98046875","0.98046875"
"12","0.8072916666666667","0.8072916666666667","0.8072916666666667","0.07335069444444445","0.07335069444444445","0.07335069444444445","0.9080825617283951","0.9080825617283951","0.9080825617283951","0.9213362068965517","0.9213362068965517","0.9213362068965517","0.9231770833333333","0.9231770833333333","0.9231770833333333","0.9010416666666667","0.9010416666666667","0.9010416666666667","0.9774305555555556","0.9774305555555556","0.9774305555555556","0.9618055555555556","0.9618055555555556","0.9618055555555556"
"13","0.7899305555555556","0.7899305555555556","0.7899305555555556","0.07725694444444445","0.07725694444444445","0.07725694444444445","0.906153549382716","0.906153549382716","0.906153549382716","0.9213362068965517","0.9213362068965517","0.9213362068965517","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9010416666666667","0.9010416666666667","0.9010416666666667","0.984375","0.984375","0.984375","0.9774305555555556","0.9774305555555556","0.9774305555555556"
"14","0.8337673611111112","0.8337673611111112","0.8337673611111112","0.2204861111111111","0.2204861111111111","0.2204861111111111","0.9071180555555555","0.9071180555555555","0.9071180555555555","0.9239403735632185","0.9239403735632185","0.9239403735632185","0.9231770833333333","0.9231770833333333","0.9231770833333333","0.9010416666666667","0.9010416666666667","0.9010416666666667","0.9722222222222222","0.9722222222222222","0.9722222222222222","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"15","0.8294270833333333","0.8294270833333333","0.8294270833333333","0.6297743055555556","0.6297743055555556","0.6297743055555556","0.9388503086419754","0.9388503086419754","0.9388503086419754","0.9473778735632185","0.9473778735632185","0.9473778735632185","0.9201388888888888","0.9201388888888888","0.9201388888888888","0.9010416666666667","0.9010416666666667","0.9010416666666667","0.9752604166666667","0.9752604166666667","0.9752604166666667","0.9735243055555556","0.9735243055555556","0.9735243055555556"
"16","0.8671875","0.8671875","0.8671875","0.2899305555555556","0.2899305555555556","0.2899305555555556","0.9542824074074074","0.9542824074074074","0.9542824074074074","0.9358836206896551","0.9358836206896551","0.9358836206896551","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9118923611111112","0.9118923611111112","0.9118923611111112","0.9852430555555556","0.9852430555555556","0.9852430555555556","0.9696180555555556","0.9696180555555556","0.9696180555555556"
"17","0.8493923611111112","0.8493923611111112","0.8493923611111112","0.2013888888888889","0.2013888888888889","0.2013888888888889","0.9599729938271605","0.9599729938271605","0.9599729938271605","0.9463002873563218","0.9463002873563218","0.9463002873563218","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.9157986111111112","0.9157986111111112","0.9157986111111112","0.98828125","0.98828125","0.98828125","0.9635416666666667","0.9635416666666667","0.9635416666666667"
"18","0.8493923611111112","0.8493923611111112","0.8493923611111112","0.09895833333333333","0.09895833333333333","0.09895833333333333","0.9637345679012346","0.9637345679012346","0.9637345679012346","0.9572557471264368","0.9572557471264368","0.9572557471264368","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"19","0.8771701388888888","0.8771701388888888","0.8771701388888888","0.0998263888888889","0.0998263888888889","0.0998263888888889","0.9673032407407408","0.9673032407407408","0.9673032407407408","0.9598599137931035","0.9598599137931035","0.9598599137931035","0.9201388888888888","0.9201388888888888","0.9201388888888888","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9743923611111112","0.9743923611111112","0.9743923611111112","0.9735243055555556","0.9735243055555556","0.9735243055555556"
"20","0.8758680555555556","0.8758680555555556","0.8758680555555556","0.1154513888888889","0.1154513888888889","0.1154513888888889","0.9720293209876543","0.9720293209876543","0.9720293209876543","0.9515086206896551","0.9515086206896551","0.9515086206896551","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9743923611111112","0.9743923611111112","0.9743923611111112","0.9626736111111112","0.9626736111111112","0.9626736111111112"
"21","0.8563368055555556","0.8563368055555556","0.8563368055555556","0.13411458333333334","0.13411458333333334","0.13411458333333334","0.984375","0.984375","0.984375","0.9630028735632185","0.9630028735632185","0.9630028735632185","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9921875","0.9921875","0.9921875","0.99609375","0.99609375","0.99609375"
"22","0.8780381944444444","0.8780381944444444","0.8780381944444444","0.13802083333333334","0.13802083333333334","0.13802083333333334","0.9746334876543209","0.9746334876543209","0.9746334876543209","0.96875","0.96875","0.96875","0.9201388888888888","0.9201388888888888","0.9201388888888888","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9713541666666667","0.9713541666666667","0.9713541666666667"
"23","0.8914930555555556","0.8914930555555556","0.8914930555555556","0.1831597222222222","0.1831597222222222","0.1831597222222222","0.9694251543209876","0.9694251543209876","0.9694251543209876","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9231770833333333","0.9231770833333333","0.9231770833333333","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"24","0.9144965277777778","0.9144965277777778","0.9144965277777778","0.4574652777777778","0.4574652777777778","0.4574652777777778","0.9803240740740741","0.9803240740740741","0.9803240740740741","0.9489044540229884","0.9489044540229884","0.9489044540229884","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9861111111111112","0.9861111111111112","0.9861111111111112","0.9774305555555556","0.9774305555555556","0.9774305555555556"
"25","0.9244791666666667","0.9244791666666667","0.9244791666666667","0.7569444444444444","0.7569444444444444","0.7569444444444444","0.9812885802469135","0.9812885802469135","0.9812885802469135","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9292534722222222","0.9292534722222222","0.9292534722222222","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.984375","0.984375","0.984375","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"26","0.8888888888888888","0.8888888888888888","0.8888888888888888","0.8033854166666667","0.8033854166666667","0.8033854166666667","0.9881365740740741","0.9881365740740741","0.9881365740740741","0.9713541666666666","0.9713541666666666","0.9713541666666666","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9665798611111112","0.9665798611111112","0.9665798611111112"
"27","0.9006076388888888","0.9006076388888888","0.9006076388888888","0.8758680555555556","0.8758680555555556","0.8758680555555556","0.9917052469135802","0.9917052469135802","0.9917052469135802","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"28","0.9223090277777778","0.9223090277777778","0.9223090277777778","0.86328125","0.86328125","0.86328125","0.9891010802469135","0.9891010802469135","0.9891010802469135","0.9489044540229884","0.9489044540229884","0.9489044540229884","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.99609375","0.99609375","0.99609375","0.9774305555555556","0.9774305555555556","0.9774305555555556"
"29","0.9331597222222222","0.9331597222222222","0.9331597222222222","0.8020833333333333","0.8020833333333333","0.8020833333333333","0.9838927469135802","0.9838927469135802","0.9838927469135802","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9861111111111112","0.9861111111111112","0.9861111111111112","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"30","0.9088541666666667","0.9088541666666667","0.9088541666666667","0.77734375","0.77734375","0.77734375","0.9947916666666666","0.9947916666666666","0.9947916666666666","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9292534722222222","0.9292534722222222","0.9292534722222222","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9921875","0.9921875","0.9921875","0.9743923611111112","0.9743923611111112","0.9743923611111112"
"31","0.8728298611111112","0.8728298611111112","0.8728298611111112","0.6358506944444444","0.6358506944444444","0.6358506944444444","0.9917052469135802","0.9917052469135802","0.9917052469135802","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9713541666666667","0.9713541666666667","0.9713541666666667","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"32","0.8962673611111112","0.8962673611111112","0.8962673611111112","0.5520833333333333","0.5520833333333333","0.5520833333333333","0.9947916666666666","0.9947916666666666","0.9947916666666666","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.984375","0.984375","0.984375","0.9674479166666667","0.9674479166666667","0.9674479166666667"
"33","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.5559895833333333","0.5559895833333333","0.5559895833333333","0.9973958333333334","0.9973958333333334","0.9973958333333334","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112"
"34","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.5303819444444444","0.5303819444444444","0.5303819444444444","0.9969135802469135","0.9969135802469135","0.9969135802469135","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9231770833333333","0.9231770833333333","0.9231770833333333","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.98828125","0.98828125","0.98828125","0.9891493055555556","0.9891493055555556","0.9891493055555556"
"35","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.5933159722222222","0.5933159722222222","0.5933159722222222","0.9943094135802468","0.9943094135802468","0.9943094135802468","0.9682112068965517","0.9682112068965517","0.9682112068965517","0.9231770833333333","0.9231770833333333","0.9231770833333333","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.99609375","0.99609375","0.99609375","0.9735243055555556","0.9735243055555556","0.9735243055555556"
"36","0.9361979166666667","0.9361979166666667","0.9361979166666667","0.5","0.5","0.5","0.9973958333333334","0.9973958333333334","0.9973958333333334","0.9760237068965517","0.9760237068965517","0.9760237068965517","0.9140625","0.9140625","0.9140625","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9852430555555556","0.9852430555555556","0.9852430555555556"
"37","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.77734375","0.77734375","0.77734375","1","1","1","0.9656070402298851","0.9656070402298851","0.9656070402298851","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9852430555555556","0.9852430555555556","0.9852430555555556"
"38","0.9053819444444444","0.9053819444444444","0.9053819444444444","0.8663194444444444","0.8663194444444444","0.8663194444444444","0.9973958333333334","0.9973958333333334","0.9973958333333334","0.9760237068965517","0.9760237068965517","0.9760237068965517","0.9292534722222222","0.9292534722222222","0.9292534722222222","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9743923611111112","0.9743923611111112","0.9743923611111112"
"39","0.9331597222222222","0.9331597222222222","0.9331597222222222","0.8485243055555556","0.8485243055555556","0.8485243055555556","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"40","0.9396701388888888","0.9396701388888888","0.9396701388888888","0.7942708333333333","0.7942708333333333","0.7942708333333333","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9322916666666667","0.9322916666666667","0.9322916666666667","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9743923611111112","0.9743923611111112","0.9743923611111112"
"41","0.9327256944444444","0.9327256944444444","0.9327256944444444","0.6540798611111112","0.6540798611111112","0.6540798611111112","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9353298611111112","0.9353298611111112","0.9353298611111112","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9891493055555556","0.9891493055555556","0.9891493055555556"
"42","0.9388020833333333","0.9388020833333333","0.9388020833333333","0.5881076388888888","0.5881076388888888","0.5881076388888888","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.99609375","0.99609375","0.99609375","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"43","0.9466145833333333","0.9466145833333333","0.9466145833333333","0.5282118055555556","0.5282118055555556","0.5282118055555556","1","1","1","0.9760237068965517","0.9760237068965517","0.9760237068965517","0.9292534722222222","0.9292534722222222","0.9292534722222222","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9921875","0.9921875","0.9921875","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"44","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.4522569444444444","0.4522569444444444","0.4522569444444444","1","1","1","0.9676724137931035","0.9676724137931035","0.9676724137931035","0.9201388888888888","0.9201388888888888","0.9201388888888888","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9921875","0.9921875","0.9921875","0.9743923611111112","0.9743923611111112","0.9743923611111112"
"45","0.9509548611111112","0.9509548611111112","0.9509548611111112","0.6423611111111112","0.6423611111111112","0.6423611111111112","0.9973958333333334","0.9973958333333334","0.9973958333333334","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9262152777777778","0.9262152777777778","0.9262152777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9813368055555556","0.9813368055555556","0.9813368055555556","0.9665798611111112","0.9665798611111112","0.9665798611111112"
"46","0.9457465277777778","0.9457465277777778","0.9457465277777778","0.8849826388888888","0.8849826388888888","0.8849826388888888","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9921875","0.9921875","0.9921875","0.9852430555555556","0.9852430555555556","0.9852430555555556"
"47","0.9171006944444444","0.9171006944444444","0.9171006944444444","0.8958333333333333","0.8958333333333333","0.8958333333333333","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9340277777777778","0.9340277777777778","0.9340277777777778","0.9266493055555556","0.9266493055555556","0.9266493055555556","0.9891493055555556","0.9891493055555556","0.9891493055555556","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"48","0.9539930555555556","0.9539930555555556","0.9539930555555556","0.9574652777777778","0.9574652777777778","0.9574652777777778","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9392361111111112","0.9392361111111112","0.9392361111111112","0.9500868055555556","0.9500868055555556","0.9500868055555556","0.99609375","0.99609375","0.99609375","0.9813368055555556","0.9813368055555556","0.9813368055555556"
"49","0.9782986111111112","0.9782986111111112","0.9782986111111112","0.9752604166666667","0.9752604166666667","0.9752604166666667","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9361979166666667","0.9361979166666667","0.9361979166666667","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9921875","0.9921875","0.9921875","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"50","0.984375","0.984375","0.984375","0.9822048611111112","0.9822048611111112","0.9822048611111112","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9665798611111112","0.9665798611111112","0.9665798611111112","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.99609375","0.99609375","0.99609375","0.9635416666666667","0.9635416666666667","0.9635416666666667"
"51","0.9921875","0.9921875","0.9921875","0.9822048611111112","0.9822048611111112","0.9822048611111112","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.984375","0.984375","0.984375","1","1","1","0.9921875","0.9921875","0.9921875","0.9852430555555556","0.9852430555555556","0.9852430555555556"
"52","0.9683159722222222","0.9683159722222222","0.9683159722222222","0.9644097222222222","0.9644097222222222","0.9644097222222222","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.99609375","0.99609375","0.99609375","1","1","1","0.9861111111111112","0.9861111111111112","0.9861111111111112","0.9735243055555556","0.9735243055555556","0.9735243055555556"
"53","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9574652777777778","0.9574652777777778","0.9574652777777778","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9930555555555556","0.9930555555555556","0.9930555555555556","1","1","1","0.9921875","0.9921875","0.9921875","0.9657118055555556","0.9657118055555556","0.9657118055555556"
"54","0.99609375","0.99609375","0.99609375","0.9505208333333333","0.9505208333333333","0.9505208333333333","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9930555555555556","0.9930555555555556","0.9930555555555556","1","1","1","0.9921875","0.9921875","0.9921875","0.9665798611111112","0.9665798611111112","0.9665798611111112"
"55","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9505208333333333","0.9505208333333333","0.9505208333333333","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.99609375","0.99609375","0.99609375","1","1","1","0.9921875","0.9921875","0.9921875","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"56","0.99609375","0.99609375","0.99609375","0.9466145833333333","0.9466145833333333","0.9466145833333333","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.99609375","0.99609375","0.99609375","1","1","1","0.9921875","0.9921875","0.9921875","0.9782986111111112","0.9782986111111112","0.9782986111111112"
"57","1","1","1","0.9223090277777778","0.9223090277777778","0.9223090277777778","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"58","0.99609375","0.99609375","0.99609375","0.9418402777777778","0.9418402777777778","0.9418402777777778","0.9969135802469135","0.9969135802469135","0.9969135802469135","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.99609375","0.99609375","0.99609375","0.9921875","0.9921875","0.9921875","0.9557291666666667","0.9557291666666667","0.9557291666666667"
"59","0.9752604166666667","0.9752604166666667","0.9752604166666667","0.9466145833333333","0.9466145833333333","0.9466145833333333","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.9704861111111112","0.9704861111111112","0.9704861111111112"
"60","1","1","1","0.9396701388888888","0.9396701388888888","0.9396701388888888","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.9921875","0.9921875","0.9921875","0.9774305555555556","0.9774305555555556","0.9774305555555556"
"61","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.9396701388888888","0.9396701388888888","0.9396701388888888","1","1","1","0.9682112068965517","0.9682112068965517","0.9682112068965517","1","1","1","0.99609375","0.99609375","0.99609375","0.9921875","0.9921875","0.9921875","0.9735243055555556","0.9735243055555556","0.9735243055555556"
"62","1","1","1","0.9084201388888888","0.9084201388888888","0.9084201388888888","1","1","1","0.9734195402298851","0.9734195402298851","0.9734195402298851","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.99609375","0.9822048611111112","0.9822048611111112","0.9822048611111112","0.98046875","0.98046875","0.98046875"
"63","1","1","1","0.9192708333333333","0.9192708333333333","0.9192708333333333","1","1","1","0.9708153735632185","0.9708153735632185","0.9708153735632185","0.9930555555555556","0.9930555555555556","0.9930555555555556","0.99609375","0.99609375","0.99609375","0.984375","0.984375","0.984375","0.9713541666666667","0.9713541666666667","0.9713541666666667"
