"Step","4l4h32-agtt-shortest-path (path) - train/loss","4l4h32-agtt-shortest-path (path) - train/loss__MIN","4l4h32-agtt-shortest-path (path) - train/loss__MAX","4l4h32-agtt-shortest-path (path) - val/loss","4l4h32-agtt-shortest-path (path) - val/loss__MIN","4l4h32-agtt-shortest-path (path) - val/loss__MAX","5l64-mpnn-shortest-path (er+sbm+path) - train/loss","5l64-mpnn-shortest-path (er+sbm+path) - train/loss__MIN","5l64-mpnn-shortest-path (er+sbm+path) - train/loss__MAX","5l64-mpnn-shortest-path (er+sbm+path) - val/loss","5l64-mpnn-shortest-path (er+sbm+path) - val/loss__MIN","5l64-mpnn-shortest-path (er+sbm+path) - val/loss__MAX","4l4h32-gps-shortest-path (er+sbm+path) - train/loss","4l4h32-gps-shortest-path (er+sbm+path) - train/loss__MIN","4l4h32-gps-shortest-path (er+sbm+path) - train/loss__MAX","4l4h32-gps-shortest-path (er+sbm+path) - val/loss","4l4h32-gps-shortest-path (er+sbm+path) - val/loss__MIN","4l4h32-gps-shortest-path (er+sbm+path) - val/loss__MAX","2l4h16-ibtt-shortest-path (path) - train/loss","2l4h16-ibtt-shortest-path (path) - train/loss__MIN","2l4h16-ibtt-shortest-path (path) - train/loss__MAX","2l4h16-ibtt-shortest-path (path) - val/loss","2l4h16-ibtt-shortest-path (path) - val/loss__MIN","2l4h16-ibtt-shortest-path (path) - val/loss__MAX"
"52","1.4873294830322266","1.4873294830322266","1.4873294830322266","1.4510520547628403","1.4510520547628403","1.4510520547628403","0.5881386833886305","0.5881386833886305","0.5881386833886305","0.5900895564506451","0.5900895564506451","0.5900895564506451","0.5007664573689302","0.5007664573689302","0.5007664573689302","0.6200927162232498","0.6200927162232498","0.6200927162232498","1.2718108892440796","1.2718108892440796","1.2718108892440796","1.3717581583903387","1.3717581583903387","1.3717581583903387"
"53","1.482568383216858","1.482568383216858","1.482568383216858","1.4558241218328476","1.4558241218328476","1.4558241218328476","0.5736031085252762","0.5736031085252762","0.5736031085252762","0.5635421480983496","0.5635421480983496","0.5635421480983496","0.4715443154176076","0.4715443154176076","0.4715443154176076","0.6013136697001755","0.6013136697001755","0.6013136697001755","1.2500691731770834","1.2500691731770834","1.2500691731770834","1.360433734380282","1.360433734380282","1.360433734380282"
"54","1.4700301885604858","1.4700301885604858","1.4700301885604858","1.3811026513576508","1.3811026513576508","1.3811026513576508","0.588432002812624","0.588432002812624","0.588432002812624","0.5683920641119281","0.5683920641119281","0.5683920641119281","0.48227058226863545","0.48227058226863545","0.48227058226863545","0.6536804577335715","0.6536804577335715","0.6536804577335715","1.2357275485992432","1.2357275485992432","1.2357275485992432","1.3420467560107892","1.3420467560107892","1.3420467560107892"
"55","1.4246746301651","1.4246746301651","1.4246746301651","1.371025800704956","1.371025800704956","1.371025800704956","0.5678215076526006","0.5678215076526006","0.5678215076526006","0.5515570333227515","0.5515570333227515","0.5515570333227515","0.46385006606578827","0.46385006606578827","0.46385006606578827","0.6177989064405361","0.6177989064405361","0.6177989064405361","1.2208500941594442","1.2208500941594442","1.2208500941594442","1.320546636214623","1.320546636214623","1.320546636214623"
"56","1.4089041948318481","1.4089041948318481","1.4089041948318481","1.3191611617803574","1.3191611617803574","1.3191611617803574","0.552019993464152","0.552019993464152","0.552019993464152","0.5544700821240743","0.5544700821240743","0.5544700821240743","0.4517211976150672","0.4517211976150672","0.4517211976150672","0.686600257953008","0.686600257953008","0.686600257953008","1.2135220130284627","1.2135220130284627","1.2135220130284627","1.294823325597323","1.294823325597323","1.294823325597323"
"57","1.3934707790613174","1.3934707790613174","1.3934707790613174","1.3332342505455017","1.3332342505455017","1.3332342505455017","0.550787748148044","0.550787748148044","0.550787748148044","0.5565055115148425","0.5565055115148425","0.5565055115148425","0.4505561279753844","0.4505561279753844","0.4505561279753844","0.5722610952022175","0.5722610952022175","0.5722610952022175","1.1855149348576863","1.1855149348576863","1.1855149348576863","1.2879305160962617","1.2879305160962617","1.2879305160962617"
"58","1.4075690656900406","1.4075690656900406","1.4075690656900406","1.303502470254898","1.303502470254898","1.303502470254898","0.5510245772699515","0.5510245772699515","0.5510245772699515","0.5687948279082775","0.5687948279082775","0.5687948279082775","0.46351996436715126","0.46351996436715126","0.46351996436715126","0.5687632520372669","0.5687632520372669","0.5687632520372669","1.1689438501993814","1.1689438501993814","1.1689438501993814","1.254623954112713","1.254623954112713","1.254623954112713"
"59","1.3755527585744858","1.3755527585744858","1.3755527585744858","1.2965580075979233","1.2965580075979233","1.2965580075979233","0.549057949334383","0.549057949334383","0.549057949334383","0.5538394246250391","0.5538394246250391","0.5538394246250391","0.4585089435180028","0.4585089435180028","0.4585089435180028","0.6422908216093978","0.6422908216093978","0.6422908216093978","1.1491532802581788","1.1491532802581788","1.1491532802581788","1.238814353942871","1.238814353942871","1.238814353942871"
"60","1.3492697030305862","1.3492697030305862","1.3492697030305862","1.2866699248552322","1.2866699248552322","1.2866699248552322","0.5345439302424589","0.5345439302424589","0.5345439302424589","0.5323597555980086","0.5323597555980086","0.5323597555980086","0.44620835532744724","0.44620835532744724","0.44620835532744724","0.5726554452752074","0.5726554452752074","0.5726554452752074","1.155268128712972","1.155268128712972","1.155268128712972","1.2260592809090247","1.2260592809090247","1.2260592809090247"
"61","1.336024358868599","1.336024358868599","1.336024358868599","1.2498538047075272","1.2498538047075272","1.2498538047075272","0.5304477090636889","0.5304477090636889","0.5304477090636889","0.5373572508494059","0.5373572508494059","0.5373572508494059","0.433842188368241","0.433842188368241","0.433842188368241","0.5923202958268424","0.5923202958268424","0.5923202958268424","1.1251090129216512","1.1251090129216512","1.1251090129216512","1.2065778512221117","1.2065778512221117","1.2065778512221117"
"62","1.2329088300466537","1.2329088300466537","1.2329088300466537","1.2086034268140793","1.2086034268140793","1.2086034268140793","0.5340671750406424","0.5340671750406424","0.5340671750406424","0.5358191590445737","0.5358191590445737","0.5358191590445737","0.4348042805989583","0.4348042805989583","0.4348042805989583","0.5875065954557309","0.5875065954557309","0.5875065954557309","1.12756138642629","1.12756138642629","1.12756138642629","1.2132425675025353","1.2132425675025353","1.2132425675025353"
"63","1.2950013130903244","1.2950013130903244","1.2950013130903244","1.175832986831665","1.175832986831665","1.175832986831665","0.5353356152772903","0.5353356152772903","0.5353356152772903","0.5393422748893499","0.5393422748893499","0.5393422748893499","0.42507169892390567","0.42507169892390567","0.42507169892390567","0.6612272604058186","0.6612272604058186","0.6612272604058186","1.0981008927027385","1.0981008927027385","1.0981008927027385","1.177855950135451","1.177855950135451","1.177855950135451"
"64","1.2170648574829102","1.2170648574829102","1.2170648574829102","1.1632591038942337","1.1632591038942337","1.1632591038942337","0.5199850164353848","0.5199850164353848","0.5199850164353848","0.5172877544537187","0.5172877544537187","0.5172877544537187","0.42162126178542775","0.42162126178542775","0.42162126178542775","0.5729338331148028","0.5729338331148028","0.5729338331148028","1.0756927529970806","1.0756927529970806","1.0756927529970806","1.1471766141744761","1.1471766141744761","1.1471766141744761"
"65","1.2007628083229065","1.2007628083229065","1.2007628083229065","1.1447479128837585","1.1447479128837585","1.1447479128837585","0.5150773723920187","0.5150773723920187","0.5150773723920187","0.5154592658703526","0.5154592658703526","0.5154592658703526","0.41001667082309723","0.41001667082309723","0.41001667082309723","0.6877196421846747","0.6877196421846747","0.6877196421846747","1.0631399790445963","1.0631399790445963","1.0631399790445963","1.1322802947117732","1.1322802947117732","1.1322802947117732"
"66","1.2086257189512253","1.2086257189512253","1.2086257189512253","1.188866212964058","1.188866212964058","1.188866212964058","0.5118250908950964","0.5118250908950964","0.5118250908950964","0.5123304226435721","0.5123304226435721","0.5123304226435721","0.42404458671808243","0.42404458671808243","0.42404458671808243","0.7079785826305548","0.7079785826305548","0.7079785826305548","1.0697036186854045","1.0697036186854045","1.0697036186854045","1.1212320602857149","1.1212320602857149","1.1212320602857149"
"67","1.2257162183523178","1.2257162183523178","1.2257162183523178","1.1211394369602203","1.1211394369602203","1.1211394369602203","0.5071094197531542","0.5071094197531542","0.5071094197531542","0.5401302489141623","0.5401302489141623","0.5401302489141623","0.4041981026530266","0.4041981026530266","0.4041981026530266","0.5653687526161472","0.5653687526161472","0.5653687526161472","1.0342135866483053","1.0342135866483053","1.0342135866483053","1.136106280180124","1.136106280180124","1.136106280180124"
"68","1.164188489317894","1.164188489317894","1.164188489317894","1.0432785525918007","1.0432785525918007","1.0432785525918007","0.5262497514486313","0.5262497514486313","0.5262497514486313","0.5070949699729681","0.5070949699729681","0.5070949699729681","0.3960912997523944","0.3960912997523944","0.3960912997523944","0.6904027205891907","0.6904027205891907","0.6904027205891907","1.036800746122996","1.036800746122996","1.036800746122996","1.0795731177696815","1.0795731177696815","1.0795731177696815"
"69","1.1140196770429611","1.1140196770429611","1.1140196770429611","1.0544088408350945","1.0544088408350945","1.0544088408350945","0.5077721538643042","0.5077721538643042","0.5077721538643042","0.4993990712488691","0.4993990712488691","0.4993990712488691","0.4062075602511565","0.4062075602511565","0.4062075602511565","0.5734086278825998","0.5734086278825998","0.5734086278825998","1.0108843445777893","1.0108843445777893","1.0108843445777893","1.0769582436634944","1.0769582436634944","1.0769582436634944"
"70","1.1230521500110626","1.1230521500110626","1.1230521500110626","0.998146116733551","0.998146116733551","0.998146116733551","0.49096865579485893","0.49096865579485893","0.49096865579485893","0.49795828635493916","0.49795828635493916","0.49795828635493916","0.3973737259705861","0.3973737259705861","0.3973737259705861","0.5595483831129968","0.5595483831129968","0.5595483831129968","1.0101527094841003","1.0101527094841003","1.0101527094841003","1.060416606756357","1.060416606756357","1.060416606756357"
"71","1.101291410624981","1.101291410624981","1.101291410624981","1.014427438378334","1.014427438378334","1.014427438378334","0.5011301922301451","0.5011301922301451","0.5011301922301451","0.49501003169765073","0.49501003169765073","0.49501003169765073","0.3924453407526016","0.3924453407526016","0.3924453407526016","0.7059181466077765","0.7059181466077765","0.7059181466077765","1.0036850571632385","1.0036850571632385","1.0036850571632385","1.0511364340782166","1.0511364340782166","1.0511364340782166"
"72","1.030609205365181","1.030609205365181","1.030609205365181","0.974360778927803","0.974360778927803","0.974360778927803","0.490527452280124","0.490527452280124","0.490527452280124","0.4991160569091638","0.4991160569091638","0.4991160569091638","0.3915737718343735","0.3915737718343735","0.3915737718343735","0.7274127310762802","0.7274127310762802","0.7274127310762802","0.9697441895802815","0.9697441895802815","0.9697441895802815","1.0139525211774385","1.0139525211774385","1.0139525211774385"
"73","1.0379735007882118","1.0379735007882118","1.0379735007882118","0.9480749219655991","0.9480749219655991","0.9480749219655991","0.4930691470702489","0.4930691470702489","0.4930691470702489","0.48882057952384156","0.48882057952384156","0.48882057952384156","0.3872599167128404","0.3872599167128404","0.3872599167128404","0.5957430504883329","0.5957430504883329","0.5957430504883329","0.979854432741801","0.979854432741801","0.979854432741801","1.0306559205055237","1.0306559205055237","1.0306559205055237"
"74","1.064946062862873","1.064946062862873","1.064946062862873","0.9558065608143806","0.9558065608143806","0.9558065608143806","0.5327442325651646","0.5327442325651646","0.5327442325651646","0.4902355220789711","0.4902355220789711","0.4902355220789711","0.3809181861579418","0.3809181861579418","0.3809181861579418","0.6618805332109332","0.6618805332109332","0.6618805332109332","0.9480051318804423","0.9480051318804423","0.9480051318804423","1.0111053310907805","1.0111053310907805","1.0111053310907805"
"75","0.979085847735405","0.979085847735405","0.979085847735405","0.9319709911942482","0.9319709911942482","0.9319709911942482","0.48857494567831355","0.48857494567831355","0.48857494567831355","0.4872534512542188","0.4872534512542188","0.4872534512542188","0.3719719536602497","0.3719719536602497","0.3719719536602497","0.6553911113490661","0.6553911113490661","0.6553911113490661","0.9227985103925069","0.9227985103925069","0.9227985103925069","0.9754622624470637","0.9754622624470637","0.9754622624470637"
"76","1.000950276851654","1.000950276851654","1.000950276851654","0.8996278420090675","0.8996278420090675","0.8996278420090675","0.478951632976532","0.478951632976532","0.478951632976532","0.48718097029874724","0.48718097029874724","0.48718097029874724","0.3851708968480428","0.3851708968480428","0.3851708968480428","0.6301875153246025","0.6301875153246025","0.6301875153246025","0.92925439675649","0.92925439675649","0.92925439675649","0.9515034189591041","0.9515034189591041","0.9515034189591041"
"77","0.9640023559331894","0.9640023559331894","0.9640023559331894","0.9424353614449501","0.9424353614449501","0.9424353614449501","0.48475784187515575","0.48475784187515575","0.48475784187515575","0.4797896121939023","0.4797896121939023","0.4797896121939023","0.38523117328683537","0.38523117328683537","0.38523117328683537","0.6410204131777087","0.6410204131777087","0.6410204131777087","0.9169633150100708","0.9169633150100708","0.9169633150100708","0.9461206839634821","0.9461206839634821","0.9461206839634821"
"78","0.9994527399539948","0.9994527399539948","0.9994527399539948","0.894050844013691","0.894050844013691","0.894050844013691","0.48158321405450505","0.48158321405450505","0.48158321405450505","0.4864605478942394","0.4864605478942394","0.4864605478942394","0.3774929915865262","0.3774929915865262","0.3774929915865262","0.5920056044124067","0.5920056044124067","0.5920056044124067","0.9032886266708374","0.9032886266708374","0.9032886266708374","0.9416334629058838","0.9416334629058838","0.9416334629058838"
"79","0.9851017892360687","0.9851017892360687","0.9851017892360687","0.8939151540398598","0.8939151540398598","0.8939151540398598","0.47867631291349727","0.47867631291349727","0.47867631291349727","0.4801461563135187","0.4801461563135187","0.4801461563135187","0.37723167364796","0.37723167364796","0.37723167364796","0.5950435632839799","0.5950435632839799","0.5950435632839799","0.8767358938852946","0.8767358938852946","0.8767358938852946","0.9235424720324003","0.9235424720324003","0.9235424720324003"
"80","0.9525098130106926","0.9525098130106926","0.9525098130106926","0.8563753813505173","0.8563753813505173","0.8563753813505173","0.4713360133270423","0.4713360133270423","0.4713360133270423","0.48341284940640133","0.48341284940640133","0.48341284940640133","0.36699049174785614","0.36699049174785614","0.36699049174785614","0.6508009826454023","0.6508009826454023","0.6508009826454023","0.8810615777969361","0.8810615777969361","0.8810615777969361","0.9032748754207904","0.9032748754207904","0.9032748754207904"
"81","0.8940997496247292","0.8940997496247292","0.8940997496247292","0.8340995907783508","0.8340995907783508","0.8340995907783508","0.4766751155257225","0.4766751155257225","0.4766751155257225","0.4788533377771576","0.4788533377771576","0.4788533377771576","0.366884782910347","0.366884782910347","0.366884782910347","0.719750044712176","0.719750044712176","0.719750044712176","0.8662672877311707","0.8662672877311707","0.8662672877311707","0.877349500472729","0.877349500472729","0.877349500472729"
"82","0.9483510851860046","0.9483510851860046","0.9483510851860046","0.8304097056388855","0.8304097056388855","0.8304097056388855","0.4634365290403366","0.4634365290403366","0.4634365290403366","0.4825325720012188","0.4825325720012188","0.4825325720012188","0.3574276852111022","0.3574276852111022","0.3574276852111022","0.5908519066870213","0.5908519066870213","0.5908519066870213","0.8437437097231547","0.8437437097231547","0.8437437097231547","0.8647435949398921","0.8647435949398921","0.8647435949398921"
"83","0.9607808515429497","0.9607808515429497","0.9607808515429497","0.7865797579288483","0.7865797579288483","0.7865797579288483","0.47764546424150467","0.47764546424150467","0.47764546424150467","0.47037084711094695","0.47037084711094695","0.47037084711094695","0.36138992632428807","0.36138992632428807","0.36138992632428807","0.7313423448552688","0.7313423448552688","0.7313423448552688","0.8619378685951233","0.8619378685951233","0.8619378685951233","0.8736470158283527","0.8736470158283527","0.8736470158283527"
"84","0.912720687687397","0.912720687687397","0.912720687687397","0.7767441719770432","0.7767441719770432","0.7767441719770432","0.46863022322456044","0.46863022322456044","0.46863022322456044","0.5435771768291792","0.5435771768291792","0.5435771768291792","0.3619055797656377","0.3619055797656377","0.3619055797656377","0.5993631682358682","0.5993631682358682","0.5993631682358682","0.8470702330271404","0.8470702330271404","0.8470702330271404","0.8786480839435871","0.8786480839435871","0.8786480839435871"
"85","0.8524395823478699","0.8524395823478699","0.8524395823478699","0.7786968350410461","0.7786968350410461","0.7786968350410461","0.48778420065840083","0.48778420065840083","0.48778420065840083","0.5209536670396725","0.5209536670396725","0.5209536670396725","0.3520032502710819","0.3520032502710819","0.3520032502710819","0.6950690243393183","0.6950690243393183","0.6950690243393183","0.8193053007125854","0.8193053007125854","0.8193053007125854","0.8327996364006629","0.8327996364006629","0.8327996364006629"
"86","0.900844156742096","0.900844156742096","0.900844156742096","0.768649198114872","0.768649198114872","0.768649198114872","0.4864426677425702","0.4864426677425702","0.4864426677425702","0.48254458668331307","0.48254458668331307","0.48254458668331307","0.36541283689439297","0.36541283689439297","0.36541283689439297","0.5922868928561608","0.5922868928561608","0.5922868928561608","0.8115718682607015","0.8115718682607015","0.8115718682607015","0.8418593590076153","0.8418593590076153","0.8418593590076153"
"87","0.8929711580276489","0.8929711580276489","0.8929711580276489","0.7545595690608025","0.7545595690608025","0.7545595690608025","0.4782233076790969","0.4782233076790969","0.4782233076790969","0.4852783801034093","0.4852783801034093","0.4852783801034093","0.3506373204290867","0.3506373204290867","0.3506373204290867","0.6302064883833131","0.6302064883833131","0.6302064883833131","0.8121405402819316","0.8121405402819316","0.8121405402819316","0.827227207330557","0.827227207330557","0.827227207330557"
"88","0.859338715672493","0.859338715672493","0.859338715672493","0.7549966275691986","0.7549966275691986","0.7549966275691986","0.4712938331067562","0.4712938331067562","0.4712938331067562","0.4797334158793092","0.4797334158793092","0.4797334158793092","0.34571061966319877","0.34571061966319877","0.34571061966319877","0.6642252057790756","0.6642252057790756","0.6642252057790756","0.7962025125821431","0.7962025125821431","0.7962025125821431","0.8306200183354892","0.8306200183354892","0.8306200183354892"
"89","0.8813522383570671","0.8813522383570671","0.8813522383570671","0.7575294673442841","0.7575294673442841","0.7575294673442841","0.4611741937696934","0.4611741937696934","0.4611741937696934","0.47314671240746975","0.47314671240746975","0.47314671240746975","0.34530262773235637","0.34530262773235637","0.34530262773235637","0.6193883052716652","0.6193883052716652","0.6193883052716652","0.7873028675715129","0.7873028675715129","0.7873028675715129","0.8048399228316087","0.8048399228316087","0.8048399228316087"
"90","0.862815797328949","0.862815797328949","0.862815797328949","0.7457495257258415","0.7457495257258415","0.7457495257258415","0.45021092146635056","0.45021092146635056","0.45021092146635056","0.4780047483121355","0.4780047483121355","0.4780047483121355","0.3433547491828601","0.3433547491828601","0.3433547491828601","0.6651974217190096","0.6651974217190096","0.6651974217190096","0.7613005836804708","0.7613005836804708","0.7613005836804708","0.8144773932603689","0.8144773932603689","0.8144773932603689"
"91","0.8377170190215111","0.8377170190215111","0.8377170190215111","0.752958819270134","0.752958819270134","0.752958819270134","0.4435177656511466","0.4435177656511466","0.4435177656511466","0.4686169990648826","0.4686169990648826","0.4686169990648826","0.34294249800344306","0.34294249800344306","0.34294249800344306","0.655262267527481","0.655262267527481","0.655262267527481","0.7499524195988972","0.7499524195988972","0.7499524195988972","0.7875073964779193","0.7875073964779193","0.7875073964779193"
"92","0.8414929136633873","0.8414929136633873","0.8414929136633873","0.7221720218658447","0.7221720218658447","0.7221720218658447","0.45268138373891514","0.45268138373891514","0.45268138373891514","0.47264464960123104","0.47264464960123104","0.47264464960123104","0.34448349848389626","0.34448349848389626","0.34448349848389626","0.6509279330881933","0.6509279330881933","0.6509279330881933","0.756588343779246","0.756588343779246","0.756588343779246","0.7940717935562134","0.7940717935562134","0.7940717935562134"
"93","0.8170600831508636","0.8170600831508636","0.8170600831508636","0.7090427055954933","0.7090427055954933","0.7090427055954933","0.4539659457902114","0.4539659457902114","0.4539659457902114","0.473948173224926","0.473948173224926","0.473948173224926","0.34465923470755416","0.34465923470755416","0.34465923470755416","0.6347165293991566","0.6347165293991566","0.6347165293991566","0.769045623143514","0.769045623143514","0.769045623143514","0.768715120278872","0.768715120278872","0.768715120278872"
"94","0.7296002730727196","0.7296002730727196","0.7296002730727196","0.6639982908964157","0.6639982908964157","0.6639982908964157","0.47105323895812035","0.47105323895812035","0.47105323895812035","0.5006508094569048","0.5006508094569048","0.5006508094569048","0.34815992290774983","0.34815992290774983","0.34815992290774983","0.738948558922857","0.738948558922857","0.738948558922857","0.7382198174794515","0.7382198174794515","0.7382198174794515","0.7556916796244108","0.7556916796244108","0.7556916796244108"
"95","0.8148383870720863","0.8148383870720863","0.8148383870720863","0.6589663401246071","0.6589663401246071","0.6589663401246071","0.45944788058598834","0.45944788058598834","0.45944788058598834","0.47589494722584885","0.47589494722584885","0.47589494722584885","0.34047480051716167","0.34047480051716167","0.34047480051716167","0.7163418702160319","0.7163418702160319","0.7163418702160319","0.7444379806518555","0.7444379806518555","0.7444379806518555","0.7554260859122643","0.7554260859122643","0.7554260859122643"
"96","0.7451233416795731","0.7451233416795731","0.7451233416795731","0.6484813094139099","0.6484813094139099","0.6484813094139099","0.45506729558110237","0.45506729558110237","0.45506729558110237","0.4790154919028282","0.4790154919028282","0.4790154919028282","0.3354171384125948","0.3354171384125948","0.3354171384125948","0.6205732530603806","0.6205732530603806","0.6205732530603806","0.7397993564605713","0.7397993564605713","0.7397993564605713","0.7177008069478549","0.7177008069478549","0.7177008069478549"
"97","0.7021932378411293","0.7021932378411293","0.7021932378411293","0.6206097155809402","0.6206097155809402","0.6206097155809402","0.44758598506450653","0.44758598506450653","0.44758598506450653","0.47392455736796063","0.47392455736796063","0.47392455736796063","0.3416726402938366","0.3416726402938366","0.3416726402938366","0.6586310379207134","0.6586310379207134","0.6586310379207134","0.7256373008092244","0.7256373008092244","0.7256373008092244","0.7291264900794396","0.7291264900794396","0.7291264900794396"
"98","0.7176351025700569","0.7176351025700569","0.7176351025700569","0.60023632645607","0.60023632645607","0.60023632645607","0.4525076523423195","0.4525076523423195","0.4525076523423195","0.4687589531143506","0.4687589531143506","0.4687589531143506","0.3399492545674245","0.3399492545674245","0.3399492545674245","0.6209568741420904","0.6209568741420904","0.6209568741420904","0.70726953347524","0.70726953347524","0.70726953347524","0.6905962824821472","0.6905962824821472","0.6905962824821472"
"99","0.7603699639439583","0.7603699639439583","0.7603699639439583","0.6050309613347054","0.6050309613347054","0.6050309613347054","0.4498818429807822","0.4498818429807822","0.4498818429807822","0.4729322080189983","0.4729322080189983","0.4729322080189983","0.32222589229544","0.32222589229544","0.32222589229544","0.63528873026371","0.63528873026371","0.63528873026371","0.7047774275143941","0.7047774275143941","0.7047774275143941","0.704552792585813","0.704552792585813","0.704552792585813"
"100","0.6716198846697807","0.6716198846697807","0.6716198846697807","0.675910972058773","0.675910972058773","0.675910972058773","0.44385656093557674","0.44385656093557674","0.44385656093557674","0.5024735533321897","0.5024735533321897","0.5024735533321897","0.33482217726608116","0.33482217726608116","0.33482217726608116","0.6950809980432192","0.6950809980432192","0.6950809980432192","0.6901045163472493","0.6901045163472493","0.6901045163472493","0.7077715809528644","0.7077715809528644","0.7077715809528644"
"101","0.7334757745265961","0.7334757745265961","0.7334757745265961","0.6480810716748238","0.6480810716748238","0.6480810716748238","0.5156258158385754","0.5156258158385754","0.5156258158385754","0.45641501278926927","0.45641501278926927","0.45641501278926927","0.32498953739802044","0.32498953739802044","0.32498953739802044","0.6506775732462605","0.6506775732462605","0.6506775732462605","0.6804428219795227","0.6804428219795227","0.6804428219795227","0.6736989113000723","0.6736989113000723","0.6736989113000723"
"102","0.7288230061531067","0.7288230061531067","0.7288230061531067","0.6081123687326908","0.6081123687326908","0.6081123687326908","0.4515369286139806","0.4515369286139806","0.4515369286139806","0.472946141846478","0.472946141846478","0.472946141846478","0.3333336239059766","0.3333336239059766","0.3333336239059766","0.6198906966795524","0.6198906966795524","0.6198906966795524","0.6858898043632508","0.6858898043632508","0.6858898043632508","0.6525331919009869","0.6525331919009869","0.6525331919009869"
"103","0.6733927875757217","0.6733927875757217","0.6733927875757217","0.5683189779520035","0.5683189779520035","0.5683189779520035","0.43655679499109584","0.43655679499109584","0.43655679499109584","0.4833768452517688","0.4833768452517688","0.4833768452517688","0.3223070353269577","0.3223070353269577","0.3223070353269577","0.6614063422506055","0.6614063422506055","0.6614063422506055","0.6724777221679688","0.6724777221679688","0.6724777221679688","0.6450337515427516","0.6450337515427516","0.6450337515427516"
"104","0.6956684663891792","0.6956684663891792","0.6956684663891792","0.5698132663965225","0.5698132663965225","0.5698132663965225","0.44041135534644127","0.44041135534644127","0.44041135534644127","0.4661381592353185","0.4661381592353185","0.4661381592353185","0.3157110208024581","0.3157110208024581","0.3157110208024581","0.6090116538107395","0.6090116538107395","0.6090116538107395","0.670272692044576","0.670272692044576","0.670272692044576","0.6546299778498136","0.6546299778498136","0.6546299778498136"
"105","0.7072084024548531","0.7072084024548531","0.7072084024548531","0.5770870074629784","0.5770870074629784","0.5770870074629784","0.450677706549565","0.450677706549565","0.450677706549565","0.45544608402997255","0.45544608402997255","0.45544608402997255","0.32145120203495026","0.32145120203495026","0.32145120203495026","0.6726327898601691","0.6726327898601691","0.6726327898601691","0.6589417258898417","0.6589417258898417","0.6589417258898417","0.6387227269319388","0.6387227269319388","0.6387227269319388"
"106","0.6721392422914505","0.6721392422914505","0.6721392422914505","0.5698887892067432","0.5698887892067432","0.5698887892067432","0.4485283102840185","0.4485283102840185","0.4485283102840185","0.462936960781614","0.462936960781614","0.462936960781614","0.3218789945046107","0.3218789945046107","0.3218789945046107","0.6597286596273383","0.6597286596273383","0.6597286596273383","0.6477382977803549","0.6477382977803549","0.6477382977803549","0.6318945861779727","0.6318945861779727","0.6318945861779727"
"107","0.658573605120182","0.658573605120182","0.658573605120182","0.514846071600914","0.514846071600914","0.514846071600914","0.453141442189614","0.453141442189614","0.453141442189614","0.458667832116286","0.458667832116286","0.458667832116286","0.31761644532283145","0.31761644532283145","0.31761644532283145","0.6820919625461102","0.6820919625461102","0.6820919625461102","0.6462530453999837","0.6462530453999837","0.6462530453999837","0.6262189012307388","0.6262189012307388","0.6262189012307388"
"108","0.6808653324842453","0.6808653324842453","0.6808653324842453","0.5078887082636356","0.5078887082636356","0.5078887082636356","0.43682196860512096","0.43682196860512096","0.43682196860512096","0.4512633690610528","0.4512633690610528","0.4512633690610528","0.31753044823805493","0.31753044823805493","0.31753044823805493","0.6167970960959792","0.6167970960959792","0.6167970960959792","0.6376513679822285","0.6376513679822285","0.6376513679822285","0.6187248940651233","0.6187248940651233","0.6187248940651233"
"109","0.6491742506623268","0.6491742506623268","0.6491742506623268","0.5204865671694279","0.5204865671694279","0.5204865671694279","0.4328959174454212","0.4328959174454212","0.4328959174454212","0.45710232357184094","0.45710232357184094","0.45710232357184094","0.31776154786348343","0.31776154786348343","0.31776154786348343","0.6558185179407398","0.6558185179407398","0.6558185179407398","0.6077525715033213","0.6077525715033213","0.6077525715033213","0.5978351877285883","0.5978351877285883","0.5978351877285883"
"110","0.6144488602876663","0.6144488602876663","0.6144488602876663","0.5181749202311039","0.5181749202311039","0.5181749202311039","0.437418419867754","0.437418419867754","0.437418419867754","0.45793674016992253","0.45793674016992253","0.45793674016992253","0.2987660598009825","0.2987660598009825","0.2987660598009825","0.657528662122786","0.657528662122786","0.657528662122786","0.6196235696474711","0.6196235696474711","0.6196235696474711","0.5993715547598325","0.5993715547598325","0.5993715547598325"
"111","0.6268166452646255","0.6268166452646255","0.6268166452646255","0.5500222221016884","0.5500222221016884","0.5500222221016884","0.4446132816374302","0.4446132816374302","0.4446132816374302","0.5098938209315141","0.5098938209315141","0.5098938209315141","0.3082268238067627","0.3082268238067627","0.3082268238067627","0.6391730566198627","0.6391730566198627","0.6391730566198627","0.6313594877719879","0.6313594877719879","0.6313594877719879","0.6152067230297968","0.6152067230297968","0.6152067230297968"
"112","0.6266830116510391","0.6266830116510391","0.6266830116510391","0.4845533221960068","0.4845533221960068","0.4845533221960068","0.43876011297106743","0.43876011297106743","0.43876011297106743","0.4603511070211728","0.4603511070211728","0.4603511070211728","0.3086998891085386","0.3086998891085386","0.3086998891085386","0.6895006213647624","0.6895006213647624","0.6895006213647624","0.608926123380661","0.608926123380661","0.608926123380661","0.5692020906851842","0.5692020906851842","0.5692020906851842"
