"Step","4l4h32-agtt-shortest-path (path) - train/f1","4l4h32-agtt-shortest-path (path) - train/f1__MIN","4l4h32-agtt-shortest-path (path) - train/f1__MAX","4l4h32-agtt-shortest-path (path) - val/f1","4l4h32-agtt-shortest-path (path) - val/f1__MIN","4l4h32-agtt-shortest-path (path) - val/f1__MAX","4l4h32-agtt-shortest-path (er) - train/f1","4l4h32-agtt-shortest-path (er) - train/f1__MIN","4l4h32-agtt-shortest-path (er) - train/f1__MAX","4l4h32-agtt-shortest-path (er) - val/f1","4l4h32-agtt-shortest-path (er) - val/f1__MIN","4l4h32-agtt-shortest-path (er) - val/f1__MAX","4l4h32-agtt-shortest-path (er+sbm+path) - train/f1","4l4h32-agtt-shortest-path (er+sbm+path) - train/f1__MIN","4l4h32-agtt-shortest-path (er+sbm+path) - train/f1__MAX","4l4h32-agtt-shortest-path (er+sbm+path) - val/f1","4l4h32-agtt-shortest-path (er+sbm+path) - val/f1__MIN","4l4h32-agtt-shortest-path (er+sbm+path) - val/f1__MAX"
"11","0.016379322127508394","0.016379322127508394","0.016379322127508394","0.01584373122363679","0.01584373122363679","0.01584373122363679","0.10545270058681658","0.10545270058681658","0.10545270058681658","0.09219987293069319","0.09219987293069319","0.09219987293069319","0.08428362223495915","0.08428362223495915","0.08428362223495915","0.11728756649647705","0.11728756649647705","0.11728756649647705"
"12","0.022215571601539155","0.022215571601539155","0.022215571601539155","0.02066881220057129","0.02066881220057129","0.02066881220057129","0.12405775007432562","0.12405775007432562","0.12405775007432562","0.12887543065371376","0.12887543065371376","0.12887543065371376","0.08224863935820126","0.08224863935820126","0.08224863935820126","0.11651717336812976","0.11651717336812976","0.11651717336812976"
"13","0.029132162000665734","0.029132162000665734","0.029132162000665734","0.031062476429521705","0.031062476429521705","0.031062476429521705","0.13402518842366457","0.13402518842366457","0.13402518842366457","0.117465100537271","0.117465100537271","0.117465100537271","0.08096914700542193","0.08096914700542193","0.08096914700542193","0.11164390523205076","0.11164390523205076","0.11164390523205076"
"14","0.025450339260890315","0.025450339260890315","0.025450339260890315","0.01837232719977938","0.01837232719977938","0.01837232719977938","0.10251627848390041","0.10251627848390041","0.10251627848390041","0.12477639470594704","0.12477639470594704","0.12477639470594704","0.08931236387926926","0.08931236387926926","0.08931236387926926","0.11663638208886036","0.11663638208886036","0.11663638208886036"
"15","0.019150871034313975","0.019150871034313975","0.019150871034313975","0.01584373122363679","0.01584373122363679","0.01584373122363679","0.11853565009398723","0.11853565009398723","0.11853565009398723","0.08614986369679507","0.08614986369679507","0.08614986369679507","0.08310426014575763","0.08310426014575763","0.08310426014575763","0.1199777924482331","0.1199777924482331","0.1199777924482331"
"16","0.01630916183820709","0.01630916183820709","0.01630916183820709","0.017557191551545035","0.017557191551545035","0.017557191551545035","0.08458166470243123","0.08458166470243123","0.08458166470243123","0.0797690512382103","0.0797690512382103","0.0797690512382103","0.09793863515667468","0.09793863515667468","0.09793863515667468","0.13336578308069047","0.13336578308069047","0.13336578308069047"
"17","0.02038124872910483","0.02038124872910483","0.02038124872910483","0.021644840824465442","0.021644840824465442","0.021644840824465442","0.08915552462314598","0.08915552462314598","0.08915552462314598","0.10203638094845302","0.10203638094845302","0.10203638094845302","0.08645515700019184","0.08645515700019184","0.08645515700019184","0.12176915061709503","0.12176915061709503","0.12176915061709503"
"18","0.0292508685066318","0.0292508685066318","0.0292508685066318","0.03582954760240578","0.03582954760240578","0.03582954760240578","0.11650909844770418","0.11650909844770418","0.11650909844770418","0.0915763373596417","0.0915763373596417","0.0915763373596417","0.09344408521709886","0.09344408521709886","0.09344408521709886","0.12575181670088414","0.12575181670088414","0.12575181670088414"
"19","0.03826609571943904","0.03826609571943904","0.03826609571943904","0.026838548531073366","0.026838548531073366","0.026838548531073366","0.09107828530840237","0.09107828530840237","0.09107828530840237","0.11175338495789675","0.11175338495789675","0.11175338495789675","0.09163724882794204","0.09163724882794204","0.09163724882794204","0.1178919526275093","0.1178919526275093","0.1178919526275093"
"20","0.046019850330499774","0.046019850330499774","0.046019850330499774","0.0320540082166903","0.0320540082166903","0.0320540082166903","0.12763456244995158","0.12763456244995158","0.12763456244995158","0.1256150387424757","0.1256150387424757","0.1256150387424757","0.09918735795872025","0.09918735795872025","0.09918735795872025","0.1252732030440596","0.1252732030440596","0.1252732030440596"
"21","0.03806867401324728","0.03806867401324728","0.03806867401324728","0.03405254448645148","0.03405254448645148","0.03405254448645148","0.13925104775932018","0.13925104775932018","0.13925104775932018","0.12316663226146167","0.12316663226146167","0.12316663226146167","0.09608936917390043","0.09608936917390043","0.09608936917390043","0.12790641517515725","0.12790641517515725","0.12790641517515725"
"22","0.043015706276955515","0.043015706276955515","0.043015706276955515","0.028275400637482354","0.028275400637482354","0.028275400637482354","0.11333837960893674","0.11333837960893674","0.11333837960893674","0.10680041032140711","0.10680041032140711","0.10680041032140711","0.10998246480171851","0.10998246480171851","0.10998246480171851","0.127793615946902","0.127793615946902","0.127793615946902"
"23","0.04783953138721114","0.04783953138721114","0.04783953138721114","0.03243287982152259","0.03243287982152259","0.03243287982152259","0.128469764493856","0.128469764493856","0.128469764493856","0.1323083825748167","0.1323083825748167","0.1323083825748167","0.11145813545524118","0.11145813545524118","0.11145813545524118","0.11520272893220496","0.11520272893220496","0.11520272893220496"
"24","0.043937473561479604","0.043937473561479604","0.043937473561479604","0.03188503762374312","0.03188503762374312","0.03188503762374312","0.142646311881386","0.142646311881386","0.142646311881386","0.1321982512980311","0.1321982512980311","0.1321982512980311","0.10458928583347632","0.10458928583347632","0.10458928583347632","0.12655140184996982","0.12655140184996982","0.12655140184996982"
"25","0.046244918776837216","0.046244918776837216","0.046244918776837216","0.04271346224594736","0.04271346224594736","0.04271346224594736","0.12345932011731318","0.12345932011731318","0.12345932011731318","0.11078625262445406","0.11078625262445406","0.11078625262445406","0.12194777941807884","0.12194777941807884","0.12194777941807884","0.12665903563105405","0.12665903563105405","0.12665903563105405"
"26","0.05064603654325837","0.05064603654325837","0.05064603654325837","0.055874848982386593","0.055874848982386593","0.055874848982386593","0.12503742423103859","0.12503742423103859","0.12503742423103859","0.12873786845612692","0.12873786845612692","0.12873786845612692","0.12211497064907458","0.12211497064907458","0.12211497064907458","0.1244057295160621","0.1244057295160621","0.1244057295160621"
"27","0.07186319621427537","0.07186319621427537","0.07186319621427537","0.06127615386521168","0.06127615386521168","0.06127615386521168","0.12463520029496988","0.12463520029496988","0.12463520029496988","0.1207091473376701","0.1207091473376701","0.1207091473376701","0.11230125870531206","0.11230125870531206","0.11230125870531206","0.13402729044560724","0.13402729044560724","0.13402729044560724"
"28","0.07621866026380694","0.07621866026380694","0.07621866026380694","0.07023913436770496","0.07023913436770496","0.07023913436770496","0.13245306945576013","0.13245306945576013","0.13245306945576013","0.1281288098687452","0.1281288098687452","0.1281288098687452","0.11815900101431649","0.11815900101431649","0.11815900101431649","0.1321862847888389","0.1321862847888389","0.1321862847888389"
"29","0.06360495294160261","0.06360495294160261","0.06360495294160261","0.06937818451756703","0.06937818451756703","0.06937818451756703","0.12698780775070695","0.12698780775070695","0.12698780775070695","0.12344899706705359","0.12344899706705359","0.12344899706705359","0.12588232523360385","0.12588232523360385","0.12588232523360385","0.15011584022619825","0.15011584022619825","0.15011584022619825"
"30","0.08291730873498962","0.08291730873498962","0.08291730873498962","0.07212135631805398","0.07212135631805398","0.07212135631805398","0.12159769938241041","0.12159769938241041","0.12159769938241041","0.12761906841384807","0.12761906841384807","0.12761906841384807","0.1502992483583614","0.1502992483583614","0.1502992483583614","0.17648718787259932","0.17648718787259932","0.17648718787259932"
"31","0.06983283827723033","0.06983283827723033","0.06983283827723033","0.07620702526209129","0.07620702526209129","0.07620702526209129","0.1357920874170795","0.1357920874170795","0.1357920874170795","0.12256644608167051","0.12256644608167051","0.12256644608167051","0.17995467676471455","0.17995467676471455","0.17995467676471455","0.14096215086642724","0.14096215086642724","0.14096215086642724"
"32","0.07673920600541784","0.07673920600541784","0.07673920600541784","0.06338302213512563","0.06338302213512563","0.06338302213512563","0.14338631988103567","0.14338631988103567","0.14338631988103567","0.11890511534024263","0.11890511534024263","0.11890511534024263","0.18479794991829293","0.18479794991829293","0.18479794991829293","0.1556492067456455","0.1556492067456455","0.1556492067456455"
"33","0.06647302496773995","0.06647302496773995","0.06647302496773995","0.0944345284365869","0.0944345284365869","0.0944345284365869","0.12948688800917751","0.12948688800917751","0.12948688800917751","0.12978041876806262","0.12978041876806262","0.12978041876806262","0.20781329419066333","0.20781329419066333","0.20781329419066333","0.17432195406087922","0.17432195406087922","0.17432195406087922"
"34","0.10925940394692629","0.10925940394692629","0.10925940394692629","0.09310546888377691","0.09310546888377691","0.09310546888377691","0.14086123450927263","0.14086123450927263","0.14086123450927263","0.12438166797360639","0.12438166797360639","0.12438166797360639","0.18986704271999497","0.18986704271999497","0.18986704271999497","0.14432619418625647","0.14432619418625647","0.14432619418625647"
"35","0.10577092948960629","0.10577092948960629","0.10577092948960629","0.09598272519692025","0.09598272519692025","0.09598272519692025","0.12173483397800242","0.12173483397800242","0.12173483397800242","0.1313612992977424","0.1313612992977424","0.1313612992977424","0.1918405391105709","0.1918405391105709","0.1918405391105709","0.19431667260420915","0.19431667260420915","0.19431667260420915"
"36","0.09332897177928692","0.09332897177928692","0.09332897177928692","0.0860567152203219","0.0860567152203219","0.0860567152203219","0.13295430742409198","0.13295430742409198","0.13295430742409198","0.08897145222837974","0.08897145222837974","0.08897145222837974","0.18938883267478537","0.18938883267478537","0.18938883267478537","0.18813732634276828","0.18813732634276828","0.18813732634276828"
"37","0.10193357628696062","0.10193357628696062","0.10193357628696062","0.10614575667043012","0.10614575667043012","0.10614575667043012","0.10176492330181154","0.10176492330181154","0.10176492330181154","0.14535150005471648","0.14535150005471648","0.14535150005471648","0.23091468623359135","0.23091468623359135","0.23091468623359135","0.19048476460893626","0.19048476460893626","0.19048476460893626"
"38","0.12362591869544866","0.12362591869544866","0.12362591869544866","0.08676246248061227","0.08676246248061227","0.08676246248061227","0.14458136014655693","0.14458136014655693","0.14458136014655693","0.13093456658466873","0.13093456658466873","0.13093456658466873","0.21438877374914142","0.21438877374914142","0.21438877374914142","0.19691304739871565","0.19691304739871565","0.19691304739871565"
"39","0.12638926768856049","0.12638926768856049","0.12638926768856049","0.11916922505053615","0.11916922505053615","0.11916922505053615","0.13313810331487583","0.13313810331487583","0.13313810331487583","0.12589159313045695","0.12589159313045695","0.12589159313045695","0.24629043955492058","0.24629043955492058","0.24629043955492058","0.20269215767763127","0.20269215767763127","0.20269215767763127"
"40","0.11673384770854622","0.11673384770854622","0.11673384770854622","0.14640791662908095","0.14640791662908095","0.14640791662908095","0.14139189213445874","0.14139189213445874","0.14139189213445874","0.1309943667331958","0.1309943667331958","0.1309943667331958","0.23866388400455885","0.23866388400455885","0.23866388400455885","0.21634797463692565","0.21634797463692565","0.21634797463692565"
"41","0.16793223981519645","0.16793223981519645","0.16793223981519645","0.18709257238139365","0.18709257238139365","0.18709257238139365","0.12597383614497573","0.12597383614497573","0.12597383614497573","0.1317361766979548","0.1317361766979548","0.1317361766979548","0.2515648199790182","0.2515648199790182","0.2515648199790182","0.20702674191801526","0.20702674191801526","0.20702674191801526"
"42","0.18828436800505138","0.18828436800505138","0.18828436800505138","0.19592786378627036","0.19592786378627036","0.19592786378627036","0.13928501163960366","0.13928501163960366","0.13928501163960366","0.1361792521549098","0.1361792521549098","0.1361792521549098","0.27404444210263273","0.27404444210263273","0.27404444210263273","0.21730812891529463","0.21730812891529463","0.21730812891529463"
"43","0.19126167472400685","0.19126167472400685","0.19126167472400685","0.2159806581547638","0.2159806581547638","0.2159806581547638","0.1539554985077915","0.1539554985077915","0.1539554985077915","0.10209462487373913","0.10209462487373913","0.10209462487373913","0.25299221952645995","0.25299221952645995","0.25299221952645995","0.2122100445925198","0.2122100445925198","0.2122100445925198"
"44","0.19992324256277774","0.19992324256277774","0.19992324256277774","0.2500505543027037","0.2500505543027037","0.2500505543027037","0.11040868440697771","0.11040868440697771","0.11040868440697771","0.13149945440682917","0.13149945440682917","0.13149945440682917","0.2701751756900057","0.2701751756900057","0.2701751756900057","0.22921586045702932","0.22921586045702932","0.22921586045702932"
"45","0.22998187582238028","0.22998187582238028","0.22998187582238028","0.27746508001820736","0.27746508001820736","0.27746508001820736","0.15922860512504372","0.15922860512504372","0.15922860512504372","0.11726947888503694","0.11726947888503694","0.11726947888503694","0.29299657792627276","0.29299657792627276","0.29299657792627276","0.2221636911355048","0.2221636911355048","0.2221636911355048"
"46","0.2521592457887121","0.2521592457887121","0.2521592457887121","0.2723562050721857","0.2723562050721857","0.2723562050721857","0.12875781026765393","0.12875781026765393","0.12875781026765393","0.12178288093493744","0.12178288093493744","0.12178288093493744","0.28407923135846713","0.28407923135846713","0.28407923135846713","0.22680737403794268","0.22680737403794268","0.22680737403794268"
"47","0.28537767984897994","0.28537767984897994","0.28537767984897994","0.3126401906282519","0.3126401906282519","0.3126401906282519","0.1383215331413747","0.1383215331413747","0.1383215331413747","0.12893895360135862","0.12893895360135862","0.12893895360135862","0.28157170910319196","0.28157170910319196","0.28157170910319196","0.20478785244898656","0.20478785244898656","0.20478785244898656"
"48","0.29948199242325674","0.29948199242325674","0.29948199242325674","0.3111721516550843","0.3111721516550843","0.3111721516550843","0.12410036594783101","0.12410036594783101","0.12410036594783101","0.11853466117226856","0.11853466117226856","0.11853466117226856","0.30682589863665494","0.30682589863665494","0.30682589863665494","0.2415177345435646","0.2415177345435646","0.2415177345435646"
"49","0.3444094250300993","0.3444094250300993","0.3444094250300993","0.3448092180424397","0.3448092180424397","0.3448092180424397","0.1624575311161359","0.1624575311161359","0.1624575311161359","0.13642172786769258","0.13642172786769258","0.13642172786769258","0.332926395198621","0.332926395198621","0.332926395198621","0.23578294844828487","0.23578294844828487","0.23578294844828487"
"50","0.3291760241047562","0.3291760241047562","0.3291760241047562","0.3274219422621638","0.3274219422621638","0.3274219422621638","0.1459173198616074","0.1459173198616074","0.1459173198616074","0.13392743288402564","0.13392743288402564","0.13392743288402564","0.32566045803310284","0.32566045803310284","0.32566045803310284","0.25463489565128633","0.25463489565128633","0.25463489565128633"
"51","0.32857644427842253","0.32857644427842253","0.32857644427842253","0.35190881013891273","0.35190881013891273","0.35190881013891273","0.12371148698984821","0.12371148698984821","0.12371148698984821","0.12781685130452952","0.12781685130452952","0.12781685130452952","0.33602203446372997","0.33602203446372997","0.33602203446372997","0.2625683207562242","0.2625683207562242","0.2625683207562242"
"52","0.3515400635048843","0.3515400635048843","0.3515400635048843","0.3940484382333751","0.3940484382333751","0.3940484382333751","0.147546120660346","0.147546120660346","0.147546120660346","0.1209452217057658","0.1209452217057658","0.1209452217057658","0.34256249113021114","0.34256249113021114","0.34256249113021114","0.24640411203981505","0.24640411203981505","0.24640411203981505"
"53","0.3776781782146026","0.3776781782146026","0.3776781782146026","0.3364144445342201","0.3364144445342201","0.3364144445342201","0.14005000287005534","0.14005000287005534","0.14005000287005534","0.13259439601177075","0.13259439601177075","0.13259439601177075","0.3595249927001945","0.3595249927001945","0.3595249927001945","0.26908325783922665","0.26908325783922665","0.26908325783922665"
"54","0.3648997423888165","0.3648997423888165","0.3648997423888165","0.4202996855322174","0.4202996855322174","0.4202996855322174","0.14084157038290018","0.14084157038290018","0.14084157038290018","0.14127094245109711","0.14127094245109711","0.14127094245109711","0.370717238419714","0.370717238419714","0.370717238419714","0.27566098795225863","0.27566098795225863","0.27566098795225863"
"55","0.3595437307463062","0.3595437307463062","0.3595437307463062","0.4445333200291106","0.4445333200291106","0.4445333200291106","0.14017874615881457","0.14017874615881457","0.14017874615881457","0.1296622678655231","0.1296622678655231","0.1296622678655231","0.3902549499638357","0.3902549499638357","0.3902549499638357","0.2644644861965668","0.2644644861965668","0.2644644861965668"
"56","0.4111232804897955","0.4111232804897955","0.4111232804897955","0.47669731796359616","0.47669731796359616","0.47669731796359616","0.153233259745677","0.153233259745677","0.153233259745677","0.13106669480222344","0.13106669480222344","0.13106669480222344","0.39161645909026327","0.39161645909026327","0.39161645909026327","0.25577716525390853","0.25577716525390853","0.25577716525390853"
"57","0.3723199580339348","0.3723199580339348","0.3723199580339348","0.3923684267686673","0.3923684267686673","0.3923684267686673","0.14236203840786982","0.14236203840786982","0.14236203840786982","0.13701448191657456","0.13701448191657456","0.13701448191657456","0.39932231291421344","0.39932231291421344","0.39932231291421344","0.27482577565003136","0.27482577565003136","0.27482577565003136"
"58","0.3468056631944314","0.3468056631944314","0.3468056631944314","0.3926855439918563","0.3926855439918563","0.3926855439918563","0.17135149081562323","0.17135149081562323","0.17135149081562323","0.1660586388767885","0.1660586388767885","0.1660586388767885","0.4214867950722714","0.4214867950722714","0.4214867950722714","0.28675572133406096","0.28675572133406096","0.28675572133406096"
"59","0.3481821965225027","0.3481821965225027","0.3481821965225027","0.3804768936469193","0.3804768936469193","0.3804768936469193","0.12818918228940163","0.12818918228940163","0.12818918228940163","0.13218503823201305","0.13218503823201305","0.13218503823201305","0.4036355676550532","0.4036355676550532","0.4036355676550532","0.2944250804626063","0.2944250804626063","0.2944250804626063"
"60","0.394672277378471","0.394672277378471","0.394672277378471","0.43702678491885183","0.43702678491885183","0.43702678491885183","0.16086403537277572","0.16086403537277572","0.16086403537277572","0.12234158975120162","0.12234158975120162","0.12234158975120162","0.3843745771275917","0.3843745771275917","0.3843745771275917","0.2990801085861303","0.2990801085861303","0.2990801085861303"
"61","0.4038593947621019","0.4038593947621019","0.4038593947621019","0.45117652532868613","0.45117652532868613","0.45117652532868613","0.11159512527244668","0.11159512527244668","0.11159512527244668","0.13831409653281915","0.13831409653281915","0.13831409653281915","0.4253945734008364","0.4253945734008364","0.4253945734008364","0.28163695495996377","0.28163695495996377","0.28163695495996377"
"62","0.46248130233342827","0.46248130233342827","0.46248130233342827","0.45921267562527757","0.45921267562527757","0.45921267562527757","0.1685813354400768","0.1685813354400768","0.1685813354400768","0.1394688234151198","0.1394688234151198","0.1394688234151198","0.4294895479241642","0.4294895479241642","0.4294895479241642","0.2695209517488447","0.2695209517488447","0.2695209517488447"
"63","0.3993281206004695","0.3993281206004695","0.3993281206004695","0.5407075117619197","0.5407075117619197","0.5407075117619197","0.13501686190902992","0.13501686190902992","0.13501686190902992","0.11770648657327815","0.11770648657327815","0.11770648657327815","0.42965590037784257","0.42965590037784257","0.42965590037784257","0.3087707114365253","0.3087707114365253","0.3087707114365253"
"64","0.4742809672591265","0.4742809672591265","0.4742809672591265","0.46495569063441944","0.46495569063441944","0.46495569063441944","0.1426640149756725","0.1426640149756725","0.1426640149756725","0.14502159301626788","0.14502159301626788","0.14502159301626788","0.4441256930483348","0.4441256930483348","0.4441256930483348","0.3091971117018299","0.3091971117018299","0.3091971117018299"
"65","0.485044755780383","0.485044755780383","0.485044755780383","0.5170510167231004","0.5170510167231004","0.5170510167231004","0.13856420014981913","0.13856420014981913","0.13856420014981913","0.13966978405486682","0.13966978405486682","0.13966978405486682","0.4393786523294135","0.4393786523294135","0.4393786523294135","0.310295259412852","0.310295259412852","0.310295259412852"
"66","0.4492383896986317","0.4492383896986317","0.4492383896986317","0.5048032410029835","0.5048032410029835","0.5048032410029835","0.17494506046298164","0.17494506046298164","0.17494506046298164","0.13431395948653546","0.13431395948653546","0.13431395948653546","0.4684131518410995","0.4684131518410995","0.4684131518410995","0.31913235721478866","0.31913235721478866","0.31913235721478866"
"67","0.4565239351261292","0.4565239351261292","0.4565239351261292","0.5317752917228442","0.5317752917228442","0.5317752917228442","0.16647554787084196","0.16647554787084196","0.16647554787084196","0.12828992252611457","0.12828992252611457","0.12828992252611457","0.4252021806958637","0.4252021806958637","0.4252021806958637","0.28565992463990364","0.28565992463990364","0.28565992463990364"
"68","0.5032175974918155","0.5032175974918155","0.5032175974918155","0.5919315588708303","0.5919315588708303","0.5919315588708303","0.13061249149802462","0.13061249149802462","0.13061249149802462","0.13631363128894158","0.13631363128894158","0.13631363128894158","0.47634355684170043","0.47634355684170043","0.47634355684170043","0.3389290966370602","0.3389290966370602","0.3389290966370602"
"69","0.5153272824157956","0.5153272824157956","0.5153272824157956","0.5779740725623161","0.5779740725623161","0.5779740725623161","0.12814946886572945","0.12814946886572945","0.12814946886572945","0.12127324250178248","0.12127324250178248","0.12127324250178248","0.49143515619380024","0.49143515619380024","0.49143515619380024","0.3064723327144872","0.3064723327144872","0.3064723327144872"
"70","0.542222202487707","0.542222202487707","0.542222202487707","0.6150468536933","0.6150468536933","0.6150468536933","0.15811008146971872","0.15811008146971872","0.15811008146971872","0.14076256951131522","0.14076256951131522","0.14076256951131522","0.47520139219039387","0.47520139219039387","0.47520139219039387","0.3398768651159038","0.3398768651159038","0.3398768651159038"
"71","0.5019787165074102","0.5019787165074102","0.5019787165074102","0.581620160433233","0.581620160433233","0.581620160433233","0.1514820975792525","0.1514820975792525","0.1514820975792525","0.1683604731929625","0.1683604731929625","0.1683604731929625","0.527854920400611","0.527854920400611","0.527854920400611","0.3431797822367257","0.3431797822367257","0.3431797822367257"
"72","0.5503000189450713","0.5503000189450713","0.5503000189450713","0.625914667617039","0.625914667617039","0.625914667617039","0.14530729108435148","0.14530729108435148","0.14530729108435148","0.14120627382641193","0.14120627382641193","0.14120627382641193","0.5201288995573593","0.5201288995573593","0.5201288995573593","0.33913245530646036","0.33913245530646036","0.33913245530646036"
"73","0.5819840797633138","0.5819840797633138","0.5819840797633138","0.5938386488270085","0.5938386488270085","0.5938386488270085","0.15199263308002806","0.15199263308002806","0.15199263308002806","0.1787144485629339","0.1787144485629339","0.1787144485629339","0.4759319685389884","0.4759319685389884","0.4759319685389884","0.3662865460662723","0.3662865460662723","0.3662865460662723"
"74","0.518499871274785","0.518499871274785","0.518499871274785","0.6038577671381544","0.6038577671381544","0.6038577671381544","0.17738209114444725","0.17738209114444725","0.17738209114444725","0.14237551214642644","0.14237551214642644","0.14237551214642644","0.5042690026303391","0.5042690026303391","0.5042690026303391","0.3182803652528716","0.3182803652528716","0.3182803652528716"
"75","0.5454237348599048","0.5454237348599048","0.5454237348599048","0.6543376974861288","0.6543376974861288","0.6543376974861288","0.1558314213054802","0.1558314213054802","0.1558314213054802","0.1425072440981342","0.1425072440981342","0.1425072440981342","0.5293553180533022","0.5293553180533022","0.5293553180533022","0.3634015410608738","0.3634015410608738","0.3634015410608738"
"76","0.5660395291980947","0.5660395291980947","0.5660395291980947","0.6592570343414083","0.6592570343414083","0.6592570343414083","0.1421456537520272","0.1421456537520272","0.1421456537520272","0.14872321463228372","0.14872321463228372","0.14872321463228372","0.5335767378627722","0.5335767378627722","0.5335767378627722","0.3263466477014079","0.3263466477014079","0.3263466477014079"
"77","0.6011642158005345","0.6011642158005345","0.6011642158005345","0.554029107719845","0.554029107719845","0.554029107719845","0.1744281802881319","0.1744281802881319","0.1744281802881319","0.1733115675331563","0.1733115675331563","0.1733115675331563","0.5263077895228969","0.5263077895228969","0.5263077895228969","0.3130690943757719","0.3130690943757719","0.3130690943757719"
"78","0.5552216780337657","0.5552216780337657","0.5552216780337657","0.6435554779127644","0.6435554779127644","0.6435554779127644","0.14835249544660378","0.14835249544660378","0.14835249544660378","0.14243244004152872","0.14243244004152872","0.14243244004152872","0.5433974426403817","0.5433974426403817","0.5433974426403817","0.3419705755190716","0.3419705755190716","0.3419705755190716"
