"Step","4l4h32-agtt-shortest-path (path) - train/acc","4l4h32-agtt-shortest-path (path) - train/acc__MIN","4l4h32-agtt-shortest-path (path) - train/acc__MAX","4l4h32-agtt-shortest-path (path) - val/acc","4l4h32-agtt-shortest-path (path) - val/acc__MIN","4l4h32-agtt-shortest-path (path) - val/acc__MAX","5l64-mpnn-shortest-path (er+sbm+path) - train/acc","5l64-mpnn-shortest-path (er+sbm+path) - train/acc__MIN","5l64-mpnn-shortest-path (er+sbm+path) - train/acc__MAX","5l64-mpnn-shortest-path (er+sbm+path) - val/acc","5l64-mpnn-shortest-path (er+sbm+path) - val/acc__MIN","5l64-mpnn-shortest-path (er+sbm+path) - val/acc__MAX","4l4h32-gps-shortest-path (er+sbm+path) - train/acc","4l4h32-gps-shortest-path (er+sbm+path) - train/acc__MIN","4l4h32-gps-shortest-path (er+sbm+path) - train/acc__MAX","4l4h32-gps-shortest-path (er+sbm+path) - val/acc","4l4h32-gps-shortest-path (er+sbm+path) - val/acc__MIN","4l4h32-gps-shortest-path (er+sbm+path) - val/acc__MAX","2l4h16-ibtt-shortest-path (path) - train/acc","2l4h16-ibtt-shortest-path (path) - train/acc__MIN","2l4h16-ibtt-shortest-path (path) - train/acc__MAX","2l4h16-ibtt-shortest-path (path) - val/acc","2l4h16-ibtt-shortest-path (path) - val/acc__MIN","2l4h16-ibtt-shortest-path (path) - val/acc__MAX"
"56","0.48091947115384615","0.48091947115384615","0.48091947115384615","0.5304236778846154","0.5304236778846154","0.5304236778846154","0.7917143038617885","0.7917143038617885","0.7917143038617885","0.778145032051282","0.778145032051282","0.778145032051282","0.8315469385162602","0.8315469385162602","0.8315469385162602","0.7485226362179488","0.7485226362179488","0.7485226362179488","0.5801339285714285","0.5801339285714285","0.5801339285714285","0.5282451923076923","0.5282451923076923","0.5282451923076923"
"57","0.4577073317307692","0.4577073317307692","0.4577073317307692","0.4793419471153846","0.4793419471153846","0.4793419471153846","0.7912299923780487","0.7912299923780487","0.7912299923780487","0.7833283253205128","0.7833283253205128","0.7833283253205128","0.8269102515243901","0.8269102515243901","0.8269102515243901","0.779472155448718","0.779472155448718","0.779472155448718","0.5770089285714286","0.5770089285714286","0.5770089285714286","0.5138221153846154","0.5138221153846154","0.5138221153846154"
"58","0.46634615384615385","0.46634615384615385","0.46634615384615385","0.5125450721153846","0.5125450721153846","0.5125450721153846","0.7883003048780487","0.7883003048780487","0.7883003048780487","0.788837139423077","0.788837139423077","0.788837139423077","0.8179227007113821","0.8179227007113821","0.8179227007113821","0.774589342948718","0.774589342948718","0.774589342948718","0.6009672619047619","0.6009672619047619","0.6009672619047619","0.5300480769230769","0.5300480769230769","0.5300480769230769"
"59","0.4737830528846154","0.4737830528846154","0.4737830528846154","0.4764122596153846","0.4764122596153846","0.4764122596153846","0.7909044715447154","0.7909044715447154","0.7909044715447154","0.788837139423077","0.788837139423077","0.788837139423077","0.8287442835365854","0.8287442835365854","0.8287442835365854","0.775215344551282","0.775215344551282","0.775215344551282","0.5904017857142858","0.5904017857142858","0.5904017857142858","0.5300480769230769","0.5300480769230769","0.5300480769230769"
"60","0.4953425480769231","0.4953425480769231","0.4953425480769231","0.5191556490384616","0.5191556490384616","0.5191556490384616","0.7963509908536586","0.7963509908536586","0.7963509908536586","0.7969751602564102","0.7969751602564102","0.7969751602564102","0.8317930640243901","0.8317930640243901","0.8317930640243901","0.772686298076923","0.772686298076923","0.772686298076923","0.5857142857142857","0.5857142857142857","0.5857142857142857","0.5510817307692307","0.5510817307692307","0.5510817307692307"
"61","0.5096905048076923","0.5096905048076923","0.5096905048076923","0.5135967548076923","0.5135967548076923","0.5135967548076923","0.8003842733739838","0.8003842733739838","0.8003842733739838","0.7872345753205128","0.7872345753205128","0.7872345753205128","0.8346830538617885","0.8346830538617885","0.8346830538617885","0.7691055689102564","0.7691055689102564","0.7691055689102564","0.6170386904761905","0.6170386904761905","0.6170386904761905","0.546875","0.546875","0.546875"
"62","0.5564152644230769","0.5564152644230769","0.5564152644230769","0.5561147836538461","0.5561147836538461","0.5561147836538461","0.8015196265243901","0.8015196265243901","0.8015196265243901","0.7869090544871794","0.7869090544871794","0.7869090544871794","0.8300860645325203","0.8300860645325203","0.8300860645325203","0.7804737580128206","0.7804737580128206","0.7804737580128206","0.5807291666666666","0.5807291666666666","0.5807291666666666","0.5366586538461539","0.5366586538461539","0.5366586538461539"
"63","0.5091646634615384","0.5091646634615384","0.5091646634615384","0.6284555288461539","0.6284555288461539","0.6284555288461539","0.7935880335365854","0.7935880335365854","0.7935880335365854","0.7914413060897436","0.7914413060897436","0.7914413060897436","0.8366758765243901","0.8366758765243901","0.8366758765243901","0.777569110576923","0.777569110576923","0.777569110576923","0.5906994047619047","0.5906994047619047","0.5906994047619047","0.5546875","0.5546875","0.5546875"
"64","0.5730919471153846","0.5730919471153846","0.5730919471153846","0.5741436298076923","0.5741436298076923","0.5741436298076923","0.8011941056910569","0.8011941056910569","0.8011941056910569","0.7943709935897436","0.7943709935897436","0.7943709935897436","0.8413205030487805","0.8413205030487805","0.8413205030487805","0.775615985576923","0.775615985576923","0.775615985576923","0.6214285714285714","0.6214285714285714","0.6214285714285714","0.6009615384615384","0.6009615384615384","0.6009615384615384"
"65","0.5744441105769231","0.5744441105769231","0.5744441105769231","0.5778245192307692","0.5778245192307692","0.5778245192307692","0.8088875127032521","0.8088875127032521","0.8088875127032521","0.7950220352564102","0.7950220352564102","0.7950220352564102","0.8419239075203252","0.8419239075203252","0.8419239075203252","0.7531800881410255","0.7531800881410255","0.7531800881410255","0.617485119047619","0.617485119047619","0.617485119047619","0.5901442307692307","0.5901442307692307","0.5901442307692307"
"66","0.5555138221153846","0.5555138221153846","0.5555138221153846","0.5510066105769231","0.5510066105769231","0.5510066105769231","0.8064500762195123","0.8064500762195123","0.8064500762195123","0.792743389423077","0.792743389423077","0.792743389423077","0.8321265243902438","0.8321265243902438","0.8321265243902438","0.7557592147435898","0.7557592147435898","0.7557592147435898","0.6133928571428572","0.6133928571428572","0.6133928571428572","0.5889423076923077","0.5889423076923077","0.5889423076923077"
"67","0.5667067307692308","0.5667067307692308","0.5667067307692308","0.5987079326923077","0.5987079326923077","0.5987079326923077","0.8098640752032521","0.8098640752032521","0.8098640752032521","0.7930939503205128","0.7930939503205128","0.7930939503205128","0.8419239075203252","0.8419239075203252","0.8419239075203252","0.7834034455128206","0.7834034455128206","0.7834034455128206","0.6389880952380953","0.6389880952380953","0.6389880952380953","0.5853365384615384","0.5853365384615384","0.5853365384615384"
"68","0.5943509615384616","0.5943509615384616","0.5943509615384616","0.6767578125","0.6767578125","0.6767578125","0.8005430640243901","0.8005430640243901","0.8005430640243901","0.7999048477564102","0.7999048477564102","0.7999048477564102","0.8490456681910569","0.8490456681910569","0.8490456681910569","0.7655248397435898","0.7655248397435898","0.7655248397435898","0.6350446428571428","0.6350446428571428","0.6350446428571428","0.6147836538461539","0.6147836538461539","0.6147836538461539"
"69","0.6162860576923077","0.6162860576923077","0.6162860576923077","0.6853215144230769","0.6853215144230769","0.6853215144230769","0.8037585746951219","0.8037585746951219","0.8037585746951219","0.7959985977564102","0.7959985977564102","0.7959985977564102","0.8426622840447154","0.8426622840447154","0.8426622840447154","0.7836788862179488","0.7836788862179488","0.7836788862179488","0.6407738095238095","0.6407738095238095","0.6407738095238095","0.59375","0.59375","0.59375"
"70","0.6080979567307692","0.6080979567307692","0.6080979567307692","0.7074068509615384","0.7074068509615384","0.7074068509615384","0.8105945121951219","0.8105945121951219","0.8105945121951219","0.7999048477564102","0.7999048477564102","0.7999048477564102","0.8545001270325203","0.8545001270325203","0.8545001270325203","0.7827273637820512","0.7827273637820512","0.7827273637820512","0.6241071428571429","0.6241071428571429","0.6241071428571429","0.6310096153846154","0.6310096153846154","0.6310096153846154"
"71","0.6163611778846154","0.6163611778846154","0.6163611778846154","0.6735276442307692","0.6735276442307692","0.6735276442307692","0.8068946900406505","0.8068946900406505","0.8068946900406505","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8448138973577235","0.8448138973577235","0.8448138973577235","0.7681039663461539","0.7681039663461539","0.7681039663461539","0.6361607142857142","0.6361607142857142","0.6361607142857142","0.6213942307692307","0.6213942307692307","0.6213942307692307"
"72","0.6423527644230769","0.6423527644230769","0.6423527644230769","0.6996694711538461","0.6996694711538461","0.6996694711538461","0.8115710746951219","0.8115710746951219","0.8115710746951219","0.7930689102564102","0.7930689102564102","0.7930689102564102","0.8504668445121951","0.8504668445121951","0.8504668445121951","0.7599659455128206","0.7599659455128206","0.7599659455128206","0.6639880952380952","0.6639880952380952","0.6639880952380952","0.6400240384615384","0.6400240384615384","0.6400240384615384"
"73","0.6420522836538461","0.6420522836538461","0.6420522836538461","0.6802884615384616","0.6802884615384616","0.6802884615384616","0.8073790015243901","0.8073790015243901","0.8073790015243901","0.795673076923077","0.795673076923077","0.795673076923077","0.8477832825203252","0.8477832825203252","0.8477832825203252","0.7771935096153846","0.7771935096153846","0.7771935096153846","0.6503720238095239","0.6503720238095239","0.6503720238095239","0.6370192307692307","0.6370192307692307","0.6370192307692307"
"74","0.6340144230769231","0.6340144230769231","0.6340144230769231","0.6853966346153846","0.6853966346153846","0.6853966346153846","0.8046160442073171","0.8046160442073171","0.8046160442073171","0.8077423878205128","0.8077423878205128","0.8077423878205128","0.8474180640243901","0.8474180640243901","0.8474180640243901","0.7710336538461539","0.7710336538461539","0.7710336538461539","0.6558779761904762","0.6558779761904762","0.6558779761904762","0.6454326923076923","0.6454326923076923","0.6454326923076923"
"75","0.6551983173076923","0.6551983173076923","0.6551983173076923","0.7346003605769231","0.7346003605769231","0.7346003605769231","0.8101102007113821","0.8101102007113821","0.8101102007113821","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8576283028455284","0.8576283028455284","0.8576283028455284","0.7645232371794872","0.7645232371794872","0.7645232371794872","0.6915178571428572","0.6915178571428572","0.6915178571428572","0.6616586538461539","0.6616586538461539","0.6616586538461539"
"76","0.6761568509615384","0.6761568509615384","0.6761568509615384","0.7379056490384616","0.7379056490384616","0.7379056490384616","0.8105945121951219","0.8105945121951219","0.8105945121951219","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8553099593495935","0.8553099593495935","0.8553099593495935","0.7765675080128206","0.7765675080128206","0.7765675080128206","0.6639880952380952","0.6639880952380952","0.6639880952380952","0.6929086538461539","0.6929086538461539","0.6929086538461539"
"77","0.6889272836538461","0.6889272836538461","0.6889272836538461","0.6908804086538461","0.6908804086538461","0.6908804086538461","0.8077918572154471","0.8077918572154471","0.8077918572154471","0.8028595753205128","0.8028595753205128","0.8028595753205128","0.8447345020325203","0.8447345020325203","0.8447345020325203","0.7729867788461539","0.7729867788461539","0.7729867788461539","0.6738839285714285","0.6738839285714285","0.6738839285714285","0.6929086538461539","0.6929086538461539","0.6929086538461539"
"78","0.6576021634615384","0.6576021634615384","0.6576021634615384","0.6998197115384616","0.6998197115384616","0.6998197115384616","0.8077045223577235","0.8077045223577235","0.8077045223577235","0.8061147836538461","0.8061147836538461","0.8061147836538461","0.852221481199187","0.852221481199187","0.852221481199187","0.788261217948718","0.788261217948718","0.788261217948718","0.6696428571428572","0.6696428571428572","0.6696428571428572","0.6712740384615384","0.6712740384615384","0.6712740384615384"
"79","0.6696965144230769","0.6696965144230769","0.6696965144230769","0.7225060096153846","0.7225060096153846","0.7225060096153846","0.8094988567073171","0.8094988567073171","0.8094988567073171","0.797626201923077","0.797626201923077","0.797626201923077","0.8558419080284553","0.8558419080284553","0.8558419080284553","0.775215344551282","0.775215344551282","0.775215344551282","0.7060267857142858","0.7060267857142858","0.7060267857142858","0.6862980769230769","0.6862980769230769","0.6862980769230769"
"80","0.6703725961538461","0.6703725961538461","0.6703725961538461","0.7564603365384616","0.7564603365384616","0.7564603365384616","0.8099434705284553","0.8099434705284553","0.8099434705284553","0.795673076923077","0.795673076923077","0.795673076923077","0.8545795223577235","0.8545795223577235","0.8545795223577235","0.7784705528846154","0.7784705528846154","0.7784705528846154","0.6878720238095238","0.6878720238095238","0.6878720238095238","0.6971153846153846","0.6971153846153846","0.6971153846153846"
"81","0.7039513221153846","0.7039513221153846","0.7039513221153846","0.7572115384615384","0.7572115384615384","0.7572115384615384","0.8089272103658537","0.8089272103658537","0.8089272103658537","0.7979767628205128","0.7979767628205128","0.7979767628205128","0.8535235645325203","0.8535235645325203","0.8535235645325203","0.7622696314102564","0.7622696314102564","0.7622696314102564","0.6910714285714286","0.6910714285714286","0.6910714285714286","0.7271634615384616","0.7271634615384616","0.7271634615384616"
"82","0.6666165865384616","0.6666165865384616","0.6666165865384616","0.7508263221153846","0.7508263221153846","0.7508263221153846","0.8182005843495935","0.8182005843495935","0.8182005843495935","0.7950220352564102","0.7950220352564102","0.7950220352564102","0.8588906885162602","0.8588906885162602","0.8588906885162602","0.7723357371794872","0.7723357371794872","0.7723357371794872","0.7018601190476191","0.7018601190476191","0.7018601190476191","0.7277644230769231","0.7277644230769231","0.7277644230769231"
"83","0.6924579326923077","0.6924579326923077","0.6924579326923077","0.8014573317307692","0.8014573317307692","0.8014573317307692","0.8138497205284553","0.8138497205284553","0.8138497205284553","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8572630843495935","0.8572630843495935","0.8572630843495935","0.7726612580128206","0.7726612580128206","0.7726612580128206","0.6906994047619047","0.6906994047619047","0.6906994047619047","0.6935096153846154","0.6935096153846154","0.6935096153846154"
"84","0.7280649038461539","0.7280649038461539","0.7280649038461539","0.7829026442307692","0.7829026442307692","0.7829026442307692","0.8132383765243901","0.8132383765243901","0.8132383765243901","0.7797225560897436","0.7797225560897436","0.7797225560897436","0.8598275533536586","0.8598275533536586","0.8598275533536586","0.7730118189102564","0.7730118189102564","0.7730118189102564","0.6895833333333333","0.6895833333333333","0.6895833333333333","0.6893028846153846","0.6893028846153846","0.6893028846153846"
"85","0.7489483173076923","0.7489483173076923","0.7489483173076923","0.8135516826923077","0.8135516826923077","0.8135516826923077","0.8060848577235772","0.8060848577235772","0.8060848577235772","0.7917918669871794","0.7917918669871794","0.7917918669871794","0.8614551575203252","0.8614551575203252","0.8614551575203252","0.7742638221153846","0.7742638221153846","0.7742638221153846","0.7128720238095239","0.7128720238095239","0.7128720238095239","0.7229567307692307","0.7229567307692307","0.7229567307692307"
"86","0.7041766826923077","0.7041766826923077","0.7041766826923077","0.7780198317307692","0.7780198317307692","0.7780198317307692","0.8037665142276422","0.8037665142276422","0.8037665142276422","0.794696514423077","0.794696514423077","0.794696514423077","0.8584857723577235","0.8584857723577235","0.8584857723577235","0.7716846955128206","0.7716846955128206","0.7716846955128206","0.7276785714285714","0.7276785714285714","0.7276785714285714","0.7247596153846154","0.7247596153846154","0.7247596153846154"
"87","0.7032752403846154","0.7032752403846154","0.7032752403846154","0.7817007211538461","0.7817007211538461","0.7817007211538461","0.8184070121951219","0.8184070121951219","0.8184070121951219","0.7953475560897436","0.7953475560897436","0.7953475560897436","0.8586922002032521","0.8586922002032521","0.8586922002032521","0.7765675080128206","0.7765675080128206","0.7765675080128206","0.7195684523809525","0.7195684523809525","0.7195684523809525","0.7325721153846154","0.7325721153846154","0.7325721153846154"
"88","0.7146183894230769","0.7146183894230769","0.7146183894230769","0.7758413461538461","0.7758413461538461","0.7758413461538461","0.8125476371951219","0.8125476371951219","0.8125476371951219","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8643848450203252","0.8643848450203252","0.8643848450203252","0.7765675080128206","0.7765675080128206","0.7765675080128206","0.7257440476190475","0.7257440476190475","0.7257440476190475","0.7361778846153846","0.7361778846153846","0.7361778846153846"
"89","0.7053786057692308","0.7053786057692308","0.7053786057692308","0.7623197115384616","0.7623197115384616","0.7623197115384616","0.8169858358739838","0.8169858358739838","0.8169858358739838","0.8002303685897436","0.8002303685897436","0.8002303685897436","0.8677591463414634","0.8677591463414634","0.8677591463414634","0.7810997596153846","0.7810997596153846","0.7810997596153846","0.7261160714285714","0.7261160714285714","0.7261160714285714","0.7403846153846154","0.7403846153846154","0.7403846153846154"
"90","0.7569861778846154","0.7569861778846154","0.7569861778846154","0.7993539663461539","0.7993539663461539","0.7993539663461539","0.8249174288617885","0.8249174288617885","0.8249174288617885","0.7989533253205128","0.7989533253205128","0.7989533253205128","0.8635353150406505","0.8635353150406505","0.8635353150406505","0.7781951121794872","0.7781951121794872","0.7781951121794872","0.745907738095238","0.745907738095238","0.745907738095238","0.7241586538461539","0.7241586538461539","0.7241586538461539"
"91","0.7578125","0.7578125","0.7578125","0.7739633413461539","0.7739633413461539","0.7739633413461539","0.8195026676829268","0.8195026676829268","0.8195026676829268","0.8002303685897436","0.8002303685897436","0.8002303685897436","0.8640990218495935","0.8640990218495935","0.8640990218495935","0.7820763221153846","0.7820763221153846","0.7820763221153846","0.7456845238095239","0.7456845238095239","0.7456845238095239","0.7475961538461539","0.7475961538461539","0.7475961538461539"
"92","0.7267878605769231","0.7267878605769231","0.7267878605769231","0.787109375","0.787109375","0.787109375","0.8138497205284553","0.8138497205284553","0.8138497205284553","0.7999048477564102","0.7999048477564102","0.7999048477564102","0.8645515752032521","0.8645515752032521","0.8645515752032521","0.7726612580128206","0.7726612580128206","0.7726612580128206","0.7376488095238095","0.7376488095238095","0.7376488095238095","0.7445913461538461","0.7445913461538461","0.7445913461538461"
"93","0.7433143028846154","0.7433143028846154","0.7433143028846154","0.8160306490384616","0.8160306490384616","0.8160306490384616","0.8167794080284553","0.8167794080284553","0.8167794080284553","0.8022085336538461","0.8022085336538461","0.8022085336538461","0.8691485645325203","0.8691485645325203","0.8691485645325203","0.7875851362179488","0.7875851362179488","0.7875851362179488","0.7154017857142858","0.7154017857142858","0.7154017857142858","0.734375","0.734375","0.734375"
"94","0.7887620192307692","0.7887620192307692","0.7887620192307692","0.8201622596153846","0.8201622596153846","0.8201622596153846","0.8084825965447154","0.8084825965447154","0.8084825965447154","0.7894881810897436","0.7894881810897436","0.7894881810897436","0.8584063770325203","0.8584063770325203","0.8584063770325203","0.7733122996794872","0.7733122996794872","0.7733122996794872","0.7398809523809524","0.7398809523809524","0.7398809523809524","0.7674278846153846","0.7674278846153846","0.7674278846153846"
"95","0.7545072115384616","0.7545072115384616","0.7545072115384616","0.8254206730769231","0.8254206730769231","0.8254206730769231","0.8173113567073171","0.8173113567073171","0.8173113567073171","0.7969751602564102","0.7969751602564102","0.7969751602564102","0.8652026168699187","0.8652026168699187","0.8652026168699187","0.7762169471153846","0.7762169471153846","0.7762169471153846","0.741889880952381","0.741889880952381","0.741889880952381","0.7457932692307693","0.7457932692307693","0.7457932692307693"
"96","0.7501502403846154","0.7501502403846154","0.7501502403846154","0.8392427884615384","0.8392427884615384","0.8392427884615384","0.8166603150406505","0.8166603150406505","0.8166603150406505","0.7973006810897436","0.7973006810897436","0.7973006810897436","0.8656472306910569","0.8656472306910569","0.8656472306910569","0.7720102163461539","0.7720102163461539","0.7720102163461539","0.7347470238095238","0.7347470238095238","0.7347470238095238","0.7764423076923077","0.7764423076923077","0.7764423076923077"
"97","0.7892127403846154","0.7892127403846154","0.7892127403846154","0.8487079326923077","0.8487079326923077","0.8487079326923077","0.8231707317073171","0.8231707317073171","0.8231707317073171","0.8044871794871794","0.8044871794871794","0.8044871794871794","0.8572313262195123","0.8572313262195123","0.8572313262195123","0.7762169471153846","0.7762169471153846","0.7762169471153846","0.7478422619047619","0.7478422619047619","0.7478422619047619","0.7770432692307693","0.7770432692307693","0.7770432692307693"
"98","0.7931941105769231","0.7931941105769231","0.7931941105769231","0.8670372596153846","0.8670372596153846","0.8670372596153846","0.8225990853658537","0.8225990853658537","0.8225990853658537","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8613757621951219","0.8613757621951219","0.8613757621951219","0.7823517628205128","0.7823517628205128","0.7823517628205128","0.7505208333333333","0.7505208333333333","0.7505208333333333","0.7782451923076923","0.7782451923076923","0.7782451923076923"
"99","0.7575120192307692","0.7575120192307692","0.7575120192307692","0.8695913461538461","0.8695913461538461","0.8695913461538461","0.8222735645325203","0.8222735645325203","0.8222735645325203","0.7973006810897436","0.7973006810897436","0.7973006810897436","0.8705697408536586","0.8705697408536586","0.8705697408536586","0.7784705528846154","0.7784705528846154","0.7784705528846154","0.7471726190476191","0.7471726190476191","0.7471726190476191","0.78125","0.78125","0.78125"
"100","0.8033353365384616","0.8033353365384616","0.8033353365384616","0.8251201923076923","0.8251201923076923","0.8251201923076923","0.8171049288617885","0.8171049288617885","0.8171049288617885","0.8005809294871794","0.8005809294871794","0.8005809294871794","0.8692279598577235","0.8692279598577235","0.8692279598577235","0.7703575721153846","0.7703575721153846","0.7703575721153846","0.7625","0.7625","0.7625","0.7770432692307693","0.7770432692307693","0.7770432692307693"
"101","0.7678786057692308","0.7678786057692308","0.7678786057692308","0.7814753605769231","0.7814753605769231","0.7814753605769231","0.8178830030487805","0.8178830030487805","0.8178830030487805","0.8070913461538461","0.8070913461538461","0.8070913461538461","0.8686166158536586","0.8686166158536586","0.8686166158536586","0.7859324919871794","0.7859324919871794","0.7859324919871794","0.7680059523809525","0.7680059523809525","0.7680059523809525","0.7854567307692307","0.7854567307692307","0.7854567307692307"
"102","0.7654747596153846","0.7654747596153846","0.7654747596153846","0.8431490384615384","0.8431490384615384","0.8431490384615384","0.8160489710365854","0.8160489710365854","0.8160489710365854","0.8051131810897436","0.8051131810897436","0.8051131810897436","0.8662585746951219","0.8662585746951219","0.8662585746951219","0.785331530448718","0.785331530448718","0.785331530448718","0.7538690476190476","0.7538690476190476","0.7538690476190476","0.8143028846153846","0.8143028846153846","0.8143028846153846"
"103","0.8084435096153846","0.8084435096153846","0.8084435096153846","0.8602013221153846","0.8602013221153846","0.8602013221153846","0.8210508765243901","0.8210508765243901","0.8210508765243901","0.8028345352564102","0.8028345352564102","0.8028345352564102","0.8703236153455284","0.8703236153455284","0.8703236153455284","0.7733122996794872","0.7733122996794872","0.7733122996794872","0.7697916666666667","0.7697916666666667","0.7697916666666667","0.8155048076923077","0.8155048076923077","0.8155048076923077"
"104","0.7952974759615384","0.7952974759615384","0.7952974759615384","0.8672626201923077","0.8672626201923077","0.8672626201923077","0.8206459603658537","0.8206459603658537","0.8206459603658537","0.8051131810897436","0.8051131810897436","0.8051131810897436","0.8729277820121951","0.8729277820121951","0.8729277820121951","0.7830528846153846","0.7830528846153846","0.7830528846153846","0.76875","0.76875","0.76875","0.8070913461538461","0.8070913461538461","0.8070913461538461"
"105","0.7933443509615384","0.7933443509615384","0.7933443509615384","0.8399939903846154","0.8399939903846154","0.8399939903846154","0.8200346163617885","0.8200346163617885","0.8200346163617885","0.8041616586538461","0.8041616586538461","0.8041616586538461","0.8758574695121951","0.8758574695121951","0.8758574695121951","0.7752403846153846","0.7752403846153846","0.7752403846153846","0.7700148809523809","0.7700148809523809","0.7700148809523809","0.8323317307692307","0.8323317307692307","0.8323317307692307"
"106","0.7971003605769231","0.7971003605769231","0.7971003605769231","0.8930288461538461","0.8930288461538461","0.8930288461538461","0.8196297002032521","0.8196297002032521","0.8196297002032521","0.803485576923077","0.803485576923077","0.803485576923077","0.8737852515243901","0.8737852515243901","0.8737852515243901","0.7911658653846154","0.7911658653846154","0.7911658653846154","0.7704613095238095","0.7704613095238095","0.7704613095238095","0.8143028846153846","0.8143028846153846","0.8143028846153846"
"107","0.7987530048076923","0.7987530048076923","0.7987530048076923","0.8884465144230769","0.8884465144230769","0.8884465144230769","0.8191850863821138","0.8191850863821138","0.8191850863821138","0.8002303685897436","0.8002303685897436","0.8002303685897436","0.8753334603658537","0.8753334603658537","0.8753334603658537","0.7739383012820512","0.7739383012820512","0.7739383012820512","0.7765625","0.7765625","0.7765625","0.8305288461538461","0.8305288461538461","0.8305288461538461"
"108","0.8079176682692308","0.8079176682692308","0.8079176682692308","0.8935546875","0.8935546875","0.8935546875","0.8177559705284553","0.8177559705284553","0.8177559705284553","0.8041366185897436","0.8041366185897436","0.8041366185897436","0.8724037728658537","0.8724037728658537","0.8724037728658537","0.7837289663461539","0.7837289663461539","0.7837289663461539","0.7823660714285714","0.7823660714285714","0.7823660714285714","0.8323317307692307","0.8323317307692307","0.8323317307692307"
"109","0.7850060096153846","0.7850060096153846","0.7850060096153846","0.8891977163461539","0.8891977163461539","0.8891977163461539","0.8235756478658537","0.8235756478658537","0.8235756478658537","0.8025340544871794","0.8025340544871794","0.8025340544871794","0.8778582317073171","0.8778582317073171","0.8778582317073171","0.7772435897435898","0.7772435897435898","0.7772435897435898","0.8025297619047619","0.8025297619047619","0.8025297619047619","0.8395432692307693","0.8395432692307693","0.8395432692307693"
"110","0.8247445913461539","0.8247445913461539","0.8247445913461539","0.8923527644230769","0.8923527644230769","0.8923527644230769","0.8245125127032521","0.8245125127032521","0.8245125127032521","0.8021834935897436","0.8021834935897436","0.8021834935897436","0.8830189278455284","0.8830189278455284","0.8830189278455284","0.783027844551282","0.783027844551282","0.783027844551282","0.7969494047619048","0.7969494047619048","0.7969494047619048","0.8167067307692307","0.8167067307692307","0.8167067307692307"
"111","0.8114483173076923","0.8114483173076923","0.8114483173076923","0.8536658653846154","0.8536658653846154","0.8536658653846154","0.8240202616869919","0.8240202616869919","0.8240202616869919","0.790790264423077","0.790790264423077","0.790790264423077","0.8803353658536586","0.8803353658536586","0.8803353658536586","0.7843800080128206","0.7843800080128206","0.7843800080128206","0.777157738095238","0.777157738095238","0.777157738095238","0.8377403846153846","0.8377403846153846","0.8377403846153846"
"112","0.8073918269230769","0.8073918269230769","0.8073918269230769","0.8756009615384616","0.8756009615384616","0.8756009615384616","0.8292285950203252","0.8292285950203252","0.8292285950203252","0.8044871794871794","0.8044871794871794","0.8044871794871794","0.8807799796747968","0.8807799796747968","0.8807799796747968","0.7830779246794872","0.7830779246794872","0.7830779246794872","0.7900297619047619","0.7900297619047619","0.7900297619047619","0.8431490384615384","0.8431490384615384","0.8431490384615384"
"113","0.8475811298076923","0.8475811298076923","0.8475811298076923","0.9115084134615384","0.9115084134615384","0.9115084134615384","0.8175574822154471","0.8175574822154471","0.8175574822154471","0.7979517227564102","0.7979517227564102","0.7979517227564102","0.8743172002032521","0.8743172002032521","0.8743172002032521","0.796699719551282","0.796699719551282","0.796699719551282","0.7896577380952381","0.7896577380952381","0.7896577380952381","0.8239182692307693","0.8239182692307693","0.8239182692307693"
"114","0.8134765625","0.8134765625","0.8134765625","0.8807091346153846","0.8807091346153846","0.8807091346153846","0.822924606199187","0.822924606199187","0.822924606199187","0.8031850961538461","0.8031850961538461","0.8031850961538461","0.8780170223577235","0.8780170223577235","0.8780170223577235","0.774238782051282","0.774238782051282","0.774238782051282","0.7933035714285714","0.7933035714285714","0.7933035714285714","0.7998798076923077","0.7998798076923077","0.7998798076923077"
"115","0.8285006009615384","0.8285006009615384","0.8285006009615384","0.9070012019230769","0.9070012019230769","0.9070012019230769","0.8292682926829268","0.8292682926829268","0.8292682926829268","0.7940705128205128","0.7940705128205128","0.7940705128205128","0.8796843241869919","0.8796843241869919","0.8796843241869919","0.7817508012820512","0.7817508012820512","0.7817508012820512","0.8019345238095238","0.8019345238095238","0.8019345238095238","0.8395432692307693","0.8395432692307693","0.8395432692307693"
"116","0.8098707932692308","0.8098707932692308","0.8098707932692308","0.8874699519230769","0.8874699519230769","0.8874699519230769","0.8275612931910569","0.8275612931910569","0.8275612931910569","0.800555889423077","0.800555889423077","0.800555889423077","0.8906726371951219","0.8906726371951219","0.8906726371951219","0.786934094551282","0.786934094551282","0.786934094551282","0.7916666666666666","0.7916666666666666","0.7916666666666666","0.8257211538461539","0.8257211538461539","0.8257211538461539"
