"Step","4l4h32-agtt-shortest-path (path) - train/f1","4l4h32-agtt-shortest-path (path) - train/f1__MIN","4l4h32-agtt-shortest-path (path) - train/f1__MAX","4l4h32-agtt-shortest-path (path) - val/f1","4l4h32-agtt-shortest-path (path) - val/f1__MIN","4l4h32-agtt-shortest-path (path) - val/f1__MAX","5l64-mpnn-shortest-path (er+sbm+path) - train/f1","5l64-mpnn-shortest-path (er+sbm+path) - train/f1__MIN","5l64-mpnn-shortest-path (er+sbm+path) - train/f1__MAX","5l64-mpnn-shortest-path (er+sbm+path) - val/f1","5l64-mpnn-shortest-path (er+sbm+path) - val/f1__MIN","5l64-mpnn-shortest-path (er+sbm+path) - val/f1__MAX","4l4h32-gps-shortest-path (er+sbm+path) - train/f1","4l4h32-gps-shortest-path (er+sbm+path) - train/f1__MIN","4l4h32-gps-shortest-path (er+sbm+path) - train/f1__MAX","4l4h32-gps-shortest-path (er+sbm+path) - val/f1","4l4h32-gps-shortest-path (er+sbm+path) - val/f1__MIN","4l4h32-gps-shortest-path (er+sbm+path) - val/f1__MAX","2l4h16-ibtt-shortest-path (path) - train/f1","2l4h16-ibtt-shortest-path (path) - train/f1__MIN","2l4h16-ibtt-shortest-path (path) - train/f1__MAX","2l4h16-ibtt-shortest-path (path) - val/f1","2l4h16-ibtt-shortest-path (path) - val/f1__MIN","2l4h16-ibtt-shortest-path (path) - val/f1__MAX"
"41","0.16793223981519645","0.16793223981519645","0.16793223981519645","0.18709257238139365","0.18709257238139365","0.18709257238139365","0.3250527169974011","0.3250527169974011","0.3250527169974011","0.46258559351038325","0.46258559351038325","0.46258559351038325","0.34389554711176434","0.34389554711176434","0.34389554711176434","0.4671000011590134","0.4671000011590134","0.4671000011590134","0.4035297504669226","0.4035297504669226","0.4035297504669226","0.3198111187946098","0.3198111187946098","0.3198111187946098"
"42","0.18828436800505138","0.18828436800505138","0.18828436800505138","0.19592786378627036","0.19592786378627036","0.19592786378627036","0.34049410802470104","0.34049410802470104","0.34049410802470104","0.45919040123777166","0.45919040123777166","0.45919040123777166","0.37139091406053665","0.37139091406053665","0.37139091406053665","0.46896846200054404","0.46896846200054404","0.46896846200054404","0.4035945360516525","0.4035945360516525","0.4035945360516525","0.32159495680762595","0.32159495680762595","0.32159495680762595"
"43","0.19126167472400685","0.19126167472400685","0.19126167472400685","0.2159806581547638","0.2159806581547638","0.2159806581547638","0.33382957894201754","0.33382957894201754","0.33382957894201754","0.4712380316984666","0.4712380316984666","0.4712380316984666","0.3447027499454893","0.3447027499454893","0.3447027499454893","0.4888177854879163","0.4888177854879163","0.4888177854879163","0.4183229232013978","0.4183229232013978","0.4183229232013978","0.3261556453659921","0.3261556453659921","0.3261556453659921"
"44","0.19992324256277774","0.19992324256277774","0.19992324256277774","0.2500505543027037","0.2500505543027037","0.2500505543027037","0.32680494749119093","0.32680494749119093","0.32680494749119093","0.47866225021386927","0.47866225021386927","0.47866225021386927","0.36535147392124134","0.36535147392124134","0.36535147392124134","0.470400545990874","0.470400545990874","0.470400545990874","0.4078049473153742","0.4078049473153742","0.4078049473153742","0.31738842054915106","0.31738842054915106","0.31738842054915106"
"45","0.22998187582238028","0.22998187582238028","0.22998187582238028","0.27746508001820736","0.27746508001820736","0.27746508001820736","0.33753716660026184","0.33753716660026184","0.33753716660026184","0.47795444989173985","0.47795444989173985","0.47795444989173985","0.3579316286524981","0.3579316286524981","0.3579316286524981","0.4743000784236777","0.4743000784236777","0.4743000784236777","0.44031358689763805","0.44031358689763805","0.44031358689763805","0.34276085880677953","0.34276085880677953","0.34276085880677953"
"46","0.2521592457887121","0.2521592457887121","0.2521592457887121","0.2723562050721857","0.2723562050721857","0.2723562050721857","0.34490381330688713","0.34490381330688713","0.34490381330688713","0.4805297932943253","0.4805297932943253","0.4805297932943253","0.3608698892228028","0.3608698892228028","0.3608698892228028","0.47608765902169253","0.47608765902169253","0.47608765902169253","0.4232822585162458","0.4232822585162458","0.4232822585162458","0.35777553820792335","0.35777553820792335","0.35777553820792335"
"47","0.28537767984897994","0.28537767984897994","0.28537767984897994","0.3126401906282519","0.3126401906282519","0.3126401906282519","0.333623703073024","0.333623703073024","0.333623703073024","0.4575203128443048","0.4575203128443048","0.4575203128443048","0.37884772096054253","0.37884772096054253","0.37884772096054253","0.4699510417529202","0.4699510417529202","0.4699510417529202","0.4210903900853316","0.4210903900853316","0.4210903900853316","0.36336760734586704","0.36336760734586704","0.36336760734586704"
"48","0.29948199242325674","0.29948199242325674","0.29948199242325674","0.3111721516550843","0.3111721516550843","0.3111721516550843","0.34011621728931013","0.34011621728931013","0.34011621728931013","0.4865106768970749","0.4865106768970749","0.4865106768970749","0.36653993316148803","0.36653993316148803","0.36653993316148803","0.45924695160719303","0.45924695160719303","0.45924695160719303","0.44276351691621313","0.44276351691621313","0.44276351691621313","0.34585958206892004","0.34585958206892004","0.34585958206892004"
"49","0.3444094250300993","0.3444094250300993","0.3444094250300993","0.3448092180424397","0.3448092180424397","0.3448092180424397","0.33611416002713385","0.33611416002713385","0.33611416002713385","0.4745766862769342","0.4745766862769342","0.4745766862769342","0.385684377766869","0.385684377766869","0.385684377766869","0.5040042853558467","0.5040042853558467","0.5040042853558467","0.4405604644772059","0.4405604644772059","0.4405604644772059","0.36866027749261526","0.36866027749261526","0.36866027749261526"
"50","0.3291760241047562","0.3291760241047562","0.3291760241047562","0.3274219422621638","0.3274219422621638","0.3274219422621638","0.3599158389049863","0.3599158389049863","0.3599158389049863","0.47524380091698354","0.47524380091698354","0.47524380091698354","0.36441945621398003","0.36441945621398003","0.36441945621398003","0.4959273949492933","0.4959273949492933","0.4959273949492933","0.4638256789187421","0.4638256789187421","0.4638256789187421","0.38899742765231077","0.38899742765231077","0.38899742765231077"
"51","0.32857644427842253","0.32857644427842253","0.32857644427842253","0.35190881013891273","0.35190881013891273","0.35190881013891273","0.3510513288466541","0.3510513288466541","0.3510513288466541","0.4717939794444798","0.4717939794444798","0.4717939794444798","0.39428157882186854","0.39428157882186854","0.39428157882186854","0.48278633898173356","0.48278633898173356","0.48278633898173356","0.4739098687892875","0.4739098687892875","0.4739098687892875","0.3784744535126424","0.3784744535126424","0.3784744535126424"
"52","0.3515400635048843","0.3515400635048843","0.3515400635048843","0.3940484382333751","0.3940484382333751","0.3940484382333751","0.3484037557480584","0.3484037557480584","0.3484037557480584","0.47532994198308726","0.47532994198308726","0.47532994198308726","0.3898068549382743","0.3898068549382743","0.3898068549382743","0.48091905855470135","0.48091905855470135","0.48091905855470135","0.4606174555560837","0.4606174555560837","0.4606174555560837","0.37534816858912795","0.37534816858912795","0.37534816858912795"
"53","0.3776781782146026","0.3776781782146026","0.3776781782146026","0.3364144445342201","0.3364144445342201","0.3364144445342201","0.34607433411215993","0.34607433411215993","0.34607433411215993","0.4660203805180818","0.4660203805180818","0.4660203805180818","0.4123747259045518","0.4123747259045518","0.4123747259045518","0.4884602274932224","0.4884602274932224","0.4884602274932224","0.45563635919108453","0.45563635919108453","0.45563635919108453","0.3879048905345351","0.3879048905345351","0.3879048905345351"
"54","0.3648997423888165","0.3648997423888165","0.3648997423888165","0.4202996855322174","0.4202996855322174","0.4202996855322174","0.35821089187447847","0.35821089187447847","0.35821089187447847","0.4795987365603717","0.4795987365603717","0.4795987365603717","0.413689250357143","0.413689250357143","0.413689250357143","0.5038318810530266","0.5038318810530266","0.5038318810530266","0.47550648828953984","0.47550648828953984","0.47550648828953984","0.3924150623671012","0.3924150623671012","0.3924150623671012"
"55","0.3595437307463062","0.3595437307463062","0.3595437307463062","0.4445333200291106","0.4445333200291106","0.4445333200291106","0.35988424542430647","0.35988424542430647","0.35988424542430647","0.4845319148389537","0.4845319148389537","0.4845319148389537","0.4131974759779245","0.4131974759779245","0.4131974759779245","0.47860100767049635","0.47860100767049635","0.47860100767049635","0.47643993577146504","0.47643993577146504","0.47643993577146504","0.3873642553653613","0.3873642553653613","0.3873642553653613"
"56","0.4111232804897955","0.4111232804897955","0.4111232804897955","0.47669731796359616","0.47669731796359616","0.47669731796359616","0.37042917488543176","0.37042917488543176","0.37042917488543176","0.47467192872877906","0.47467192872877906","0.47467192872877906","0.4165390250339735","0.4165390250339735","0.4165390250339735","0.45112906927973045","0.45112906927973045","0.45112906927973045","0.5056944236037378","0.5056944236037378","0.5056944236037378","0.4274994351574665","0.4274994351574665","0.4274994351574665"
"57","0.3723199580339348","0.3723199580339348","0.3723199580339348","0.3923684267686673","0.3923684267686673","0.3923684267686673","0.37172495714375886","0.37172495714375886","0.37172495714375886","0.5003960710458403","0.5003960710458403","0.5003960710458403","0.40481773859625086","0.40481773859625086","0.40481773859625086","0.5111552604877466","0.5111552604877466","0.5111552604877466","0.5084280834061582","0.5084280834061582","0.5084280834061582","0.40501931344812275","0.40501931344812275","0.40501931344812275"
"58","0.3468056631944314","0.3468056631944314","0.3468056631944314","0.3926855439918563","0.3926855439918563","0.3926855439918563","0.37220139651493683","0.37220139651493683","0.37220139651493683","0.4772853957765231","0.4772853957765231","0.4772853957765231","0.404092573210247","0.404092573210247","0.404092573210247","0.5160885532284282","0.5160885532284282","0.5160885532284282","0.5118328065965119","0.5118328065965119","0.5118328065965119","0.418278118010452","0.418278118010452","0.418278118010452"
"59","0.3481821965225027","0.3481821965225027","0.3481821965225027","0.3804768936469193","0.3804768936469193","0.3804768936469193","0.3856890197285601","0.3856890197285601","0.3856890197285601","0.49831209228165435","0.49831209228165435","0.49831209228165435","0.42948076980752337","0.42948076980752337","0.42948076980752337","0.5275747879918958","0.5275747879918958","0.5275747879918958","0.5068930616898715","0.5068930616898715","0.5068930616898715","0.4218651000685422","0.4218651000685422","0.4218651000685422"
"60","0.394672277378471","0.394672277378471","0.394672277378471","0.43702678491885183","0.43702678491885183","0.43702678491885183","0.3796589630356751","0.3796589630356751","0.3796589630356751","0.49598900683439445","0.49598900683439445","0.49598900683439445","0.4416770248809813","0.4416770248809813","0.4416770248809813","0.5093442158448515","0.5093442158448515","0.5093442158448515","0.5057191496501955","0.5057191496501955","0.5057191496501955","0.44791754298461267","0.44791754298461267","0.44791754298461267"
"61","0.4038593947621019","0.4038593947621019","0.4038593947621019","0.45117652532868613","0.45117652532868613","0.45117652532868613","0.3946690831297537","0.3946690831297537","0.3946690831297537","0.4873253598271219","0.4873253598271219","0.4873253598271219","0.44197397147072204","0.44197397147072204","0.44197397147072204","0.48557230827151193","0.48557230827151193","0.48557230827151193","0.5461613220950797","0.5461613220950797","0.5461613220950797","0.4404026456812981","0.4404026456812981","0.4404026456812981"
"62","0.46248130233342827","0.46248130233342827","0.46248130233342827","0.45921267562527757","0.45921267562527757","0.45921267562527757","0.3843250031033958","0.3843250031033958","0.3843250031033958","0.48617912162824933","0.48617912162824933","0.48617912162824933","0.42282881921235577","0.42282881921235577","0.42282881921235577","0.5011079436640802","0.5011079436640802","0.5011079436640802","0.5113927766518004","0.5113927766518004","0.5113927766518004","0.4305032823961137","0.4305032823961137","0.4305032823961137"
"63","0.3993281206004695","0.3993281206004695","0.3993281206004695","0.5407075117619197","0.5407075117619197","0.5407075117619197","0.36142936819092103","0.36142936819092103","0.36142936819092103","0.503167345050133","0.503167345050133","0.503167345050133","0.44713514240559543","0.44713514240559543","0.44713514240559543","0.4876246790508267","0.4876246790508267","0.4876246790508267","0.5095091021377778","0.5095091021377778","0.5095091021377778","0.46126356138021163","0.46126356138021163","0.46126356138021163"
"64","0.4742809672591265","0.4742809672591265","0.4742809672591265","0.46495569063441944","0.46495569063441944","0.46495569063441944","0.39048254122819315","0.39048254122819315","0.39048254122819315","0.48868626015559385","0.48868626015559385","0.48868626015559385","0.4542985728879114","0.4542985728879114","0.4542985728879114","0.5088778366090227","0.5088778366090227","0.5088778366090227","0.5323768495646793","0.5323768495646793","0.5323768495646793","0.4918686204694639","0.4918686204694639","0.4918686204694639"
"65","0.485044755780383","0.485044755780383","0.485044755780383","0.5170510167231004","0.5170510167231004","0.5170510167231004","0.4108312931497451","0.4108312931497451","0.4108312931497451","0.4957530714679126","0.4957530714679126","0.4957530714679126","0.46555576216676364","0.46555576216676364","0.46555576216676364","0.4567537965744753","0.4567537965744753","0.4567537965744753","0.5495839894776479","0.5495839894776479","0.5495839894776479","0.4802389993014916","0.4802389993014916","0.4802389993014916"
"66","0.4492383896986317","0.4492383896986317","0.4492383896986317","0.5048032410029835","0.5048032410029835","0.5048032410029835","0.39046551939221547","0.39046551939221547","0.39046551939221547","0.4944934970227189","0.4944934970227189","0.4944934970227189","0.4437748533379655","0.4437748533379655","0.4437748533379655","0.46036505027500557","0.46036505027500557","0.46036505027500557","0.535202485708533","0.535202485708533","0.535202485708533","0.47992797577516594","0.47992797577516594","0.47992797577516594"
"67","0.4565239351261292","0.4565239351261292","0.4565239351261292","0.5317752917228442","0.5317752917228442","0.5317752917228442","0.39079547179349633","0.39079547179349633","0.39079547179349633","0.49184261164066956","0.49184261164066956","0.49184261164066956","0.4568604205158831","0.4568604205158831","0.4568604205158831","0.5246001723660628","0.5246001723660628","0.5246001723660628","0.5616231744000093","0.5616231744000093","0.5616231744000093","0.4668407066374301","0.4668407066374301","0.4668407066374301"
"68","0.5032175974918155","0.5032175974918155","0.5032175974918155","0.5919315588708303","0.5919315588708303","0.5919315588708303","0.38618580882311776","0.38618580882311776","0.38618580882311776","0.5118518962450996","0.5118518962450996","0.5118518962450996","0.4340509907060837","0.4340509907060837","0.4340509907060837","0.4874109428622068","0.4874109428622068","0.4874109428622068","0.5430359429963598","0.5430359429963598","0.5430359429963598","0.5026374608684053","0.5026374608684053","0.5026374608684053"
"69","0.5153272824157956","0.5153272824157956","0.5153272824157956","0.5779740725623161","0.5779740725623161","0.5779740725623161","0.4115525821197039","0.4115525821197039","0.4115525821197039","0.49182295025049877","0.49182295025049877","0.49182295025049877","0.441875796849948","0.441875796849948","0.441875796849948","0.5266053211753513","0.5266053211753513","0.5266053211753513","0.548025903451452","0.548025903451452","0.548025903451452","0.500233638010608","0.500233638010608","0.500233638010608"
"70","0.542222202487707","0.542222202487707","0.542222202487707","0.6150468536933","0.6150468536933","0.6150468536933","0.4001971359000898","0.4001971359000898","0.4001971359000898","0.511012513445524","0.511012513445524","0.511012513445524","0.4779387245515321","0.4779387245515321","0.4779387245515321","0.5101706155883186","0.5101706155883186","0.5101706155883186","0.5659484551438265","0.5659484551438265","0.5659484551438265","0.5139484242511119","0.5139484242511119","0.5139484242511119"
"71","0.5019787165074102","0.5019787165074102","0.5019787165074102","0.581620160433233","0.581620160433233","0.581620160433233","0.39471770903171816","0.39471770903171816","0.39471770903171816","0.4959000455946058","0.4959000455946058","0.4959000455946058","0.44660082098005693","0.44660082098005693","0.44660082098005693","0.4758709615997927","0.4758709615997927","0.4758709615997927","0.5574706847380537","0.5574706847380537","0.5574706847380537","0.5150847153006359","0.5150847153006359","0.5150847153006359"
"72","0.5503000189450713","0.5503000189450713","0.5503000189450713","0.625914667617039","0.625914667617039","0.625914667617039","0.4184695347114788","0.4184695347114788","0.4184695347114788","0.4878669892267566","0.4878669892267566","0.4878669892267566","0.446047767444022","0.446047767444022","0.446047767444022","0.46538857105251186","0.46538857105251186","0.46538857105251186","0.5819677326490845","0.5819677326490845","0.5819677326490845","0.5357866180615903","0.5357866180615903","0.5357866180615903"
"73","0.5819840797633138","0.5819840797633138","0.5819840797633138","0.5938386488270085","0.5938386488270085","0.5938386488270085","0.3990089545162357","0.3990089545162357","0.3990089545162357","0.504565223754781","0.504565223754781","0.504565223754781","0.45599022572339926","0.45599022572339926","0.45599022572339926","0.4876006321410598","0.4876006321410598","0.4876006321410598","0.576082661511348","0.576082661511348","0.576082661511348","0.5313935938082914","0.5313935938082914","0.5313935938082914"
"74","0.518499871274785","0.518499871274785","0.518499871274785","0.6038577671381544","0.6038577671381544","0.6038577671381544","0.3840426253560106","0.3840426253560106","0.3840426253560106","0.5055579490759422","0.5055579490759422","0.5055579490759422","0.46766807678122935","0.46766807678122935","0.46766807678122935","0.507771450203532","0.507771450203532","0.507771450203532","0.5585745756825555","0.5585745756825555","0.5585745756825555","0.5268040024020055","0.5268040024020055","0.5268040024020055"
"75","0.5454237348599048","0.5454237348599048","0.5454237348599048","0.6543376974861288","0.6543376974861288","0.6543376974861288","0.3990566364612896","0.3990566364612896","0.3990566364612896","0.49595671302505434","0.49595671302505434","0.49595671302505434","0.45990603649787803","0.45990603649787803","0.45990603649787803","0.49165615220917386","0.49165615220917386","0.49165615220917386","0.602423552004947","0.602423552004947","0.602423552004947","0.5487835461046175","0.5487835461046175","0.5487835461046175"
"76","0.5660395291980947","0.5660395291980947","0.5660395291980947","0.6592570343414083","0.6592570343414083","0.6592570343414083","0.400897032852519","0.400897032852519","0.400897032852519","0.49187212532209923","0.49187212532209923","0.49187212532209923","0.46021359238574067","0.46021359238574067","0.46021359238574067","0.4943161449819368","0.4943161449819368","0.4943161449819368","0.5687054514216355","0.5687054514216355","0.5687054514216355","0.5625636682081836","0.5625636682081836","0.5625636682081836"
"77","0.6011642158005345","0.6011642158005345","0.6011642158005345","0.554029107719845","0.554029107719845","0.554029107719845","0.39353036248319917","0.39353036248319917","0.39353036248319917","0.5072620396572197","0.5072620396572197","0.5072620396572197","0.46731994101959956","0.46731994101959956","0.46731994101959956","0.48556874663462324","0.48556874663462324","0.48556874663462324","0.5918527625362179","0.5918527625362179","0.5918527625362179","0.5678273963958775","0.5678273963958775","0.5678273963958775"
"78","0.5552216780337657","0.5552216780337657","0.5552216780337657","0.6435554779127644","0.6435554779127644","0.6435554779127644","0.3915761973500094","0.3915761973500094","0.3915761973500094","0.5037243270748064","0.5037243270748064","0.5037243270748064","0.45480547917692765","0.45480547917692765","0.45480547917692765","0.5146171976400828","0.5146171976400828","0.5146171976400828","0.5833282820812102","0.5833282820812102","0.5833282820812102","0.5328123960189085","0.5328123960189085","0.5328123960189085"
"79","0.5704854090652076","0.5704854090652076","0.5704854090652076","0.5483082374091129","0.5483082374091129","0.5483082374091129","0.3992877278892322","0.3992877278892322","0.3992877278892322","0.496921648898588","0.496921648898588","0.496921648898588","0.4787916734966111","0.4787916734966111","0.4787916734966111","0.5091584310221823","0.5091584310221823","0.5091584310221823","0.6315543192409053","0.6315543192409053","0.6315543192409053","0.5699990912458259","0.5699990912458259","0.5699990912458259"
"80","0.534977552450437","0.534977552450437","0.534977552450437","0.6788436316989803","0.6788436316989803","0.6788436316989803","0.3928575909796171","0.3928575909796171","0.3928575909796171","0.4975551140432965","0.4975551140432965","0.4975551140432965","0.4553872834404204","0.4553872834404204","0.4553872834404204","0.5060747446203703","0.5060747446203703","0.5060747446203703","0.6309058386976685","0.6309058386976685","0.6309058386976685","0.5811265130647052","0.5811265130647052","0.5811265130647052"
"81","0.5954797096307493","0.5954797096307493","0.5954797096307493","0.6818270277784945","0.6818270277784945","0.6818270277784945","0.3835719523398416","0.3835719523398416","0.3835719523398416","0.4977571591299604","0.4977571591299604","0.4977571591299604","0.47714820059227375","0.47714820059227375","0.47714820059227375","0.48493087470212587","0.48493087470212587","0.48493087470212587","0.6152544224545161","0.6152544224545161","0.6152544224545161","0.5990445189764856","0.5990445189764856","0.5990445189764856"
"82","0.5751255441521408","0.5751255441521408","0.5751255441521408","0.6875806833142777","0.6875806833142777","0.6875806833142777","0.42386069294641704","0.42386069294641704","0.42386069294641704","0.5158084838820358","0.5158084838820358","0.5158084838820358","0.45732382477165895","0.45732382477165895","0.45732382477165895","0.48519549336764084","0.48519549336764084","0.48519549336764084","0.6267124052553832","0.6267124052553832","0.6267124052553832","0.6015787768063399","0.6015787768063399","0.6015787768063399"
"83","0.607330317254416","0.607330317254416","0.607330317254416","0.7304534279526758","0.7304534279526758","0.7304534279526758","0.404483841393338","0.404483841393338","0.404483841393338","0.5031318075703525","0.5031318075703525","0.5031318075703525","0.4811570334370829","0.4811570334370829","0.4811570334370829","0.4698597245137324","0.4698597245137324","0.4698597245137324","0.619084362080329","0.619084362080329","0.619084362080329","0.5722925983197565","0.5722925983197565","0.5722925983197565"
"84","0.6469475222703616","0.6469475222703616","0.6469475222703616","0.6937282753998417","0.6937282753998417","0.6937282753998417","0.41088865554489545","0.41088865554489545","0.41088865554489545","0.4891477084589864","0.4891477084589864","0.4891477084589864","0.48403808681045524","0.48403808681045524","0.48403808681045524","0.4994171413141896","0.4994171413141896","0.4994171413141896","0.6067958870706153","0.6067958870706153","0.6067958870706153","0.5588668950284202","0.5588668950284202","0.5588668950284202"
"85","0.643520902725198","0.643520902725198","0.643520902725198","0.7277048646365505","0.7277048646365505","0.7277048646365505","0.40621794038880027","0.40621794038880027","0.40621794038880027","0.5057960210056646","0.5057960210056646","0.5057960210056646","0.492523888819967","0.492523888819967","0.492523888819967","0.49103172738600764","0.49103172738600764","0.49103172738600764","0.6357615067519782","0.6357615067519782","0.6357615067519782","0.5964557388350784","0.5964557388350784","0.5964557388350784"
"86","0.6094380524557838","0.6094380524557838","0.6094380524557838","0.7184586329776514","0.7184586329776514","0.7184586329776514","0.4043876852248059","0.4043876852248059","0.4043876852248059","0.4933517309350039","0.4933517309350039","0.4933517309350039","0.47319537800469885","0.47319537800469885","0.47319537800469885","0.4955451852036071","0.4955451852036071","0.4955451852036071","0.6245371847718015","0.6245371847718015","0.6245371847718015","0.588729110300728","0.588729110300728","0.588729110300728"
"87","0.573504381978632","0.573504381978632","0.573504381978632","0.7049031567723729","0.7049031567723729","0.7049031567723729","0.42489743426232457","0.42489743426232457","0.42489743426232457","0.5066520823850684","0.5066520823850684","0.5066520823850684","0.4707313508086292","0.4707313508086292","0.4707313508086292","0.4675097707330598","0.4675097707330598","0.4675097707330598","0.6311428970859609","0.6311428970859609","0.6311428970859609","0.6018712002744251","0.6018712002744251","0.6018712002744251"
"88","0.6268327757093984","0.6268327757093984","0.6268327757093984","0.6651107070955079","0.6651107070955079","0.6651107070955079","0.3880896760794868","0.3880896760794868","0.3880896760794868","0.5038858313973523","0.5038858313973523","0.5038858313973523","0.49048928043909307","0.49048928043909307","0.49048928043909307","0.4986289467814751","0.4986289467814751","0.4986289467814751","0.6262311670522719","0.6262311670522719","0.6262311670522719","0.5959921905594106","0.5959921905594106","0.5959921905594106"
"89","0.5928985311401176","0.5928985311401176","0.5928985311401176","0.6991240517568043","0.6991240517568043","0.6991240517568043","0.4206099933705511","0.4206099933705511","0.4206099933705511","0.5070996967459802","0.5070996967459802","0.5070996967459802","0.5144036838662317","0.5144036838662317","0.5144036838662317","0.5330976436395909","0.5330976436395909","0.5330976436395909","0.6450104539799221","0.6450104539799221","0.6450104539799221","0.6072757334546931","0.6072757334546931","0.6072757334546931"
"90","0.645704712495482","0.645704712495482","0.645704712495482","0.7427535946516193","0.7427535946516193","0.7427535946516193","0.4138388591026505","0.4138388591026505","0.4138388591026505","0.5015345609756052","0.5015345609756052","0.5015345609756052","0.4946951710696455","0.4946951710696455","0.4946951710696455","0.513903130183127","0.513903130183127","0.513903130183127","0.649532530269656","0.649532530269656","0.649532530269656","0.6051002812944195","0.6051002812944195","0.6051002812944195"
"91","0.6232584981731877","0.6232584981731877","0.6232584981731877","0.7276704220449977","0.7276704220449977","0.7276704220449977","0.43130528094239856","0.43130528094239856","0.43130528094239856","0.5070146714479887","0.5070146714479887","0.5070146714479887","0.47652198720004196","0.47652198720004196","0.47652198720004196","0.490744669325261","0.490744669325261","0.490744669325261","0.6446639765092752","0.6446639765092752","0.6446639765092752","0.6222679364132316","0.6222679364132316","0.6222679364132316"
"92","0.6115723372937875","0.6115723372937875","0.6115723372937875","0.6741403819513023","0.6741403819513023","0.6741403819513023","0.40882033942745366","0.40882033942745366","0.40882033942745366","0.4904075711520675","0.4904075711520675","0.4904075711520675","0.4891911132687137","0.4891911132687137","0.4891911132687137","0.4793824593333887","0.4793824593333887","0.4793824593333887","0.6531133096741328","0.6531133096741328","0.6531133096741328","0.6221716528393558","0.6221716528393558","0.6221716528393558"
"93","0.6298738511361627","0.6298738511361627","0.6298738511361627","0.7123733820804459","0.7123733820804459","0.7123733820804459","0.4271875049224052","0.4271875049224052","0.4271875049224052","0.5034320780437885","0.5034320780437885","0.5034320780437885","0.49797384241211784","0.49797384241211784","0.49797384241211784","0.5385483210002533","0.5385483210002533","0.5385483210002533","0.605882903451342","0.605882903451342","0.605882903451342","0.6206436520716274","0.6206436520716274","0.6206436520716274"
"94","0.6988034887733987","0.6988034887733987","0.6988034887733987","0.752871707615245","0.752871707615245","0.752871707615245","0.3986315971449909","0.3986315971449909","0.3986315971449909","0.49181406592172344","0.49181406592172344","0.49181406592172344","0.49562527471606027","0.49562527471606027","0.49562527471606027","0.4963945154686773","0.4963945154686773","0.4963945154686773","0.6484688663690589","0.6484688663690589","0.6484688663690589","0.6253960570338746","0.6253960570338746","0.6253960570338746"
"95","0.6382615757116568","0.6382615757116568","0.6382615757116568","0.7299554309505663","0.7299554309505663","0.7299554309505663","0.4121683535170824","0.4121683535170824","0.4121683535170824","0.4999193850185953","0.4999193850185953","0.4999193850185953","0.5038817091907127","0.5038817091907127","0.5038817091907127","0.49492437617471835","0.49492437617471835","0.49492437617471835","0.6541963871270797","0.6541963871270797","0.6541963871270797","0.6257768706407412","0.6257768706407412","0.6257768706407412"
"96","0.6481702853059303","0.6481702853059303","0.6481702853059303","0.7100938182347296","0.7100938182347296","0.7100938182347296","0.4043420696960305","0.4043420696960305","0.4043420696960305","0.49363713194544934","0.49363713194544934","0.49363713194544934","0.4901915602373926","0.4901915602373926","0.4901915602373926","0.4969307685658637","0.4969307685658637","0.4969307685658637","0.6573079768024422","0.6573079768024422","0.6573079768024422","0.6367959363964235","0.6367959363964235","0.6367959363964235"
"97","0.6983441696256569","0.6983441696256569","0.6983441696256569","0.743842896915698","0.743842896915698","0.743842896915698","0.423618373524646","0.423618373524646","0.423618373524646","0.5173553635454416","0.5173553635454416","0.5173553635454416","0.46404732872841037","0.46404732872841037","0.46404732872841037","0.5029485238978403","0.5029485238978403","0.5029485238978403","0.6665997529153654","0.6665997529153654","0.6665997529153654","0.6449856394684966","0.6449856394684966","0.6449856394684966"
"98","0.6757370323914846","0.6757370323914846","0.6757370323914846","0.7859405799838549","0.7859405799838549","0.7859405799838549","0.41545766761397074","0.41545766761397074","0.41545766761397074","0.49881295370945145","0.49881295370945145","0.49881295370945145","0.47180817739393577","0.47180817739393577","0.47180817739393577","0.5237394188550353","0.5237394188550353","0.5237394188550353","0.6619953668817788","0.6619953668817788","0.6619953668817788","0.6463358240168718","0.6463358240168718","0.6463358240168718"
"99","0.6364879838029177","0.6364879838029177","0.6364879838029177","0.7860670194827977","0.7860670194827977","0.7860670194827977","0.4281453326005744","0.4281453326005744","0.4281453326005744","0.4950272675998207","0.4950272675998207","0.4950272675998207","0.480793536601354","0.480793536601354","0.480793536601354","0.5036436453716034","0.5036436453716034","0.5036436453716034","0.6485991890446879","0.6485991890446879","0.6485991890446879","0.6603322959461806","0.6603322959461806","0.6603322959461806"
"100","0.6891446138039772","0.6891446138039772","0.6891446138039772","0.7405593176311668","0.7405593176311668","0.7405593176311668","0.4332800719999661","0.4332800719999661","0.4332800719999661","0.5154662203298817","0.5154662203298817","0.5154662203298817","0.4893375182916213","0.4893375182916213","0.4893375182916213","0.4961032789682658","0.4961032789682658","0.4961032789682658","0.6706634565379995","0.6706634565379995","0.6706634565379995","0.648441997747918","0.648441997747918","0.648441997747918"
"101","0.6328824888094455","0.6328824888094455","0.6328824888094455","0.6749473549468956","0.6749473549468956","0.6749473549468956","0.4236023545348806","0.4236023545348806","0.4236023545348806","0.5240407267686987","0.5240407267686987","0.5240407267686987","0.49966183377338574","0.49966183377338574","0.49966183377338574","0.49026875552832655","0.49026875552832655","0.49026875552832655","0.675163966798513","0.675163966798513","0.675163966798513","0.6588786004506765","0.6588786004506765","0.6588786004506765"
