"Step","5l64-mpnn-shortest-path (path) - train/acc","5l64-mpnn-shortest-path (path) - train/acc__MIN","5l64-mpnn-shortest-path (path) - train/acc__MAX","5l64-mpnn-shortest-path (path) - val/acc","5l64-mpnn-shortest-path (path) - val/acc__MIN","5l64-mpnn-shortest-path (path) - val/acc__MAX","5l64-mpnn-shortest-path (er+sbm+path) - train/acc","5l64-mpnn-shortest-path (er+sbm+path) - train/acc__MIN","5l64-mpnn-shortest-path (er+sbm+path) - train/acc__MAX","5l64-mpnn-shortest-path (er+sbm+path) - val/acc","5l64-mpnn-shortest-path (er+sbm+path) - val/acc__MIN","5l64-mpnn-shortest-path (er+sbm+path) - val/acc__MAX"
"104","0.7491736778846154","0.7491736778846154","0.7491736778846154","0.7180739182692308","0.7180739182692308","0.7180739182692308","0.8206459603658537","0.8206459603658537","0.8206459603658537","0.8051131810897436","0.8051131810897436","0.8051131810897436"
"105","0.7476712740384616","0.7476712740384616","0.7476712740384616","0.7231820913461539","0.7231820913461539","0.7231820913461539","0.8200346163617885","0.8200346163617885","0.8200346163617885","0.8041616586538461","0.8041616586538461","0.8041616586538461"
"106","0.7412860576923077","0.7412860576923077","0.7412860576923077","0.7270883413461539","0.7270883413461539","0.7270883413461539","0.8196297002032521","0.8196297002032521","0.8196297002032521","0.803485576923077","0.803485576923077","0.803485576923077"
"107","0.7421875","0.7421875","0.7421875","0.7270883413461539","0.7270883413461539","0.7270883413461539","0.8191850863821138","0.8191850863821138","0.8191850863821138","0.8002303685897436","0.8002303685897436","0.8002303685897436"
"108","0.73828125","0.73828125","0.73828125","0.6227463942307692","0.6227463942307692","0.6227463942307692","0.8177559705284553","0.8177559705284553","0.8177559705284553","0.8041366185897436","0.8041366185897436","0.8041366185897436"
"109","0.7445913461538461","0.7445913461538461","0.7445913461538461","0.7153695913461539","0.7153695913461539","0.7153695913461539","0.8235756478658537","0.8235756478658537","0.8235756478658537","0.8025340544871794","0.8025340544871794","0.8025340544871794"
"110","0.7418870192307692","0.7418870192307692","0.7418870192307692","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8245125127032521","0.8245125127032521","0.8245125127032521","0.8021834935897436","0.8021834935897436","0.8021834935897436"
"111","0.7518780048076923","0.7518780048076923","0.7518780048076923","0.7261117788461539","0.7261117788461539","0.7261117788461539","0.8240202616869919","0.8240202616869919","0.8240202616869919","0.790790264423077","0.790790264423077","0.790790264423077"
"112","0.75","0.75","0.75","0.7222055288461539","0.7222055288461539","0.7222055288461539","0.8292285950203252","0.8292285950203252","0.8292285950203252","0.8044871794871794","0.8044871794871794","0.8044871794871794"
"113","0.7475961538461539","0.7475961538461539","0.7475961538461539","0.7280649038461539","0.7280649038461539","0.7280649038461539","0.8175574822154471","0.8175574822154471","0.8175574822154471","0.7979517227564102","0.7979517227564102","0.7979517227564102"
"114","0.7543569711538461","0.7543569711538461","0.7543569711538461","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.822924606199187","0.822924606199187","0.822924606199187","0.8031850961538461","0.8031850961538461","0.8031850961538461"
"115","0.75","0.75","0.75","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8292682926829268","0.8292682926829268","0.8292682926829268","0.7940705128205128","0.7940705128205128","0.7940705128205128"
"116","0.7527794471153846","0.7527794471153846","0.7527794471153846","0.7197265625","0.7197265625","0.7197265625","0.8275612931910569","0.8275612931910569","0.8275612931910569","0.800555889423077","0.800555889423077","0.800555889423077"
"117","0.7536057692307692","0.7536057692307692","0.7536057692307692","0.7241586538461539","0.7241586538461539","0.7241586538461539","0.8222338668699187","0.8222338668699187","0.8222338668699187","0.797626201923077","0.797626201923077","0.797626201923077"
"118","0.75","0.75","0.75","0.7280649038461539","0.7280649038461539","0.7280649038461539","0.8167794080284553","0.8167794080284553","0.8167794080284553","0.8054637419871794","0.8054637419871794","0.8054637419871794"
"119","0.7539813701923077","0.7539813701923077","0.7539813701923077","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8274818978658537","0.8274818978658537","0.8274818978658537","0.8061147836538461","0.8061147836538461","0.8061147836538461"
"120","0.7507512019230769","0.7507512019230769","0.7507512019230769","0.7270883413461539","0.7270883413461539","0.7270883413461539","0.8301654598577235","0.8301654598577235","0.8301654598577235","0.8038110977564102","0.8038110977564102","0.8038110977564102"
"121","0.7499248798076923","0.7499248798076923","0.7499248798076923","0.7239332932692308","0.7239332932692308","0.7239332932692308","0.8218289507113821","0.8218289507113821","0.8218289507113821","0.799579326923077","0.799579326923077","0.799579326923077"
"122","0.7599909855769231","0.7599909855769231","0.7599909855769231","0.7280649038461539","0.7280649038461539","0.7280649038461539","0.8284187627032521","0.8284187627032521","0.8284187627032521","0.805438701923077","0.805438701923077","0.805438701923077"
"123","0.7531550480769231","0.7531550480769231","0.7531550480769231","0.7204777644230769","0.7204777644230769","0.7204777644230769","0.8315072408536586","0.8315072408536586","0.8315072408536586","0.804462139423077","0.804462139423077","0.804462139423077"
"124","0.7414362980769231","0.7414362980769231","0.7414362980769231","0.7234074519230769","0.7234074519230769","0.7234074519230769","0.8249174288617885","0.8249174288617885","0.8249174288617885","0.7999048477564102","0.7999048477564102","0.7999048477564102"
"125","0.7628455528846154","0.7628455528846154","0.7628455528846154","0.7202524038461539","0.7202524038461539","0.7202524038461539","0.8189389608739838","0.8189389608739838","0.8189389608739838","0.798602764423077","0.798602764423077","0.798602764423077"
"126","0.7634465144230769","0.7634465144230769","0.7634465144230769","0.7151442307692308","0.7151442307692308","0.7151442307692308","0.8288236788617885","0.8288236788617885","0.8288236788617885","0.7999048477564102","0.7999048477564102","0.7999048477564102"
"127","0.7556340144230769","0.7556340144230769","0.7556340144230769","0.7222055288461539","0.7222055288461539","0.7222055288461539","0.8244331173780487","0.8244331173780487","0.8244331173780487","0.804462139423077","0.804462139423077","0.804462139423077"
"128","0.7531550480769231","0.7531550480769231","0.7531550480769231","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8325711382113821","0.8325711382113821","0.8325711382113821","0.802509014423077","0.802509014423077","0.802509014423077"
"129","0.7568359375","0.7568359375","0.7568359375","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8273628048780487","0.8273628048780487","0.8273628048780487","0.803485576923077","0.803485576923077","0.803485576923077"
"130","0.7619441105769231","0.7619441105769231","0.7619441105769231","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8180814913617885","0.8180814913617885","0.8180814913617885","0.8041616586538461","0.8041616586538461","0.8041616586538461"
"131","0.7611929086538461","0.7611929086538461","0.7611929086538461","0.7351262019230769","0.7351262019230769","0.7351262019230769","0.8304909806910569","0.8304909806910569","0.8304909806910569","0.8022085336538461","0.8022085336538461","0.8022085336538461"
"132","0.7647986778846154","0.7647986778846154","0.7647986778846154","0.7234074519230769","0.7234074519230769","0.7234074519230769","0.8335000635162602","0.8335000635162602","0.8335000635162602","0.8060897435897436","0.8060897435897436","0.8060897435897436"
"133","0.7546574519230769","0.7546574519230769","0.7546574519230769","0.7231820913461539","0.7231820913461539","0.7231820913461539","0.8297208460365854","0.8297208460365854","0.8297208460365854","0.7950220352564102","0.7950220352564102","0.7950220352564102"
"134","0.7570612980769231","0.7570612980769231","0.7570612980769231","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8284981580284553","0.8284981580284553","0.8284981580284553","0.8025340544871794","0.8025340544871794","0.8025340544871794"
"135","0.7616436298076923","0.7616436298076923","0.7616436298076923","0.7341496394230769","0.7341496394230769","0.7341496394230769","0.832690231199187","0.832690231199187","0.832690231199187","0.8021834935897436","0.8021834935897436","0.8021834935897436"
"136","0.7622445913461539","0.7622445913461539","0.7622445913461539","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8245125127032521","0.8245125127032521","0.8245125127032521","0.8012069310897436","0.8012069310897436","0.8012069310897436"
"137","0.7542818509615384","0.7542818509615384","0.7542818509615384","0.7351262019230769","0.7351262019230769","0.7351262019230769","0.8282123348577235","0.8282123348577235","0.8282123348577235","0.8106470352564102","0.8106470352564102","0.8106470352564102"
"138","0.7670522836538461","0.7670522836538461","0.7670522836538461","0.7231820913461539","0.7231820913461539","0.7231820913461539","0.8269975863821138","0.8269975863821138","0.8269975863821138","0.806415264423077","0.806415264423077","0.806415264423077"
"139","0.7596153846153846","0.7596153846153846","0.7596153846153846","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8314278455284553","0.8314278455284553","0.8314278455284553","0.8028345352564102","0.8028345352564102","0.8028345352564102"
"140","0.7492487980769231","0.7492487980769231","0.7492487980769231","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.8298002413617885","0.8298002413617885","0.8298002413617885","0.811298076923077","0.811298076923077","0.811298076923077"
"141","0.7671274038461539","0.7671274038461539","0.7671274038461539","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.8250444613821138","0.8250444613821138","0.8250444613821138","0.801532451923077","0.801532451923077","0.801532451923077"
"142","0.7675030048076923","0.7675030048076923","0.7675030048076923","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.8311817200203252","0.8311817200203252","0.8311817200203252","0.8067407852564102","0.8067407852564102","0.8067407852564102"
"143","0.7594651442307692","0.7594651442307692","0.7594651442307692","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8326108358739838","0.8326108358739838","0.8326108358739838","0.8060897435897436","0.8060897435897436","0.8060897435897436"
"144","0.7611929086538461","0.7611929086538461","0.7611929086538461","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8357787093495935","0.8357787093495935","0.8357787093495935","0.8087189503205128","0.8087189503205128","0.8087189503205128"
"145","0.7578876201923077","0.7578876201923077","0.7578876201923077","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8349688770325203","0.8349688770325203","0.8349688770325203","0.8057642227564102","0.8057642227564102","0.8057642227564102"
"146","0.7609675480769231","0.7609675480769231","0.7609675480769231","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.8284981580284553","0.8284981580284553","0.8284981580284553","0.8070913461538461","0.8070913461538461","0.8070913461538461"
"147","0.7647986778846154","0.7647986778846154","0.7647986778846154","0.7361027644230769","0.7361027644230769","0.7361027644230769","0.8323647103658537","0.8323647103658537","0.8323647103658537","0.800555889423077","0.800555889423077","0.800555889423077"
"148","0.7723106971153846","0.7723106971153846","0.7723106971153846","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8298796366869919","0.8298796366869919","0.8298796366869919","0.802509014423077","0.802509014423077","0.802509014423077"
"149","0.7647235576923077","0.7647235576923077","0.7647235576923077","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8258145960365854","0.8258145960365854","0.8258145960365854","0.8038110977564102","0.8038110977564102","0.8038110977564102"
"150","0.7655498798076923","0.7655498798076923","0.7655498798076923","0.7243840144230769","0.7243840144230769","0.7243840144230769","0.8380176575203252","0.8380176575203252","0.8380176575203252","0.8018579727564102","0.8018579727564102","0.8018579727564102"
"151","0.7678034855769231","0.7678034855769231","0.7678034855769231","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8323250127032521","0.8323250127032521","0.8323250127032521","0.805438701923077","0.805438701923077","0.805438701923077"
"152","0.7641977163461539","0.7641977163461539","0.7641977163461539","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.835619918699187","0.835619918699187","0.835619918699187","0.806415264423077","0.806415264423077","0.806415264423077"
"153","0.7687800480769231","0.7687800480769231","0.7687800480769231","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8433450838414634","0.8433450838414634","0.8433450838414634","0.8086939102564102","0.8086939102564102","0.8086939102564102"
"154","0.7654747596153846","0.7654747596153846","0.7654747596153846","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8380573551829268","0.8380573551829268","0.8380573551829268","0.8175080128205128","0.8175080128205128","0.8175080128205128"
"155","0.7634465144230769","0.7634465144230769","0.7634465144230769","0.7212289663461539","0.7212289663461539","0.7212289663461539","0.834643356199187","0.834643356199187","0.834643356199187","0.8070663060897436","0.8070663060897436","0.8070663060897436"
"156","0.7653996394230769","0.7653996394230769","0.7653996394230769","0.7333984375","0.7333984375","0.7333984375","0.8372078252032521","0.8372078252032521","0.8372078252032521","0.8002303685897436","0.8002303685897436","0.8002303685897436"
"157","0.7761418269230769","0.7761418269230769","0.7761418269230769","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8365091463414634","0.8365091463414634","0.8365091463414634","0.807391826923077","0.807391826923077","0.807391826923077"
"158","0.7669771634615384","0.7669771634615384","0.7669771634615384","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8300860645325203","0.8300860645325203","0.8300860645325203","0.8086939102564102","0.8086939102564102","0.8086939102564102"
"159","0.7584885817307692","0.7584885817307692","0.7584885817307692","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.8378985645325203","0.8378985645325203","0.8378985645325203","0.8064403044871794","0.8064403044871794","0.8064403044871794"
"160","0.7753155048076923","0.7753155048076923","0.7753155048076923","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8361915650406505","0.8361915650406505","0.8361915650406505","0.8047876602564102","0.8047876602564102","0.8047876602564102"
"161","0.7646484375","0.7646484375","0.7646484375","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8377318343495935","0.8377318343495935","0.8377318343495935","0.8149038461538461","0.8149038461538461","0.8149038461538461"
"162","0.7666015625","0.7666015625","0.7666015625","0.7341496394230769","0.7341496394230769","0.7341496394230769","0.8328093241869919","0.8328093241869919","0.8328093241869919","0.8070663060897436","0.8070663060897436","0.8070663060897436"
"163","0.7720102163461539","0.7720102163461539","0.7720102163461539","0.7312199519230769","0.7312199519230769","0.7312199519230769","0.8361042301829268","0.8361042301829268","0.8361042301829268","0.8152293669871794","0.8152293669871794","0.8152293669871794"
"164","0.7690054086538461","0.7690054086538461","0.7690054086538461","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8435118140243901","0.8435118140243901","0.8435118140243901","0.8109725560897436","0.8109725560897436","0.8109725560897436"
"165","0.7715594951923077","0.7715594951923077","0.7715594951923077","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8415586890243901","0.8415586890243901","0.8415586890243901","0.8119491185897436","0.8119491185897436","0.8119491185897436"
"166","0.7641225961538461","0.7641225961538461","0.7641225961538461","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8431862931910569","0.8431862931910569","0.8431862931910569","0.8021834935897436","0.8021834935897436","0.8021834935897436"
"167","0.7719350961538461","0.7719350961538461","0.7719350961538461","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8411934705284553","0.8411934705284553","0.8411934705284553","0.806415264423077","0.806415264423077","0.806415264423077"
"168","0.7686298076923077","0.7686298076923077","0.7686298076923077","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8369616996951219","0.8369616996951219","0.8369616996951219","0.8077423878205128","0.8077423878205128","0.8077423878205128"
"169","0.7681039663461539","0.7681039663461539","0.7681039663461539","0.7351262019230769","0.7351262019230769","0.7351262019230769","0.8309832317073171","0.8309832317073171","0.8309832317073171","0.8109725560897436","0.8109725560897436","0.8109725560897436"
"170","0.7731370192307692","0.7731370192307692","0.7731370192307692","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8390339176829268","0.8390339176829268","0.8390339176829268","0.8038110977564102","0.8038110977564102","0.8038110977564102"
"171","0.7599158653846154","0.7599158653846154","0.7599158653846154","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.831713668699187","0.831713668699187","0.831713668699187","0.811298076923077","0.811298076923077","0.811298076923077"
"172","0.771484375","0.771484375","0.771484375","0.7312199519230769","0.7312199519230769","0.7312199519230769","0.8465208968495935","0.8465208968495935","0.8465208968495935","0.810321514423077","0.810321514423077","0.810321514423077"
"173","0.759765625","0.759765625","0.759765625","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8341193470528455","0.8341193470528455","0.8341193470528455","0.809344951923077","0.809344951923077","0.809344951923077"
"174","0.7762920673076923","0.7762920673076923","0.7762920673076923","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8400581173780487","0.8400581173780487","0.8400581173780487","0.799579326923077","0.799579326923077","0.799579326923077"
"175","0.7607421875","0.7607421875","0.7607421875","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8420906377032521","0.8420906377032521","0.8420906377032521","0.8067407852564102","0.8067407852564102","0.8067407852564102"
"176","0.7701322115384616","0.7701322115384616","0.7701322115384616","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8379858993902438","0.8379858993902438","0.8379858993902438","0.805438701923077","0.805438701923077","0.805438701923077"
"177","0.7628455528846154","0.7628455528846154","0.7628455528846154","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.8485931148373984","0.8485931148373984","0.8485931148373984","0.8077173477564102","0.8077173477564102","0.8077173477564102"
"178","0.7750901442307692","0.7750901442307692","0.7750901442307692","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8352943978658537","0.8352943978658537","0.8352943978658537","0.8139022435897436","0.8139022435897436","0.8139022435897436"
"179","0.7629206730769231","0.7629206730769231","0.7629206730769231","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.8402169080284553","0.8402169080284553","0.8402169080284553","0.8086939102564102","0.8086939102564102","0.8086939102564102"
"180","0.7736628605769231","0.7736628605769231","0.7736628605769231","0.7341496394230769","0.7341496394230769","0.7341496394230769","0.8419239075203252","0.8419239075203252","0.8419239075203252","0.8021834935897436","0.8021834935897436","0.8021834935897436"
"181","0.7760667067307692","0.7760667067307692","0.7760667067307692","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8388751270325203","0.8388751270325203","0.8388751270325203","0.804462139423077","0.804462139423077","0.804462139423077"
"182","0.7734375","0.7734375","0.7734375","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8412728658536586","0.8412728658536586","0.8412728658536586","0.8038110977564102","0.8038110977564102","0.8038110977564102"
"183","0.7702073317307692","0.7702073317307692","0.7702073317307692","0.7341496394230769","0.7341496394230769","0.7341496394230769","0.8424161585365854","0.8424161585365854","0.8424161585365854","0.8077173477564102","0.8077173477564102","0.8077173477564102"
"184","0.7733623798076923","0.7733623798076923","0.7733623798076923","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8369616996951219","0.8369616996951219","0.8369616996951219","0.803485576923077","0.803485576923077","0.803485576923077"
"185","0.7654747596153846","0.7654747596153846","0.7654747596153846","0.7292668269230769","0.7292668269230769","0.7292668269230769","0.8398119918699187","0.8398119918699187","0.8398119918699187","0.807391826923077","0.807391826923077","0.807391826923077"
"186","0.7774188701923077","0.7774188701923077","0.7774188701923077","0.7312199519230769","0.7312199519230769","0.7312199519230769","0.8407885543699187","0.8407885543699187","0.8407885543699187","0.8168569711538461","0.8168569711538461","0.8168569711538461"
"187","0.7758413461538461","0.7758413461538461","0.7758413461538461","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8486407520325203","0.8486407520325203","0.8486407520325203","0.8090194310897436","0.8090194310897436","0.8090194310897436"
"188","0.7708834134615384","0.7708834134615384","0.7708834134615384","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8370410950203252","0.8370410950203252","0.8370410950203252","0.8158553685897436","0.8158553685897436","0.8158553685897436"
"189","0.7840294471153846","0.7840294471153846","0.7840294471153846","0.7394831730769231","0.7394831730769231","0.7394831730769231","0.8486804496951219","0.8486804496951219","0.8486804496951219","0.8171824919871794","0.8171824919871794","0.8171824919871794"
"190","0.7768179086538461","0.7768179086538461","0.7768179086538461","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8329363567073171","0.8329363567073171","0.8329363567073171","0.8119491185897436","0.8119491185897436","0.8119491185897436"
"191","0.7794471153846154","0.7794471153846154","0.7794471153846154","0.7290414663461539","0.7290414663461539","0.7290414663461539","0.8464811991869919","0.8464811991869919","0.8464811991869919","0.8047876602564102","0.8047876602564102","0.8047876602564102"
"192","0.7811748798076923","0.7811748798076923","0.7811748798076923","0.7370793269230769","0.7370793269230769","0.7370793269230769","0.8445280741869919","0.8445280741869919","0.8445280741869919","0.807391826923077","0.807391826923077","0.807391826923077"
"193","0.7719350961538461","0.7719350961538461","0.7719350961538461","0.7294921875","0.7294921875","0.7294921875","0.8393197408536586","0.8393197408536586","0.8393197408536586","0.8093699919871794","0.8093699919871794","0.8093699919871794"
"194","0.7762920673076923","0.7762920673076923","0.7762920673076923","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8461556783536586","0.8461556783536586","0.8461556783536586","0.814227764423077","0.814227764423077","0.814227764423077"
"195","0.7666766826923077","0.7666766826923077","0.7666766826923077","0.7312199519230769","0.7312199519230769","0.7312199519230769","0.8462350736788617","0.8462350736788617","0.8462350736788617","0.8135767227564102","0.8135767227564102","0.8135767227564102"
"196","0.7794471153846154","0.7794471153846154","0.7794471153846154","0.7341496394230769","0.7341496394230769","0.7341496394230769","0.8451791158536586","0.8451791158536586","0.8451791158536586","0.8008814102564102","0.8008814102564102","0.8008814102564102"
"197","0.7872596153846154","0.7872596153846154","0.7872596153846154","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.8455046366869919","0.8455046366869919","0.8455046366869919","0.812274639423077","0.812274639423077","0.812274639423077"
"198","0.7776442307692308","0.7776442307692308","0.7776442307692308","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.8462827108739838","0.8462827108739838","0.8462827108739838","0.8077173477564102","0.8077173477564102","0.8077173477564102"
"199","0.7778695913461539","0.7778695913461539","0.7778695913461539","0.7321965144230769","0.7321965144230769","0.7321965144230769","0.846362106199187","0.846362106199187","0.846362106199187","0.8096704727564102","0.8096704727564102","0.8096704727564102"
"200","0.7750150240384616","0.7750150240384616","0.7750150240384616","0.7290414663461539","0.7290414663461539","0.7290414663461539","0.8385099085365854","0.8385099085365854","0.8385099085365854","0.8119491185897436","0.8119491185897436","0.8119491185897436"
"201","0.7807241586538461","0.7807241586538461","0.7807241586538461","0.7339242788461539","0.7339242788461539","0.7339242788461539","0.8466479293699187","0.8466479293699187","0.8466479293699187","0.808368389423077","0.808368389423077","0.808368389423077"
"202","0.7777193509615384","0.7777193509615384","0.7777193509615384","0.7361027644230769","0.7361027644230769","0.7361027644230769","0.8450203252032521","0.8450203252032521","0.8450203252032521","0.805438701923077","0.805438701923077","0.805438701923077"
"203","0.7786959134615384","0.7786959134615384","0.7786959134615384","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8403042428861789","0.8403042428861789","0.8403042428861789","0.8077173477564102","0.8077173477564102","0.8077173477564102"
"204","0.7698317307692308","0.7698317307692308","0.7698317307692308","0.7263371394230769","0.7263371394230769","0.7263371394230769","0.8522611788617885","0.8522611788617885","0.8522611788617885","0.809344951923077","0.809344951923077","0.809344951923077"
"205","0.7687049278846154","0.7687049278846154","0.7687049278846154","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8444486788617885","0.8444486788617885","0.8444486788617885","0.8077173477564102","0.8077173477564102","0.8077173477564102"
"206","0.7774939903846154","0.7774939903846154","0.7774939903846154","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8484343241869919","0.8484343241869919","0.8484343241869919","0.812274639423077","0.812274639423077","0.812274639423077"
"207","0.7732872596153846","0.7732872596153846","0.7732872596153846","0.7331730769230769","0.7331730769230769","0.7331730769230769","0.8437579395325203","0.8437579395325203","0.8437579395325203","0.8129256810897436","0.8129256810897436","0.8129256810897436"
"208","0.7706580528846154","0.7706580528846154","0.7706580528846154","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8523008765243901","0.8523008765243901","0.8523008765243901","0.8090194310897436","0.8090194310897436","0.8090194310897436"
"209","0.7741135817307692","0.7741135817307692","0.7741135817307692","0.7282902644230769","0.7282902644230769","0.7282902644230769","0.8446551067073171","0.8446551067073171","0.8446551067073171","0.8155298477564102","0.8155298477564102","0.8155298477564102"
"210","0.7833533653846154","0.7833533653846154","0.7833533653846154","0.7387319711538461","0.7387319711538461","0.7387319711538461","0.8415189913617885","0.8415189913617885","0.8415189913617885","0.8165064102564102","0.8165064102564102","0.8165064102564102"
"211","0.7796724759615384","0.7796724759615384","0.7796724759615384","0.7312199519230769","0.7312199519230769","0.7312199519230769","0.8459571900406505","0.8459571900406505","0.8459571900406505","0.8119741586538461","0.8119741586538461","0.8119741586538461"
"212","0.7696814903846154","0.7696814903846154","0.7696814903846154","0.7253605769230769","0.7253605769230769","0.7253605769230769","0.8391212525406505","0.8391212525406505","0.8391212525406505","0.8051131810897436","0.8051131810897436","0.8051131810897436"
"213","0.7801983173076923","0.7801983173076923","0.7801983173076923","0.732421875","0.732421875","0.732421875","0.8529519181910569","0.8529519181910569","0.8529519181910569","0.8126001602564102","0.8126001602564102","0.8126001602564102"
"214","0.7804236778846154","0.7804236778846154","0.7804236778846154","0.7355769230769231","0.7355769230769231","0.7355769230769231","0.8483549288617885","0.8483549288617885","0.8483549288617885","0.8151792868589745","0.8151792868589745","0.8151792868589745"
"215","0.7780198317307692","0.7780198317307692","0.7780198317307692","0.732421875","0.732421875","0.732421875","0.8440437627032521","0.8440437627032521","0.8440437627032521","0.8119741586538461","0.8119741586538461","0.8119741586538461"
"216","0.7750150240384616","0.7750150240384616","0.7750150240384616","0.7280649038461539","0.7280649038461539","0.7280649038461539","0.8503477515243901","0.8503477515243901","0.8503477515243901","0.8119491185897436","0.8119491185897436","0.8119491185897436"
"217","0.7741887019230769","0.7741887019230769","0.7741887019230769","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8385099085365854","0.8385099085365854","0.8385099085365854","0.8190855368589745","0.8190855368589745","0.8190855368589745"
"218","0.7810246394230769","0.7810246394230769","0.7810246394230769","0.7241586538461539","0.7241586538461539","0.7241586538461539","0.8523405741869919","0.8523405741869919","0.8523405741869919","0.8080428685897436","0.8080428685897436","0.8080428685897436"
"219","0.7885366586538461","0.7885366586538461","0.7885366586538461","0.7261117788461539","0.7261117788461539","0.7261117788461539","0.8451791158536586","0.8451791158536586","0.8451791158536586","0.8070913461538461","0.8070913461538461","0.8070913461538461"
"220","0.7765925480769231","0.7765925480769231","0.7765925480769231","0.7309945913461539","0.7309945913461539","0.7309945913461539","0.843432418699187","0.843432418699187","0.843432418699187","0.8047876602564102","0.8047876602564102","0.8047876602564102"
"221","0.7799729567307692","0.7799729567307692","0.7799729567307692","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8470528455284553","0.8470528455284553","0.8470528455284553","0.809344951923077","0.809344951923077","0.809344951923077"
"222","0.7774939903846154","0.7774939903846154","0.7774939903846154","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8497364075203252","0.8497364075203252","0.8497364075203252","0.8057642227564102","0.8057642227564102","0.8057642227564102"
"223","0.7799729567307692","0.7799729567307692","0.7799729567307692","0.732421875","0.732421875","0.732421875","0.8427019817073171","0.8427019817073171","0.8427019817073171","0.7963241185897436","0.7963241185897436","0.7963241185897436"
"224","0.7864332932692308","0.7864332932692308","0.7864332932692308","0.7302433894230769","0.7302433894230769","0.7302433894230769","0.8464811991869919","0.8464811991869919","0.8464811991869919","0.8070663060897436","0.8070663060897436","0.8070663060897436"
"225","0.7762920673076923","0.7762920673076923","0.7762920673076923","0.7346003605769231","0.7346003605769231","0.7346003605769231","0.8423367632113821","0.8423367632113821","0.8423367632113821","0.8021834935897436","0.8021834935897436","0.8021834935897436"
"226","0.7794471153846154","0.7794471153846154","0.7794471153846154","0.7316706730769231","0.7316706730769231","0.7316706730769231","0.8529916158536586","0.8529916158536586","0.8529916158536586","0.8155048076923078","0.8155048076923078","0.8155048076923078"
"227","0.7775691105769231","0.7775691105769231","0.7775691105769231","0.7273137019230769","0.7273137019230769","0.7273137019230769","0.8456316692073171","0.8456316692073171","0.8456316692073171","0.8060897435897436","0.8060897435897436","0.8060897435897436"
