"Step","4l4h32-agtt-zinc - train/loss","4l4h32-agtt-zinc - train/loss__MIN","4l4h32-agtt-zinc - train/loss__MAX","4l4h32-agtt-zinc - val/loss","4l4h32-agtt-zinc - val/loss__MIN","4l4h32-agtt-zinc - val/loss__MAX","2l4h16-ibtt-zinc - train/loss","2l4h16-ibtt-zinc - train/loss__MIN","2l4h16-ibtt-zinc - train/loss__MAX","2l4h16-ibtt-zinc - val/loss","2l4h16-ibtt-zinc - val/loss__MIN","2l4h16-ibtt-zinc - val/loss__MAX","4l4h32-gps-zinc - train/loss","4l4h32-gps-zinc - train/loss__MIN","4l4h32-gps-zinc - train/loss__MAX","4l4h32-gps-zinc - val/loss","4l4h32-gps-zinc - val/loss__MIN","4l4h32-gps-zinc - val/loss__MAX","5l64-mpnn-zinc - train/loss","5l64-mpnn-zinc - train/loss__MIN","5l64-mpnn-zinc - train/loss__MAX","5l64-mpnn-zinc - val/loss","5l64-mpnn-zinc - val/loss__MIN","5l64-mpnn-zinc - val/loss__MAX"
"19","0.7509490259086029","0.7509490259086029","0.7509490259086029","0.7137189507484436","0.7137189507484436","0.7137189507484436","0.6632414663894267","0.6632414663894267","0.6632414663894267","0.6487432196736336","0.6487432196736336","0.6487432196736336","0.5613276437868046","0.5613276437868046","0.5613276437868046","0.8465275764465332","0.8465275764465332","0.8465275764465332","0.5955952866167962","0.5955952866167962","0.5955952866167962","0.6033092811703682","0.6033092811703682","0.6033092811703682"
"20","0.7468142592454259","0.7468142592454259","0.7468142592454259","0.7811973914504051","0.7811973914504051","0.7811973914504051","0.6351342295544057","0.6351342295544057","0.6351342295544057","0.673461563885212","0.673461563885212","0.673461563885212","0.5567062157618848","0.5567062157618848","0.5567062157618848","0.7485511526465416","0.7485511526465416","0.7485511526465416","0.6041646539410458","0.6041646539410458","0.6041646539410458","0.5868197195231915","0.5868197195231915","0.5868197195231915"
"21","0.7378491246247594","0.7378491246247594","0.7378491246247594","0.7055995613336563","0.7055995613336563","0.7055995613336563","0.6390053607240508","0.6390053607240508","0.6390053607240508","0.6405491828918457","0.6405491828918457","0.6405491828918457","0.5468845182581793","0.5468845182581793","0.5468845182581793","0.6387468129396439","0.6387468129396439","0.6387468129396439","0.6013494066045254","0.6013494066045254","0.6013494066045254","0.5676460079848766","0.5676460079848766","0.5676460079848766"
"22","0.7042791500121732","0.7042791500121732","0.7042791500121732","0.6879188269376755","0.6879188269376755","0.6879188269376755","0.6308805508704125","0.6308805508704125","0.6308805508704125","0.6470799595117569","0.6470799595117569","0.6470799595117569","0.5357863163646264","0.5357863163646264","0.5357863163646264","0.6287937760353088","0.6287937760353088","0.6287937760353088","0.5976054962677292","0.5976054962677292","0.5976054962677292","0.5611642077565193","0.5611642077565193","0.5611642077565193"
"23","0.7298450583144079","0.7298450583144079","0.7298450583144079","0.6822442561388016","0.6822442561388016","0.6822442561388016","0.6263815617259545","0.6263815617259545","0.6263815617259545","0.6348549276590347","0.6348549276590347","0.6348549276590347","0.542169151049626","0.542169151049626","0.542169151049626","0.6204677596688271","0.6204677596688271","0.6204677596688271","0.5927823600889761","0.5927823600889761","0.5927823600889761","0.5505327805876732","0.5505327805876732","0.5505327805876732"
"24","0.7432418699505963","0.7432418699505963","0.7432418699505963","0.66633640229702","0.66633640229702","0.66633640229702","0.6251301603226722","0.6251301603226722","0.6251301603226722","0.6438275873661041","0.6438275873661041","0.6438275873661041","0.5393532586248615","0.5393532586248615","0.5393532586248615","0.7487447410821915","0.7487447410821915","0.7487447410821915","0.5820933421955833","0.5820933421955833","0.5820933421955833","0.5657149404287338","0.5657149404287338","0.5657149404287338"
"25","0.7649943579601336","0.7649943579601336","0.7649943579601336","0.7406282499432564","0.7406282499432564","0.7406282499432564","0.6222558462921577","0.6222558462921577","0.6222558462921577","0.639858067035675","0.639858067035675","0.639858067035675","0.5325938070876689","0.5325938070876689","0.5325938070876689","0.6614958643913269","0.6614958643913269","0.6614958643913269","0.5815725235999385","0.5815725235999385","0.5815725235999385","0.5971350073814392","0.5971350073814392","0.5971350073814392"
"26","0.7429973633983468","0.7429973633983468","0.7429973633983468","0.7778908535838127","0.7778908535838127","0.7778908535838127","0.6425522362129598","0.6425522362129598","0.6425522362129598","0.6296543404459953","0.6296543404459953","0.6296543404459953","0.5293260835394075","0.5293260835394075","0.5293260835394075","0.5935501754283905","0.5935501754283905","0.5935501754283905","0.578929566507098","0.578929566507098","0.578929566507098","0.5670054256916046","0.5670054256916046","0.5670054256916046"
"27","0.7238479626329639","0.7238479626329639","0.7238479626329639","0.7431954070925713","0.7431954070925713","0.7431954070925713","0.628139361927781","0.628139361927781","0.628139361927781","0.6378122121095657","0.6378122121095657","0.6378122121095657","0.5206766441653047","0.5206766441653047","0.5206766441653047","0.5737109109759331","0.5737109109759331","0.5737109109759331","0.5815806449214115","0.5815806449214115","0.5815806449214115","0.6379283890128136","0.6379283890128136","0.6379283890128136"
"28","0.7062679057634329","0.7062679057634329","0.7062679057634329","0.7217470109462738","0.7217470109462738","0.7217470109462738","0.6283238058603262","0.6283238058603262","0.6283238058603262","0.6252453625202179","0.6252453625202179","0.6252453625202179","0.5293877509575856","0.5293877509575856","0.5293877509575856","0.5492822639644146","0.5492822639644146","0.5492822639644146","0.5708665844005875","0.5708665844005875","0.5708665844005875","0.6438348218798637","0.6438348218798637","0.6438348218798637"
"29","0.7351102270657504","0.7351102270657504","0.7351102270657504","1.1421889513731003","1.1421889513731003","1.1421889513731003","0.613900447570825","0.613900447570825","0.613900447570825","0.6386010348796844","0.6386010348796844","0.6386010348796844","0.5100755140751223","0.5100755140751223","0.5100755140751223","0.5630265101790428","0.5630265101790428","0.5630265101790428","0.5804083894325208","0.5804083894325208","0.5804083894325208","0.5304568223655224","0.5304568223655224","0.5304568223655224"
"30","0.7340806835814367","0.7340806835814367","0.7340806835814367","0.6586142927408218","0.6586142927408218","0.6586142927408218","0.6169295250614987","0.6169295250614987","0.6169295250614987","0.6431549489498138","0.6431549489498138","0.6431549489498138","0.5046516253223902","0.5046516253223902","0.5046516253223902","0.5982659831643105","0.5982659831643105","0.5982659831643105","0.5722847584682175","0.5722847584682175","0.5722847584682175","0.5368997678160667","0.5368997678160667","0.5368997678160667"
"31","0.6987419505662555","0.6987419505662555","0.6987419505662555","0.7204550057649612","0.7204550057649612","0.7204550057649612","0.6141659013832672","0.6141659013832672","0.6141659013832672","0.6289623975753784","0.6289623975753784","0.6289623975753784","0.5066582613353487","0.5066582613353487","0.5066582613353487","0.5865054465830326","0.5865054465830326","0.5865054465830326","0.5645543106749088","0.5645543106749088","0.5645543106749088","0.5526538044214249","0.5526538044214249","0.5526538044214249"
"32","0.7067223500601852","0.7067223500601852","0.7067223500601852","0.6579757332801819","0.6579757332801819","0.6579757332801819","0.6171626233601872","0.6171626233601872","0.6171626233601872","0.63299111276865","0.63299111276865","0.63299111276865","0.5012424188324168","0.5012424188324168","0.5012424188324168","0.5893466919660568","0.5893466919660568","0.5893466919660568","0.559701945208296","0.559701945208296","0.559701945208296","0.632657453417778","0.632657453417778","0.632657453417778"
"33","0.6979858995992926","0.6979858995992926","0.6979858995992926","0.7502699047327042","0.7502699047327042","0.7502699047327042","0.6121287176126167","0.6121287176126167","0.6121287176126167","0.6316250190138817","0.6316250190138817","0.6316250190138817","0.5005775109122071","0.5005775109122071","0.5005775109122071","0.6606922745704651","0.6606922745704651","0.6606922745704651","0.562220266348199","0.562220266348199","0.562220266348199","0.5509607903659344","0.5509607903659344","0.5509607903659344"
"34","0.7178500871869582","0.7178500871869582","0.7178500871869582","0.8294306993484497","0.8294306993484497","0.8294306993484497","0.6289307739161238","0.6289307739161238","0.6289307739161238","0.6379606202244759","0.6379606202244759","0.6379606202244759","0.4890963770920717","0.4890963770920717","0.4890963770920717","0.511873934417963","0.511873934417963","0.511873934417963","0.5539370971389964","0.5539370971389964","0.5539370971389964","0.5657495744526386","0.5657495744526386","0.5657495744526386"
"35","0.7140704280213465","0.7140704280213465","0.7140704280213465","0.7130148783326149","0.7130148783326149","0.7130148783326149","0.6127355215670187","0.6127355215670187","0.6127355215670187","0.640397734940052","0.640397734940052","0.640397734940052","0.4888216543801223","0.4888216543801223","0.4888216543801223","0.7012341022491455","0.7012341022491455","0.7012341022491455","0.5489147090459172","0.5489147090459172","0.5489147090459172","0.5773113965988159","0.5773113965988159","0.5773113965988159"
"36","0.6822287659101849","0.6822287659101849","0.6822287659101849","0.8061036691069603","0.8061036691069603","0.8061036691069603","0.6156327543379385","0.6156327543379385","0.6156327543379385","0.6214600279927254","0.6214600279927254","0.6214600279927254","0.485698778418046","0.485698778418046","0.485698778418046","0.5707973837852478","0.5707973837852478","0.5707973837852478","0.5568424289739584","0.5568424289739584","0.5568424289739584","0.5359579250216484","0.5359579250216484","0.5359579250216484"
"37","0.6975450266765643","0.6975450266765643","0.6975450266765643","0.7241926342248917","0.7241926342248917","0.7241926342248917","0.6114529080783264","0.6114529080783264","0.6114529080783264","0.6282251626253128","0.6282251626253128","0.6282251626253128","0.48222742842722544","0.48222742842722544","0.48222742842722544","0.6097455248236656","0.6097455248236656","0.6097455248236656","0.5635637410833866","0.5635637410833866","0.5635637410833866","0.5292508192360401","0.5292508192360401","0.5292508192360401"
"38","0.6861320258695868","0.6861320258695868","0.6861320258695868","0.7756346166133881","0.7756346166133881","0.7756346166133881","0.6046204201028317","0.6046204201028317","0.6046204201028317","0.6360075995326042","0.6360075995326042","0.6360075995326042","0.4762839124172549","0.4762839124172549","0.4762839124172549","0.5635745711624622","0.5635745711624622","0.5635745711624622","0.553343119123314","0.553343119123314","0.553343119123314","0.5649729780852795","0.5649729780852795","0.5649729780852795"
"39","0.7185506435889232","0.7185506435889232","0.7185506435889232","0.6848259791731834","0.6848259791731834","0.6848259791731834","0.6089225305786615","0.6089225305786615","0.6089225305786615","0.6200170069932938","0.6200170069932938","0.6200170069932938","0.4819659900061692","0.4819659900061692","0.4819659900061692","0.5409269742667675","0.5409269742667675","0.5409269742667675","0.539665655999244","0.539665655999244","0.539665655999244","0.5533688850700855","0.5533688850700855","0.5533688850700855"
"40","0.67779810594607","0.67779810594607","0.67779810594607","0.6835575103759766","0.6835575103759766","0.6835575103759766","0.6027000240887268","0.6027000240887268","0.6027000240887268","0.6382423266768456","0.6382423266768456","0.6382423266768456","0.49324783230129676","0.49324783230129676","0.49324783230129676","0.6049541980028152","0.6049541980028152","0.6049541980028152","0.5456922307044645","0.5456922307044645","0.5456922307044645","0.5363769046962261","0.5363769046962261","0.5363769046962261"
"41","0.6717134910293773","0.6717134910293773","0.6717134910293773","0.6596144363284111","0.6596144363284111","0.6596144363284111","0.6182390613646447","0.6182390613646447","0.6182390613646447","0.7047954723238945","0.7047954723238945","0.7047954723238945","0.4664849389957476","0.4664849389957476","0.4664849389957476","0.6160719692707062","0.6160719692707062","0.6160719692707062","0.5449516629870934","0.5449516629870934","0.5449516629870934","0.5269968286156654","0.5269968286156654","0.5269968286156654"
"42","0.6859807900235623","0.6859807900235623","0.6859807900235623","0.8779063075780869","0.8779063075780869","0.8779063075780869","0.6108004684689678","0.6108004684689678","0.6108004684689678","0.6331951022148132","0.6331951022148132","0.6331951022148132","0.47496709114388574","0.47496709114388574","0.47496709114388574","0.5235598906874657","0.5235598906874657","0.5235598906874657","0.5452179248574414","0.5452179248574414","0.5452179248574414","0.5216047428548336","0.5216047428548336","0.5216047428548336"
"43","0.6707341784163366","0.6707341784163366","0.6707341784163366","0.7060185670852661","0.7060185670852661","0.7060185670852661","0.605968129785755","0.605968129785755","0.605968129785755","0.666177861392498","0.666177861392498","0.666177861392498","0.46264784622795974","0.46264784622795974","0.46264784622795974","0.6353461965918541","0.6353461965918541","0.6353461965918541","0.5309394356570666","0.5309394356570666","0.5309394356570666","0.5382662937045097","0.5382662937045097","0.5382662937045097"
"44","0.6582649821722055","0.6582649821722055","0.6582649821722055","0.7197070717811584","0.7197070717811584","0.7197070717811584","0.6111722237701658","0.6111722237701658","0.6111722237701658","0.6235374733805656","0.6235374733805656","0.6235374733805656","0.479488613484781","0.479488613484781","0.479488613484781","0.5491451285779476","0.5491451285779476","0.5491451285779476","0.5295010016688818","0.5295010016688818","0.5295010016688818","0.5261112786829472","0.5261112786829472","0.5261112786829472"
"45","0.666538149495668","0.666538149495668","0.666538149495668","0.6348403245210648","0.6348403245210648","0.6348403245210648","0.6003354882137685","0.6003354882137685","0.6003354882137685","0.6613284945487976","0.6613284945487976","0.6613284945487976","0.46767577830749224","0.46767577830749224","0.46767577830749224","0.5078713074326515","0.5078713074326515","0.5078713074326515","0.5309784027594554","0.5309784027594554","0.5309784027594554","0.5484101958572865","0.5484101958572865","0.5484101958572865"
"46","0.6766656158091147","0.6766656158091147","0.6766656158091147","0.6651156172156334","0.6651156172156334","0.6651156172156334","0.5989612359789354","0.5989612359789354","0.5989612359789354","0.6637003049254417","0.6637003049254417","0.6637003049254417","0.4649790238730515","0.4649790238730515","0.4649790238730515","0.5901587307453156","0.5901587307453156","0.5901587307453156","0.527090094512022","0.527090094512022","0.527090094512022","0.5485603734850883","0.5485603734850883","0.5485603734850883"
"47","0.6501839341996591","0.6501839341996591","0.6501839341996591","0.7141856178641319","0.7141856178641319","0.7141856178641319","0.603750426180755","0.603750426180755","0.603750426180755","0.6252632886171341","0.6252632886171341","0.6252632886171341","0.4669036740743661","0.4669036740743661","0.4669036740743661","0.5478564165532589","0.5478564165532589","0.5478564165532589","0.5372669530820243","0.5372669530820243","0.5372669530820243","0.53144471347332","0.53144471347332","0.53144471347332"
"48","0.6497984245608125","0.6497984245608125","0.6497984245608125","0.6974312290549278","0.6974312290549278","0.6974312290549278","0.5940732850304132","0.5940732850304132","0.5940732850304132","0.6305815950036049","0.6305815950036049","0.6305815950036049","0.46352946494199054","0.46352946494199054","0.46352946494199054","0.5058087259531021","0.5058087259531021","0.5058087259531021","0.519914525973646","0.519914525973646","0.519914525973646","0.5313893333077431","0.5313893333077431","0.5313893333077431"
"49","0.6617014924936657","0.6617014924936657","0.6617014924936657","0.6669992208480835","0.6669992208480835","0.6669992208480835","0.5901765566837939","0.5901765566837939","0.5901765566837939","0.6274065896868706","0.6274065896868706","0.6274065896868706","0.4546109370038479","0.4546109370038479","0.4546109370038479","0.5709041059017181","0.5709041059017181","0.5709041059017181","0.5171488738512691","0.5171488738512691","0.5171488738512691","0.5037488713860512","0.5037488713860512","0.5037488713860512"
"50","0.6721567952934699","0.6721567952934699","0.6721567952934699","0.6389705017209053","0.6389705017209053","0.6389705017209053","0.5828666913358471","0.5828666913358471","0.5828666913358471","0.6720394268631935","0.6720394268631935","0.6720394268631935","0.4535438765453387","0.4535438765453387","0.4535438765453387","0.5175635255873203","0.5175635255873203","0.5175635255873203","0.5124983489513397","0.5124983489513397","0.5124983489513397","0.49748822674155235","0.49748822674155235","0.49748822674155235"
"51","0.6398858737341965","0.6398858737341965","0.6398858737341965","0.6565729826688766","0.6565729826688766","0.6565729826688766","0.6006196997588193","0.6006196997588193","0.6006196997588193","0.6257405206561089","0.6257405206561089","0.6257405206561089","0.4545966047274915","0.4545966047274915","0.4545966047274915","0.5604800470173359","0.5604800470173359","0.5604800470173359","0.5190581004076367","0.5190581004076367","0.5190581004076367","0.5447349175810814","0.5447349175810814","0.5447349175810814"
"52","0.6769687110864664","0.6769687110864664","0.6769687110864664","0.6462641730904579","0.6462641730904579","0.6462641730904579","0.5944186701804777","0.5944186701804777","0.5944186701804777","0.6373879909515381","0.6373879909515381","0.6373879909515381","0.4495403347890588","0.4495403347890588","0.4495403347890588","0.5339547768235207","0.5339547768235207","0.5339547768235207","0.5184428035458432","0.5184428035458432","0.5184428035458432","0.5684763081371784","0.5684763081371784","0.5684763081371784"
"53","0.6500312900995906","0.6500312900995906","0.6500312900995906","0.6620235219597816","0.6620235219597816","0.6620235219597816","0.5908957319923595","0.5908957319923595","0.5908957319923595","0.6239787712693214","0.6239787712693214","0.6239787712693214","0.4531502342676815","0.4531502342676815","0.4531502342676815","0.5484176091849804","0.5484176091849804","0.5484176091849804","0.5078645544716075","0.5078645544716075","0.5078645544716075","0.5064458213746548","0.5064458213746548","0.5064458213746548"
"54","0.6626850242101694","0.6626850242101694","0.6626850242101694","0.6862485930323601","0.6862485930323601","0.6862485930323601","0.5893908565557455","0.5893908565557455","0.5893908565557455","0.6273357346653938","0.6273357346653938","0.6273357346653938","0.44169761297069016","0.44169761297069016","0.44169761297069016","0.5061520747840405","0.5061520747840405","0.5061520747840405","0.509568020512786","0.509568020512786","0.509568020512786","0.5229581370949745","0.5229581370949745","0.5229581370949745"
"55","0.6483167387262175","0.6483167387262175","0.6483167387262175","0.6908791437745094","0.6908791437745094","0.6908791437745094","0.5834690611573714","0.5834690611573714","0.5834690611573714","0.6621749177575111","0.6621749177575111","0.6621749177575111","0.4331811391100099","0.4331811391100099","0.4331811391100099","0.5269803032279015","0.5269803032279015","0.5269803032279015","0.5128490132621571","0.5128490132621571","0.5128490132621571","0.4930637590587139","0.4930637590587139","0.4930637590587139"
"56","0.6515904310383375","0.6515904310383375","0.6515904310383375","0.6915551796555519","0.6915551796555519","0.6915551796555519","0.5902896331080908","0.5902896331080908","0.5902896331080908","0.7185740321874619","0.7185740321874619","0.7185740321874619","0.45008569465407844","0.45008569465407844","0.45008569465407844","0.5073251388967037","0.5073251388967037","0.5073251388967037","0.5024383913112592","0.5024383913112592","0.5024383913112592","0.5036939084529877","0.5036939084529877","0.5036939084529877"
"57","0.6465089592752578","0.6465089592752578","0.6465089592752578","0.6595344841480255","0.6595344841480255","0.6595344841480255","0.5962058784840982","0.5962058784840982","0.5962058784840982","0.6328626573085785","0.6328626573085785","0.6328626573085785","0.4405558501617818","0.4405558501617818","0.4405558501617818","0.460761371999979","0.460761371999979","0.460761371999979","0.5061892093736914","0.5061892093736914","0.5061892093736914","0.5133699364960194","0.5133699364960194","0.5133699364960194"
"58","0.641098478926888","0.641098478926888","0.641098478926888","0.7106615006923676","0.7106615006923676","0.7106615006923676","0.5939835932435868","0.5939835932435868","0.5939835932435868","0.6254087388515472","0.6254087388515472","0.6254087388515472","0.4401523470878601","0.4401523470878601","0.4401523470878601","0.500716432929039","0.500716432929039","0.500716432929039","0.4984984873216363","0.4984984873216363","0.4984984873216363","0.5067546665668488","0.5067546665668488","0.5067546665668488"
"59","0.6427224659467046","0.6427224659467046","0.6427224659467046","0.6515875831246376","0.6515875831246376","0.6515875831246376","0.5859877489790132","0.5859877489790132","0.5859877489790132","0.6496912091970444","0.6496912091970444","0.6496912091970444","0.4379422674073449","0.4379422674073449","0.4379422674073449","0.5353563874959946","0.5353563874959946","0.5353563874959946","0.5031393736223632","0.5031393736223632","0.5031393736223632","0.4917568899691105","0.4917568899691105","0.4917568899691105"
