"Step","4l4h32-agtt-shortest-path (path) - train/acc","4l4h32-agtt-shortest-path (path) - train/acc__MIN","4l4h32-agtt-shortest-path (path) - train/acc__MAX","4l4h32-agtt-shortest-path (path) - val/acc","4l4h32-agtt-shortest-path (path) - val/acc__MIN","4l4h32-agtt-shortest-path (path) - val/acc__MAX","4l4h32-agtt-shortest-path (er) - train/acc","4l4h32-agtt-shortest-path (er) - train/acc__MIN","4l4h32-agtt-shortest-path (er) - train/acc__MAX","4l4h32-agtt-shortest-path (er) - val/acc","4l4h32-agtt-shortest-path (er) - val/acc__MIN","4l4h32-agtt-shortest-path (er) - val/acc__MAX","4l4h32-agtt-shortest-path (er+sbm+path) - train/acc","4l4h32-agtt-shortest-path (er+sbm+path) - train/acc__MIN","4l4h32-agtt-shortest-path (er+sbm+path) - train/acc__MAX","4l4h32-agtt-shortest-path (er+sbm+path) - val/acc","4l4h32-agtt-shortest-path (er+sbm+path) - val/acc__MIN","4l4h32-agtt-shortest-path (er+sbm+path) - val/acc__MAX"
"16","0.14783653846153846","0.14783653846153846","0.14783653846153846","0.13521634615384615","0.13521634615384615","0.13521634615384615","0.33578916139240506","0.33578916139240506","0.33578916139240506","0.31720753205128205","0.31720753205128205","0.31720753205128205","0.34218750000000003","0.34218750000000003","0.34218750000000003","0.335305606617647","0.335305606617647","0.335305606617647"
"17","0.14716045673076922","0.14716045673076922","0.14716045673076922","0.13063401442307693","0.13063401442307693","0.13063401442307693","0.31740753560126583","0.31740753560126583","0.31740753560126583","0.30548878205128205","0.30548878205128205","0.30548878205128205","0.34414062500000003","0.34414062500000003","0.34414062500000003","0.323586856617647","0.323586856617647","0.323586856617647"
"18","0.14085036057692307","0.14085036057692307","0.14085036057692307","0.12424879807692307","0.12424879807692307","0.12424879807692307","0.34020223496835444","0.34020223496835444","0.34020223496835444","0.32404346955128205","0.32404346955128205","0.32404346955128205","0.33665364583333335","0.33665364583333335","0.33665364583333335","0.3359566482843137","0.3359566482843137","0.3359566482843137"
"19","0.1484375","0.1484375","0.1484375","0.12770432692307693","0.12770432692307693","0.12770432692307693","0.3373714398734177","0.3373714398734177","0.3373714398734177","0.33150540865384615","0.33150540865384615","0.33150540865384615","0.3396484375","0.3396484375","0.3396484375","0.33187806372549017","0.33187806372549017","0.33187806372549017"
"20","0.1475360576923077","0.1475360576923077","0.1475360576923077","0.1289813701923077","0.1289813701923077","0.1289813701923077","0.35401008702531644","0.35401008702531644","0.35401008702531644","0.34189703525641024","0.34189703525641024","0.34189703525641024","0.34585503472222223","0.34585503472222223","0.34585503472222223","0.33252910539215685","0.33252910539215685","0.33252910539215685"
"21","0.13701923076923078","0.13701923076923078","0.13701923076923078","0.12282151442307693","0.12282151442307693","0.12282151442307693","0.35286046281645567","0.35286046281645567","0.35286046281645567","0.33178084935897434","0.33178084935897434","0.33178084935897434","0.34079861111111115","0.34079861111111115","0.34079861111111115","0.339211856617647","0.339211856617647","0.339211856617647"
"22","0.14227764423076922","0.14227764423076922","0.14227764423076922","0.12650240384615385","0.12650240384615385","0.12650240384615385","0.3425632911392405","0.3425632911392405","0.3425632911392405","0.33310797275641024","0.33310797275641024","0.33310797275641024","0.34186197916666666","0.34186197916666666","0.34186197916666666","0.3379097732843137","0.3379097732843137","0.3379097732843137"
"23","0.14881310096153846","0.14881310096153846","0.14881310096153846","0.11748798076923077","0.11748798076923077","0.11748798076923077","0.34670441060126583","0.34670441060126583","0.34670441060126583","0.33373397435897434","0.33373397435897434","0.33373397435897434","0.3547309027777778","0.3547309027777778","0.3547309027777778","0.32464001225490197","0.32464001225490197","0.32464001225490197"
"24","0.14378004807692307","0.14378004807692307","0.14378004807692307","0.1182391826923077","0.1182391826923077","0.1182391826923077","0.3280137460443038","0.3280137460443038","0.3280137460443038","0.32494491185897434","0.32494491185897434","0.32494491185897434","0.3354817708333333","0.3354817708333333","0.3354817708333333","0.33848422181372545","0.33848422181372545","0.33848422181372545"
"25","0.14490685096153846","0.14490685096153846","0.14490685096153846","0.1240985576923077","0.1240985576923077","0.1240985576923077","0.3356902689873418","0.3356902689873418","0.3356902689873418","0.32627203525641024","0.32627203525641024","0.32627203525641024","0.35887586805555555","0.35887586805555555","0.35887586805555555","0.33635876225490197","0.33635876225490197","0.33635876225490197"
"26","0.13919771634615385","0.13919771634615385","0.13919771634615385","0.13018329326923078","0.13018329326923078","0.13018329326923078","0.34182159810126583","0.34182159810126583","0.34182159810126583","0.33178084935897434","0.33178084935897434","0.33178084935897434","0.35325520833333335","0.35325520833333335","0.35325520833333335","0.32643995098039214","0.32643995098039214","0.32643995098039214"
"27","0.14911358173076922","0.14911358173076922","0.14911358173076922","0.12755408653846154","0.12755408653846154","0.12755408653846154","0.33350227452531644","0.33350227452531644","0.33350227452531644","0.34182191506410253","0.34182191506410253","0.34182191506410253","0.3479383680555556","0.3479383680555556","0.3479383680555556","0.3467945772058824","0.3467945772058824","0.3467945772058824"
"28","0.15407151442307693","0.15407151442307693","0.15407151442307693","0.1328876201923077","0.1328876201923077","0.1328876201923077","0.35778035996835444","0.35778035996835444","0.35778035996835444","0.33764022435897434","0.33764022435897434","0.33764022435897434","0.35234375","0.35234375","0.35234375","0.344094669117647","0.344094669117647","0.344094669117647"
"29","0.14693509615384615","0.14693509615384615","0.14693509615384615","0.1414513221153846","0.1414513221153846","0.1414513221153846","0.3249851661392405","0.3249851661392405","0.3249851661392405","0.33310797275641024","0.33310797275641024","0.33310797275641024","0.35577256944444446","0.35577256944444446","0.35577256944444446","0.35135186887254904","0.35135186887254904","0.35135186887254904"
"30","0.16864483173076922","0.16864483173076922","0.16864483173076922","0.14603365384615385","0.14603365384615385","0.14603365384615385","0.3361970925632911","0.3361970925632911","0.3361970925632911","0.33506109775641024","0.33506109775641024","0.33506109775641024","0.35796440972222215","0.35796440972222215","0.35796440972222215","0.3681066176470588","0.3681066176470588","0.3681066176470588"
"31","0.15842848557692307","0.15842848557692307","0.15842848557692307","0.15797776442307693","0.15797776442307693","0.15797776442307693","0.3476438884493671","0.3476438884493671","0.3476438884493671","0.33861678685897434","0.33861678685897434","0.33861678685897434","0.36944444444444446","0.36944444444444446","0.36944444444444446","0.348977481617647","0.348977481617647","0.348977481617647"
"32","0.1661658653846154","0.1661658653846154","0.1661658653846154","0.14603365384615385","0.14603365384615385","0.14603365384615385","0.3564329509493671","0.3564329509493671","0.3564329509493671","0.33017828525641024","0.33017828525641024","0.33017828525641024","0.3762152777777778","0.3762152777777778","0.3762152777777778","0.36739813112745096","0.36739813112745096","0.36739813112745096"
"33","0.16954627403846154","0.16954627403846154","0.16954627403846154","0.16458834134615385","0.16458834134615385","0.16458834134615385","0.33512163765822783","0.33512163765822783","0.33512163765822783","0.32529547275641024","0.32529547275641024","0.32529547275641024","0.38858506944444443","0.38858506944444443","0.38858506944444443","0.3874080882352941","0.3874080882352941","0.3874080882352941"
"34","0.19486177884615385","0.19486177884615385","0.19486177884615385","0.16548978365384615","0.16548978365384615","0.16548978365384615","0.3583860759493671","0.3583860759493671","0.3583860759493671","0.33666366185897434","0.33666366185897434","0.33666366185897434","0.3793619791666667","0.3793619791666667","0.3793619791666667","0.3561580882352941","0.3561580882352941","0.3561580882352941"
"35","0.2039513221153846","0.2039513221153846","0.2039513221153846","0.1876502403846154","0.1876502403846154","0.1876502403846154","0.3478787579113924","0.3478787579113924","0.3478787579113924","0.32982772435897434","0.32982772435897434","0.32982772435897434","0.39312065972222215","0.39312065972222215","0.39312065972222215","0.39596737132352944","0.39596737132352944","0.39596737132352944"
"36","0.19591346153846154","0.19591346153846154","0.19591346153846154","0.1776592548076923","0.1776592548076923","0.1776592548076923","0.35354034810126583","0.35354034810126583","0.35354034810126583","0.31916065705128205","0.31916065705128205","0.31916065705128205","0.3848741319444444","0.3848741319444444","0.3848741319444444","0.40383731617647056","0.40383731617647056","0.40383731617647056"
"37","0.19471153846153846","0.19471153846153846","0.19471153846153846","0.18712439903846154","0.18712439903846154","0.18712439903846154","0.33633306962025317","0.33633306962025317","0.33633306962025317","0.33561197916666663","0.33561197916666663","0.33561197916666663","0.3983289930555555","0.3983289930555555","0.3983289930555555","0.3889590992647059","0.3889590992647059","0.3889590992647059"
"38","0.19606370192307693","0.19606370192307693","0.19606370192307693","0.17037259615384615","0.17037259615384615","0.17037259615384615","0.3309434335443038","0.3309434335443038","0.3309434335443038","0.33017828525641024","0.33017828525641024","0.33017828525641024","0.3981987847222222","0.3981987847222222","0.3981987847222222","0.40963924632352944","0.40963924632352944","0.40963924632352944"
"39","0.21927584134615385","0.21927584134615385","0.21927584134615385","0.20860877403846154","0.20860877403846154","0.20860877403846154","0.3482496044303798","0.3482496044303798","0.3482496044303798","0.33373397435897434","0.33373397435897434","0.33373397435897434","0.42178819444444443","0.42178819444444443","0.42178819444444443","0.4108455882352941","0.4108455882352941","0.4108455882352941"
"40","0.2156700721153846","0.2156700721153846","0.2156700721153846","0.2332481971153846","0.2332481971153846","0.2332481971153846","0.3472730419303798","0.3472730419303798","0.3472730419303798","0.33959334935897434","0.33959334935897434","0.33959334935897434","0.40761718750000003","0.40761718750000003","0.40761718750000003","0.41842830882352944","0.41842830882352944","0.41842830882352944"
"41","0.2478966346153846","0.2478966346153846","0.2478966346153846","0.27193509615384615","0.27193509615384615","0.27193509615384615","0.3444793314873418","0.3444793314873418","0.3444793314873418","0.33143028846153844","0.33143028846153844","0.33143028846153844","0.4010416666666667","0.4010416666666667","0.4010416666666667","0.4201516544117647","0.4201516544117647","0.4201516544117647"
"42","0.2793719951923077","0.2793719951923077","0.2793719951923077","0.2889873798076923","0.2889873798076923","0.2889873798076923","0.34606160996835444","0.34606160996835444","0.34606160996835444","0.32759915865384615","0.32759915865384615","0.32759915865384615","0.4265842013888889","0.4265842013888889","0.4265842013888889","0.4220090379901961","0.4220090379901961","0.4220090379901961"
"43","0.2919921875","0.2919921875","0.2919921875","0.3058894230769231","0.3058894230769231","0.3058894230769231","0.3617855023734177","0.3617855023734177","0.3617855023734177","0.32920172275641024","0.32920172275641024","0.32920172275641024","0.4106119791666667","0.4106119791666667","0.4106119791666667","0.4238855698529412","0.4238855698529412","0.4238855698529412"
"44","0.31678185096153844","0.31678185096153844","0.31678185096153844","0.3489332932692308","0.3489332932692308","0.3489332932692308","0.34242731408227844","0.34242731408227844","0.34242731408227844","0.32006209935897434","0.32006209935897434","0.32006209935897434","0.4215277777777778","0.4215277777777778","0.4215277777777778","0.43430223651960786","0.43430223651960786","0.43430223651960786"
"45","0.3329326923076923","0.3329326923076923","0.3329326923076923","0.37552584134615385","0.37552584134615385","0.37552584134615385","0.3350845530063291","0.3350845530063291","0.3350845530063291","0.33310797275641024","0.33310797275641024","0.33310797275641024","0.42478298611111115","0.42478298611111115","0.42478298611111115","0.4395871629901961","0.4395871629901961","0.4395871629901961"
"46","0.3457782451923077","0.3457782451923077","0.3457782451923077","0.3722956730769231","0.3722956730769231","0.3722956730769231","0.3588558148734177","0.3588558148734177","0.3588558148734177","0.32822516025641024","0.32822516025641024","0.32822516025641024","0.42471788194444443","0.42471788194444443","0.42471788194444443","0.42984068627450983","0.42984068627450983","0.42984068627450983"
"47","0.39107572115384615","0.39107572115384615","0.39107572115384615","0.3985877403846154","0.3985877403846154","0.3985877403846154","0.3462964794303798","0.3462964794303798","0.3462964794303798","0.33541165865384615","0.33541165865384615","0.33541165865384615","0.4172309027777778","0.4172309027777778","0.4172309027777778","0.40663296568627455","0.40663296568627455","0.40663296568627455"
"48","0.3850661057692308","0.3850661057692308","0.3850661057692308","0.39903846153846156","0.39903846153846156","0.39903846153846156","0.3464324564873418","0.3464324564873418","0.3464324564873418","0.32662259615384615","0.32662259615384615","0.32662259615384615","0.4229817708333334","0.4229817708333334","0.4229817708333334","0.45936734068627455","0.45936734068627455","0.45936734068627455"
"49","0.42735877403846156","0.42735877403846156","0.42735877403846156","0.43021334134615385","0.43021334134615385","0.43021334134615385","0.35108039952531644","0.35108039952531644","0.35108039952531644","0.33728966346153844","0.33728966346153844","0.33728966346153844","0.4506076388888889","0.4506076388888889","0.4506076388888889","0.44784007352941174","0.44784007352941174","0.44784007352941174"
"50","0.4180438701923077","0.4180438701923077","0.4180438701923077","0.4211237980769231","0.4211237980769231","0.4211237980769231","0.34215535996835444","0.34215535996835444","0.34215535996835444","0.33596254006410253","0.33596254006410253","0.33596254006410253","0.43862847222222223","0.43862847222222223","0.43862847222222223","0.45749080882352944","0.45749080882352944","0.45749080882352944"
"51","0.4228515625","0.4228515625","0.4228515625","0.447265625","0.447265625","0.447265625","0.3423902294303798","0.3423902294303798","0.3423902294303798","0.33080428685897434","0.33080428685897434","0.33080428685897434","0.46241319444444445","0.46241319444444445","0.46241319444444445","0.46664368872549017","0.46664368872549017","0.46664368872549017"
"52","0.44576322115384615","0.44576322115384615","0.44576322115384615","0.4588341346153846","0.4588341346153846","0.4588341346153846","0.3659637064873418","0.3659637064873418","0.3659637064873418","0.32592147435897434","0.32592147435897434","0.32592147435897434","0.4486545138888889","0.4486545138888889","0.4486545138888889","0.461569393382353","0.461569393382353","0.461569393382353"
"53","0.4610126201923077","0.4610126201923077","0.4610126201923077","0.4327674278846154","0.4327674278846154","0.4327674278846154","0.35693977452531644","0.35693977452531644","0.35693977452531644","0.32361778846153844","0.32361778846153844","0.32361778846153844","0.45614149305555557","0.45614149305555557","0.45614149305555557","0.46859681372549017","0.46859681372549017","0.46859681372549017"
"54","0.46251502403846156","0.46251502403846156","0.46251502403846156","0.4944411057692308","0.4944411057692308","0.4944411057692308","0.35094442246835444","0.35094442246835444","0.35094442246835444","0.31517928685897434","0.31517928685897434","0.31517928685897434","0.45505642361111115","0.45505642361111115","0.45505642361111115","0.4823452818627451","0.4823452818627451","0.4823452818627451"
"55","0.4676231971153846","0.4676231971153846","0.4676231971153846","0.4969200721153846","0.4969200721153846","0.4969200721153846","0.349325059335443","0.349325059335443","0.349325059335443","0.33080428685897434","0.33080428685897434","0.33080428685897434","0.46002604166666666","0.46002604166666666","0.46002604166666666","0.475241268382353","0.475241268382353","0.475241268382353"
"56","0.48091947115384615","0.48091947115384615","0.48091947115384615","0.5304236778846154","0.5304236778846154","0.5304236778846154","0.36963508702531644","0.36963508702531644","0.36963508702531644","0.32955228365384615","0.32955228365384615","0.32955228365384615","0.45855034722222215","0.45855034722222215","0.45855034722222215","0.4612438725490196","0.4612438725490196","0.4612438725490196"
"57","0.4577073317307692","0.4577073317307692","0.4577073317307692","0.4793419471153846","0.4793419471153846","0.4793419471153846","0.3495970134493671","0.3495970134493671","0.3495970134493671","0.33435997596153844","0.33435997596153844","0.33435997596153844","0.48192274305555555","0.48192274305555555","0.48192274305555555","0.4841260723039216","0.4841260723039216","0.4841260723039216"
"58","0.46634615384615385","0.46634615384615385","0.46634615384615385","0.5125450721153846","0.5125450721153846","0.5125450721153846","0.3652220134493671","0.3652220134493671","0.3652220134493671","0.33052884615384615","0.33052884615384615","0.33052884615384615","0.46933593749999997","0.46933593749999997","0.46933593749999997","0.4990234375","0.4990234375","0.4990234375"
"59","0.4737830528846154","0.4737830528846154","0.4737830528846154","0.4764122596153846","0.4764122596153846","0.4764122596153846","0.34410848496835444","0.34410848496835444","0.34410848496835444","0.33834134615384615","0.33834134615384615","0.33834134615384615","0.4841362847222222","0.4841362847222222","0.4841362847222222","0.49260876225490197","0.49260876225490197","0.49260876225490197"
"60","0.4953425480769231","0.4953425480769231","0.4953425480769231","0.5191556490384616","0.5191556490384616","0.5191556490384616","0.35582723496835444","0.35582723496835444","0.35582723496835444","0.31623096955128205","0.31623096955128205","0.31623096955128205","0.4566189236111111","0.4566189236111111","0.4566189236111111","0.49392999387254904","0.49392999387254904","0.49392999387254904"
"61","0.5096905048076923","0.5096905048076923","0.5096905048076923","0.5135967548076923","0.5135967548076923","0.5135967548076923","0.34508504746835444","0.34508504746835444","0.34508504746835444","0.34545272435897434","0.34545272435897434","0.34545272435897434","0.48951822916666665","0.48951822916666665","0.48951822916666665","0.4944661458333333","0.4944661458333333","0.4944661458333333"
"62","0.5564152644230769","0.5564152644230769","0.5564152644230769","0.5561147836538461","0.5561147836538461","0.5561147836538461","0.3346518987341772","0.3346518987341772","0.3346518987341772","0.33666366185897434","0.33666366185897434","0.33666366185897434","0.4801432291666667","0.4801432291666667","0.4801432291666667","0.46532245710784315","0.46532245710784315","0.46532245710784315"
"63","0.5091646634615384","0.5091646634615384","0.5091646634615384","0.6284555288461539","0.6284555288461539","0.6284555288461539","0.3449861550632911","0.3449861550632911","0.3449861550632911","0.32404346955128205","0.32404346955128205","0.32404346955128205","0.4935763888888889","0.4935763888888889","0.4935763888888889","0.5126378676470588","0.5126378676470588","0.5126378676470588"
"64","0.5730919471153846","0.5730919471153846","0.5730919471153846","0.5741436298076923","0.5741436298076923","0.5741436298076923","0.3502027294303798","0.3502027294303798","0.3502027294303798","0.31783353365384615","0.31783353365384615","0.31783353365384615","0.48626302083333334","0.48626302083333334","0.48626302083333334","0.5169462316176471","0.5169462316176471","0.5169462316176471"
"65","0.5744441105769231","0.5744441105769231","0.5744441105769231","0.5778245192307692","0.5778245192307692","0.5778245192307692","0.3417845134493671","0.3417845134493671","0.3417845134493671","0.33115484775641024","0.33115484775641024","0.33115484775641024","0.48778211805555555","0.48778211805555555","0.48778211805555555","0.5010723039215687","0.5010723039215687","0.5010723039215687"
"66","0.5555138221153846","0.5555138221153846","0.5555138221153846","0.5510066105769231","0.5510066105769231","0.5510066105769231","0.36410947389240506","0.36410947389240506","0.36410947389240506","0.33506109775641024","0.33506109775641024","0.33506109775641024","0.49798177083333334","0.49798177083333334","0.49798177083333334","0.521197150735294","0.521197150735294","0.521197150735294"
"67","0.5667067307692308","0.5667067307692308","0.5667067307692308","0.5987079326923077","0.5987079326923077","0.5987079326923077","0.36518492879746833","0.36518492879746833","0.36518492879746833","0.33568709935897434","0.33568709935897434","0.33568709935897434","0.49032118055555557","0.49032118055555557","0.49032118055555557","0.4909045649509804","0.4909045649509804","0.4909045649509804"
"68","0.5943509615384616","0.5943509615384616","0.5943509615384616","0.6767578125","0.6767578125","0.6767578125","0.34475128560126583","0.34475128560126583","0.34475128560126583","0.33994391025641024","0.33994391025641024","0.33994391025641024","0.5028211805555555","0.5028211805555555","0.5028211805555555","0.5356732536764706","0.5356732536764706","0.5356732536764706"
"69","0.6162860576923077","0.6162860576923077","0.6162860576923077","0.6853215144230769","0.6853215144230769","0.6853215144230769","0.3360611155063291","0.3360611155063291","0.3360611155063291","0.33178084935897434","0.33178084935897434","0.33178084935897434","0.5072482638888889","0.5072482638888889","0.5072482638888889","0.5074295343137255","0.5074295343137255","0.5074295343137255"
"70","0.6080979567307692","0.6080979567307692","0.6080979567307692","0.7074068509615384","0.7074068509615384","0.7074068509615384","0.3692271558544304","0.3692271558544304","0.3692271558544304","0.33115484775641024","0.33115484775641024","0.33115484775641024","0.5027777777777778","0.5027777777777778","0.5027777777777778","0.544634650735294","0.544634650735294","0.544634650735294"
"71","0.6163611778846154","0.6163611778846154","0.6163611778846154","0.6735276442307692","0.6735276442307692","0.6735276442307692","0.3605740704113924","0.3605740704113924","0.3605740704113924","0.32787459935897434","0.32787459935897434","0.32787459935897434","0.5237847222222222","0.5237847222222222","0.5237847222222222","0.5427006740196079","0.5427006740196079","0.5427006740196079"
"72","0.6423527644230769","0.6423527644230769","0.6423527644230769","0.6996694711538461","0.6996694711538461","0.6996694711538461","0.35512262658227844","0.35512262658227844","0.35512262658227844","0.33471053685897434","0.33471053685897434","0.33471053685897434","0.5265407986111111","0.5265407986111111","0.5265407986111111","0.5538258272058824","0.5538258272058824","0.5538258272058824"
"73","0.6420522836538461","0.6420522836538461","0.6420522836538461","0.6802884615384616","0.6802884615384616","0.6802884615384616","0.34572784810126583","0.34572784810126583","0.34572784810126583","0.32486979166666663","0.32486979166666663","0.32486979166666663","0.4996527777777778","0.4996527777777778","0.4996527777777778","0.5478898590686274","0.5478898590686274","0.5478898590686274"
"74","0.6340144230769231","0.6340144230769231","0.6340144230769231","0.6853966346153846","0.6853966346153846","0.6853966346153846","0.3482496044303798","0.3482496044303798","0.3482496044303798","0.32096354166666663","0.32096354166666663","0.32096354166666663","0.5277560763888889","0.5277560763888889","0.5277560763888889","0.5263863357843137","0.5263863357843137","0.5263863357843137"
"75","0.6551983173076923","0.6551983173076923","0.6551983173076923","0.7346003605769231","0.7346003605769231","0.7346003605769231","0.35902887658227844","0.35902887658227844","0.35902887658227844","0.32306690705128205","0.32306690705128205","0.32306690705128205","0.5207031249999999","0.5207031249999999","0.5207031249999999","0.5389284620098039","0.5389284620098039","0.5389284620098039"
"76","0.6761568509615384","0.6761568509615384","0.6761568509615384","0.7379056490384616","0.7379056490384616","0.7379056490384616","0.3544798259493671","0.3544798259493671","0.3544798259493671","0.32759915865384615","0.32759915865384615","0.32759915865384615","0.5261284722222223","0.5261284722222223","0.5261284722222223","0.5198759191176471","0.5198759191176471","0.5198759191176471"
"77","0.6889272836538461","0.6889272836538461","0.6889272836538461","0.6908804086538461","0.6908804086538461","0.6908804086538461","0.3654939675632911","0.3654939675632911","0.3654939675632911","0.31287560096153844","0.31287560096153844","0.31287560096153844","0.5353081597222222","0.5353081597222222","0.5353081597222222","0.5240119485294118","0.5240119485294118","0.5240119485294118"
"78","0.6576021634615384","0.6576021634615384","0.6576021634615384","0.6998197115384616","0.6998197115384616","0.6998197115384616","0.33252571202531644","0.33252571202531644","0.33252571202531644","0.32732371794871795","0.32732371794871795","0.32732371794871795","0.5328993055555555","0.5328993055555555","0.5328993055555555","0.5364966299019608","0.5364966299019608","0.5364966299019608"
