"Step","5l64-mpnn-shortest-path (path) - train/f1","5l64-mpnn-shortest-path (path) - train/f1__MIN","5l64-mpnn-shortest-path (path) - train/f1__MAX","5l64-mpnn-shortest-path (path) - val/f1","5l64-mpnn-shortest-path (path) - val/f1__MIN","5l64-mpnn-shortest-path (path) - val/f1__MAX","5l64-mpnn-shortest-path (er+sbm+path) - train/f1","5l64-mpnn-shortest-path (er+sbm+path) - train/f1__MIN","5l64-mpnn-shortest-path (er+sbm+path) - train/f1__MAX","5l64-mpnn-shortest-path (er+sbm+path) - val/f1","5l64-mpnn-shortest-path (er+sbm+path) - val/f1__MIN","5l64-mpnn-shortest-path (er+sbm+path) - val/f1__MAX"
"12","0.2784174110069567","0.2784174110069567","0.2784174110069567","0.2594068526355623","0.2594068526355623","0.2594068526355623","0.2319069502079556","0.2319069502079556","0.2319069502079556","0.4032497625398091","0.4032497625398091","0.4032497625398091"
"13","0.2847205298425768","0.2847205298425768","0.2847205298425768","0.26040689678571227","0.26040689678571227","0.26040689678571227","0.2433853615101401","0.2433853615101401","0.2433853615101401","0.4091812750730186","0.4091812750730186","0.4091812750730186"
"14","0.2788103754416918","0.2788103754416918","0.2788103754416918","0.2718142757743778","0.2718142757743778","0.2718142757743778","0.24501062292372935","0.24501062292372935","0.24501062292372935","0.41079758056160126","0.41079758056160126","0.41079758056160126"
"15","0.2812880317836097","0.2812880317836097","0.2812880317836097","0.2725320713971934","0.2725320713971934","0.2725320713971934","0.2704553109322334","0.2704553109322334","0.2704553109322334","0.42020011728441214","0.42020011728441214","0.42020011728441214"
"16","0.2939015668815225","0.2939015668815225","0.2939015668815225","0.27067626652471355","0.27067626652471355","0.27067626652471355","0.2751910309387648","0.2751910309387648","0.2751910309387648","0.4326000303372483","0.4326000303372483","0.4326000303372483"
"17","0.2930177261616973","0.2930177261616973","0.2930177261616973","0.2745848480905998","0.2745848480905998","0.2745848480905998","0.2697498845317579","0.2697498845317579","0.2697498845317579","0.42504912499489816","0.42504912499489816","0.42504912499489816"
"18","0.28786737943671314","0.28786737943671314","0.28786737943671314","0.27504343150354604","0.27504343150354604","0.27504343150354604","0.26819023252054547","0.26819023252054547","0.26819023252054547","0.42013592418912377","0.42013592418912377","0.42013592418912377"
"19","0.29569248746587395","0.29569248746587395","0.29569248746587395","0.27523729835707433","0.27523729835707433","0.27523729835707433","0.2737975679306279","0.2737975679306279","0.2737975679306279","0.4167021082775353","0.4167021082775353","0.4167021082775353"
"20","0.3085630735231347","0.3085630735231347","0.3085630735231347","0.2786431755917468","0.2786431755917468","0.2786431755917468","0.2945742166341956","0.2945742166341956","0.2945742166341956","0.43306377503079335","0.43306377503079335","0.43306377503079335"
"21","0.3103399706831267","0.3103399706831267","0.3103399706831267","0.2787230459939635","0.2787230459939635","0.2787230459939635","0.27336496409213046","0.27336496409213046","0.27336496409213046","0.44097842706135704","0.44097842706135704","0.44097842706135704"
"22","0.32552513504237357","0.32552513504237357","0.32552513504237357","0.28289996408715046","0.28289996408715046","0.28289996408715046","0.2781622035087843","0.2781622035087843","0.2781622035087843","0.4372657675149864","0.4372657675149864","0.4372657675149864"
"23","0.32825562541929076","0.32825562541929076","0.32825562541929076","0.28291538983787035","0.28291538983787035","0.28291538983787035","0.29800444038116036","0.29800444038116036","0.29800444038116036","0.44329696444490585","0.44329696444490585","0.44329696444490585"
"24","0.32959160508972885","0.32959160508972885","0.32959160508972885","0.2840526593801511","0.2840526593801511","0.2840526593801511","0.2943857692760819","0.2943857692760819","0.2943857692760819","0.4070687369547133","0.4070687369547133","0.4070687369547133"
"25","0.35043494457384217","0.35043494457384217","0.35043494457384217","0.2925821643894082","0.2925821643894082","0.2925821643894082","0.29012484113799103","0.29012484113799103","0.29012484113799103","0.4209706332819761","0.4209706332819761","0.4209706332819761"
"26","0.3529206073062039","0.3529206073062039","0.3529206073062039","0.3161561056108555","0.3161561056108555","0.3161561056108555","0.3043563871400337","0.3043563871400337","0.3043563871400337","0.4548112541016731","0.4548112541016731","0.4548112541016731"
"27","0.3778591912969862","0.3778591912969862","0.3778591912969862","0.3064099481860155","0.3064099481860155","0.3064099481860155","0.3003042055512534","0.3003042055512534","0.3003042055512534","0.4543580186498018","0.4543580186498018","0.4543580186498018"
"28","0.3639952819292182","0.3639952819292182","0.3639952819292182","0.34245856118908935","0.34245856118908935","0.34245856118908935","0.3124788700697979","0.3124788700697979","0.3124788700697979","0.43894866263425275","0.43894866263425275","0.43894866263425275"
"29","0.3666507077335113","0.3666507077335113","0.3666507077335113","0.32768677318395467","0.32768677318395467","0.32768677318395467","0.3050876457449142","0.3050876457449142","0.3050876457449142","0.44430106760053684","0.44430106760053684","0.44430106760053684"
"30","0.36825551859650313","0.36825551859650313","0.36825551859650313","0.3468436278959082","0.3468436278959082","0.3468436278959082","0.31211616551062094","0.31211616551062094","0.31211616551062094","0.4644068998422502","0.4644068998422502","0.4644068998422502"
"31","0.38438322905047856","0.38438322905047856","0.38438322905047856","0.35737375585820796","0.35737375585820796","0.35737375585820796","0.32568866063222407","0.32568866063222407","0.32568866063222407","0.4232792434042015","0.4232792434042015","0.4232792434042015"
"32","0.38431912332166673","0.38431912332166673","0.38431912332166673","0.3505695642429848","0.3505695642429848","0.3505695642429848","0.33055783721380644","0.33055783721380644","0.33055783721380644","0.4391106896776222","0.4391106896776222","0.4391106896776222"
"33","0.39041674620603556","0.39041674620603556","0.39041674620603556","0.36232892410340034","0.36232892410340034","0.36232892410340034","0.3089314241773015","0.3089314241773015","0.3089314241773015","0.46651676223965083","0.46651676223965083","0.46651676223965083"
"34","0.386890700682877","0.386890700682877","0.386890700682877","0.3632946980728746","0.3632946980728746","0.3632946980728746","0.32654825148786415","0.32654825148786415","0.32654825148786415","0.47925805103572977","0.47925805103572977","0.47925805103572977"
"35","0.38243478616471743","0.38243478616471743","0.38243478616471743","0.36593864006105736","0.36593864006105736","0.36593864006105736","0.32256051264753977","0.32256051264753977","0.32256051264753977","0.47375813020706","0.47375813020706","0.47375813020706"
"36","0.3846716482477439","0.3846716482477439","0.3846716482477439","0.36382184875409435","0.36382184875409435","0.36382184875409435","0.3237212954000948","0.3237212954000948","0.3237212954000948","0.4641579095831163","0.4641579095831163","0.4641579095831163"
"37","0.3927590792581355","0.3927590792581355","0.3927590792581355","0.3629936300869874","0.3629936300869874","0.3629936300869874","0.3269167143219596","0.3269167143219596","0.3269167143219596","0.483517941534424","0.483517941534424","0.483517941534424"
"38","0.3856694855713665","0.3856694855713665","0.3856694855713665","0.36515040210699046","0.36515040210699046","0.36515040210699046","0.3342256137334986","0.3342256137334986","0.3342256137334986","0.4659396546398041","0.4659396546398041","0.4659396546398041"
"39","0.3801439026648328","0.3801439026648328","0.3801439026648328","0.36651707208557194","0.36651707208557194","0.36651707208557194","0.33895136334432197","0.33895136334432197","0.33895136334432197","0.459441215476675","0.459441215476675","0.459441215476675"
"40","0.3961308250159641","0.3961308250159641","0.3961308250159641","0.364544781054953","0.364544781054953","0.364544781054953","0.33734721486547176","0.33734721486547176","0.33734721486547176","0.46721451453144275","0.46721451453144275","0.46721451453144275"
"41","0.40509050936829033","0.40509050936829033","0.40509050936829033","0.36731549405668706","0.36731549405668706","0.36731549405668706","0.3250527169974011","0.3250527169974011","0.3250527169974011","0.46258559351038325","0.46258559351038325","0.46258559351038325"
"42","0.4008493612155094","0.4008493612155094","0.4008493612155094","0.36781327010319176","0.36781327010319176","0.36781327010319176","0.34049410802470104","0.34049410802470104","0.34049410802470104","0.45919040123777166","0.45919040123777166","0.45919040123777166"
"43","0.3879291938898436","0.3879291938898436","0.3879291938898436","0.36766392600827486","0.36766392600827486","0.36766392600827486","0.33382957894201754","0.33382957894201754","0.33382957894201754","0.4712380316984666","0.4712380316984666","0.4712380316984666"
"44","0.40417845139525","0.40417845139525","0.40417845139525","0.36477798353715923","0.36477798353715923","0.36477798353715923","0.32680494749119093","0.32680494749119093","0.32680494749119093","0.47866225021386927","0.47866225021386927","0.47866225021386927"
"45","0.40853294066389984","0.40853294066389984","0.40853294066389984","0.36736574234700736","0.36736574234700736","0.36736574234700736","0.33753716660026184","0.33753716660026184","0.33753716660026184","0.47795444989173985","0.47795444989173985","0.47795444989173985"
"46","0.3955184998173962","0.3955184998173962","0.3955184998173962","0.36658795019087587","0.36658795019087587","0.36658795019087587","0.34490381330688713","0.34490381330688713","0.34490381330688713","0.4805297932943253","0.4805297932943253","0.4805297932943253"
"47","0.3968739772455393","0.3968739772455393","0.3968739772455393","0.36600161821779886","0.36600161821779886","0.36600161821779886","0.333623703073024","0.333623703073024","0.333623703073024","0.4575203128443048","0.4575203128443048","0.4575203128443048"
"48","0.403020454550156","0.403020454550156","0.403020454550156","0.3672655762522208","0.3672655762522208","0.3672655762522208","0.34011621728931013","0.34011621728931013","0.34011621728931013","0.4865106768970749","0.4865106768970749","0.4865106768970749"
"49","0.39642106285961837","0.39642106285961837","0.39642106285961837","0.36837217027673164","0.36837217027673164","0.36837217027673164","0.33611416002713385","0.33611416002713385","0.33611416002713385","0.4745766862769342","0.4745766862769342","0.4745766862769342"
"50","0.40610144719800473","0.40610144719800473","0.40610144719800473","0.3728907411951262","0.3728907411951262","0.3728907411951262","0.3599158389049863","0.3599158389049863","0.3599158389049863","0.47524380091698354","0.47524380091698354","0.47524380091698354"
"51","0.40670268422836375","0.40670268422836375","0.40670268422836375","0.37627873727279704","0.37627873727279704","0.37627873727279704","0.3510513288466541","0.3510513288466541","0.3510513288466541","0.4717939794444798","0.4717939794444798","0.4717939794444798"
"52","0.3950306973291011","0.3950306973291011","0.3950306973291011","0.3718153682601438","0.3718153682601438","0.3718153682601438","0.3484037557480584","0.3484037557480584","0.3484037557480584","0.47532994198308726","0.47532994198308726","0.47532994198308726"
"53","0.4180520421796272","0.4180520421796272","0.4180520421796272","0.3753546524941503","0.3753546524941503","0.3753546524941503","0.34607433411215993","0.34607433411215993","0.34607433411215993","0.4660203805180818","0.4660203805180818","0.4660203805180818"
"54","0.411429675983526","0.411429675983526","0.411429675983526","0.3749721266007135","0.3749721266007135","0.3749721266007135","0.35821089187447847","0.35821089187447847","0.35821089187447847","0.4795987365603717","0.4795987365603717","0.4795987365603717"
"55","0.41497735632690824","0.41497735632690824","0.41497735632690824","0.3756993461002165","0.3756993461002165","0.3756993461002165","0.35988424542430647","0.35988424542430647","0.35988424542430647","0.4845319148389537","0.4845319148389537","0.4845319148389537"
"56","0.41464026609392923","0.41464026609392923","0.41464026609392923","0.371342368969142","0.371342368969142","0.371342368969142","0.37042917488543176","0.37042917488543176","0.37042917488543176","0.47467192872877906","0.47467192872877906","0.47467192872877906"
"57","0.41456684941993327","0.41456684941993327","0.41456684941993327","0.37565753279163405","0.37565753279163405","0.37565753279163405","0.37172495714375886","0.37172495714375886","0.37172495714375886","0.5003960710458403","0.5003960710458403","0.5003960710458403"
"58","0.4174692028557644","0.4174692028557644","0.4174692028557644","0.3815954128846079","0.3815954128846079","0.3815954128846079","0.37220139651493683","0.37220139651493683","0.37220139651493683","0.4772853957765231","0.4772853957765231","0.4772853957765231"
"59","0.41037025388212034","0.41037025388212034","0.41037025388212034","0.3865165076335707","0.3865165076335707","0.3865165076335707","0.3856890197285601","0.3856890197285601","0.3856890197285601","0.49831209228165435","0.49831209228165435","0.49831209228165435"
"60","0.4188412018181703","0.4188412018181703","0.4188412018181703","0.38584934456193165","0.38584934456193165","0.38584934456193165","0.3796589630356751","0.3796589630356751","0.3796589630356751","0.49598900683439445","0.49598900683439445","0.49598900683439445"
"61","0.46303249332595364","0.46303249332595364","0.46303249332595364","0.39630668704441196","0.39630668704441196","0.39630668704441196","0.3946690831297537","0.3946690831297537","0.3946690831297537","0.4873253598271219","0.4873253598271219","0.4873253598271219"
"62","0.41589674501323914","0.41589674501323914","0.41589674501323914","0.38674654081307647","0.38674654081307647","0.38674654081307647","0.3843250031033958","0.3843250031033958","0.3843250031033958","0.48617912162824933","0.48617912162824933","0.48617912162824933"
"63","0.4258353466803419","0.4258353466803419","0.4258353466803419","0.38498001547790806","0.38498001547790806","0.38498001547790806","0.36142936819092103","0.36142936819092103","0.36142936819092103","0.503167345050133","0.503167345050133","0.503167345050133"
"64","0.45186468124667756","0.45186468124667756","0.45186468124667756","0.3948002071963924","0.3948002071963924","0.3948002071963924","0.39048254122819315","0.39048254122819315","0.39048254122819315","0.48868626015559385","0.48868626015559385","0.48868626015559385"
"65","0.4492829799903666","0.4492829799903666","0.4492829799903666","0.3870072129092248","0.3870072129092248","0.3870072129092248","0.4108312931497451","0.4108312931497451","0.4108312931497451","0.4957530714679126","0.4957530714679126","0.4957530714679126"
"66","0.4307694699406902","0.4307694699406902","0.4307694699406902","0.3859179226030373","0.3859179226030373","0.3859179226030373","0.39046551939221547","0.39046551939221547","0.39046551939221547","0.4944934970227189","0.4944934970227189","0.4944934970227189"
"67","0.44460554125462315","0.44460554125462315","0.44460554125462315","0.3866734341337571","0.3866734341337571","0.3866734341337571","0.39079547179349633","0.39079547179349633","0.39079547179349633","0.49184261164066956","0.49184261164066956","0.49184261164066956"
"68","0.44289627877344595","0.44289627877344595","0.44289627877344595","0.3912885242018718","0.3912885242018718","0.3912885242018718","0.38618580882311776","0.38618580882311776","0.38618580882311776","0.5118518962450996","0.5118518962450996","0.5118518962450996"
"69","0.4613184363184927","0.4613184363184927","0.4613184363184927","0.4160441473643928","0.4160441473643928","0.4160441473643928","0.4115525821197039","0.4115525821197039","0.4115525821197039","0.49182295025049877","0.49182295025049877","0.49182295025049877"
"70","0.4193584631498676","0.4193584631498676","0.4193584631498676","0.4098709155387754","0.4098709155387754","0.4098709155387754","0.4001971359000898","0.4001971359000898","0.4001971359000898","0.511012513445524","0.511012513445524","0.511012513445524"
"71","0.4423764265938238","0.4423764265938238","0.4423764265938238","0.4085743748226217","0.4085743748226217","0.4085743748226217","0.39471770903171816","0.39471770903171816","0.39471770903171816","0.4959000455946058","0.4959000455946058","0.4959000455946058"
"72","0.4489747382453505","0.4489747382453505","0.4489747382453505","0.4100957224268014","0.4100957224268014","0.4100957224268014","0.4184695347114788","0.4184695347114788","0.4184695347114788","0.4878669892267566","0.4878669892267566","0.4878669892267566"
"73","0.4376312263511592","0.4376312263511592","0.4376312263511592","0.41691046119267633","0.41691046119267633","0.41691046119267633","0.3990089545162357","0.3990089545162357","0.3990089545162357","0.504565223754781","0.504565223754781","0.504565223754781"
"74","0.45421010894550484","0.45421010894550484","0.45421010894550484","0.3942245965080733","0.3942245965080733","0.3942245965080733","0.3840426253560106","0.3840426253560106","0.3840426253560106","0.5055579490759422","0.5055579490759422","0.5055579490759422"
"75","0.46290694650758","0.46290694650758","0.46290694650758","0.4138319798847297","0.4138319798847297","0.4138319798847297","0.3990566364612896","0.3990566364612896","0.3990566364612896","0.49595671302505434","0.49595671302505434","0.49595671302505434"
"76","0.45253505977329733","0.45253505977329733","0.45253505977329733","0.4231612267584561","0.4231612267584561","0.4231612267584561","0.400897032852519","0.400897032852519","0.400897032852519","0.49187212532209923","0.49187212532209923","0.49187212532209923"
"77","0.46856965220570734","0.46856965220570734","0.46856965220570734","0.41747935365164923","0.41747935365164923","0.41747935365164923","0.39353036248319917","0.39353036248319917","0.39353036248319917","0.5072620396572197","0.5072620396572197","0.5072620396572197"
"78","0.4687039043454391","0.4687039043454391","0.4687039043454391","0.42051878611868343","0.42051878611868343","0.42051878611868343","0.3915761973500094","0.3915761973500094","0.3915761973500094","0.5037243270748064","0.5037243270748064","0.5037243270748064"
"79","0.4513017851438438","0.4513017851438438","0.4513017851438438","0.4285373513010842","0.4285373513010842","0.4285373513010842","0.3992877278892322","0.3992877278892322","0.3992877278892322","0.496921648898588","0.496921648898588","0.496921648898588"
"80","0.452259190107891","0.452259190107891","0.452259190107891","0.427667490896256","0.427667490896256","0.427667490896256","0.3928575909796171","0.3928575909796171","0.3928575909796171","0.4975551140432965","0.4975551140432965","0.4975551140432965"
"81","0.4713477293437464","0.4713477293437464","0.4713477293437464","0.43011701317351003","0.43011701317351003","0.43011701317351003","0.3835719523398416","0.3835719523398416","0.3835719523398416","0.4977571591299604","0.4977571591299604","0.4977571591299604"
"82","0.46602203001664133","0.46602203001664133","0.46602203001664133","0.4286788150458285","0.4286788150458285","0.4286788150458285","0.42386069294641704","0.42386069294641704","0.42386069294641704","0.5158084838820358","0.5158084838820358","0.5158084838820358"
"83","0.45880183666427066","0.45880183666427066","0.45880183666427066","0.42971794239658245","0.42971794239658245","0.42971794239658245","0.404483841393338","0.404483841393338","0.404483841393338","0.5031318075703525","0.5031318075703525","0.5031318075703525"
"84","0.4683010068048564","0.4683010068048564","0.4683010068048564","0.42219679040286623","0.42219679040286623","0.42219679040286623","0.41088865554489545","0.41088865554489545","0.41088865554489545","0.4891477084589864","0.4891477084589864","0.4891477084589864"
"85","0.47055443784425166","0.47055443784425166","0.47055443784425166","0.4160850091681121","0.4160850091681121","0.4160850091681121","0.40621794038880027","0.40621794038880027","0.40621794038880027","0.5057960210056646","0.5057960210056646","0.5057960210056646"
"86","0.462453438847514","0.462453438847514","0.462453438847514","0.4208717765657377","0.4208717765657377","0.4208717765657377","0.4043876852248059","0.4043876852248059","0.4043876852248059","0.4933517309350039","0.4933517309350039","0.4933517309350039"
"87","0.4704719364813466","0.4704719364813466","0.4704719364813466","0.4209152095713797","0.4209152095713797","0.4209152095713797","0.42489743426232457","0.42489743426232457","0.42489743426232457","0.5066520823850684","0.5066520823850684","0.5066520823850684"
"88","0.470132578771123","0.470132578771123","0.470132578771123","0.43897546011074207","0.43897546011074207","0.43897546011074207","0.3880896760794868","0.3880896760794868","0.3880896760794868","0.5038858313973523","0.5038858313973523","0.5038858313973523"
"89","0.4715065758631335","0.4715065758631335","0.4715065758631335","0.4318669373208917","0.4318669373208917","0.4318669373208917","0.4206099933705511","0.4206099933705511","0.4206099933705511","0.5070996967459802","0.5070996967459802","0.5070996967459802"
"90","0.4832540652824506","0.4832540652824506","0.4832540652824506","0.43081716898017264","0.43081716898017264","0.43081716898017264","0.4138388591026505","0.4138388591026505","0.4138388591026505","0.5015345609756052","0.5015345609756052","0.5015345609756052"
"91","0.4547026921566626","0.4547026921566626","0.4547026921566626","0.43672236645424967","0.43672236645424967","0.43672236645424967","0.43130528094239856","0.43130528094239856","0.43130528094239856","0.5070146714479887","0.5070146714479887","0.5070146714479887"
"92","0.4848271824450754","0.4848271824450754","0.4848271824450754","0.4277601177825593","0.4277601177825593","0.4277601177825593","0.40882033942745366","0.40882033942745366","0.40882033942745366","0.4904075711520675","0.4904075711520675","0.4904075711520675"
"93","0.49123215338075665","0.49123215338075665","0.49123215338075665","0.435212374349928","0.435212374349928","0.435212374349928","0.4271875049224052","0.4271875049224052","0.4271875049224052","0.5034320780437885","0.5034320780437885","0.5034320780437885"
"94","0.4706020772471058","0.4706020772471058","0.4706020772471058","0.4370918979984262","0.4370918979984262","0.4370918979984262","0.3986315971449909","0.3986315971449909","0.3986315971449909","0.49181406592172344","0.49181406592172344","0.49181406592172344"
"95","0.4829147264224637","0.4829147264224637","0.4829147264224637","0.42780452397822966","0.42780452397822966","0.42780452397822966","0.4121683535170824","0.4121683535170824","0.4121683535170824","0.4999193850185953","0.4999193850185953","0.4999193850185953"
"96","0.47755175350522144","0.47755175350522144","0.47755175350522144","0.422754583930861","0.422754583930861","0.422754583930861","0.4043420696960305","0.4043420696960305","0.4043420696960305","0.49363713194544934","0.49363713194544934","0.49363713194544934"
"97","0.4833648956761185","0.4833648956761185","0.4833648956761185","0.4419664501766521","0.4419664501766521","0.4419664501766521","0.423618373524646","0.423618373524646","0.423618373524646","0.5173553635454416","0.5173553635454416","0.5173553635454416"
"98","0.48589226595623103","0.48589226595623103","0.48589226595623103","0.4277193123201687","0.4277193123201687","0.4277193123201687","0.41545766761397074","0.41545766761397074","0.41545766761397074","0.49881295370945145","0.49881295370945145","0.49881295370945145"
"99","0.49687366737276983","0.49687366737276983","0.49687366737276983","0.4359631647172791","0.4359631647172791","0.4359631647172791","0.4281453326005744","0.4281453326005744","0.4281453326005744","0.4950272675998207","0.4950272675998207","0.4950272675998207"
"100","0.4871600310057737","0.4871600310057737","0.4871600310057737","0.4368593224025245","0.4368593224025245","0.4368593224025245","0.4332800719999661","0.4332800719999661","0.4332800719999661","0.5154662203298817","0.5154662203298817","0.5154662203298817"
"101","0.49816202424613154","0.49816202424613154","0.49816202424613154","0.43946993120260924","0.43946993120260924","0.43946993120260924","0.4236023545348806","0.4236023545348806","0.4236023545348806","0.5240407267686987","0.5240407267686987","0.5240407267686987"
"102","0.48143785650304305","0.48143785650304305","0.48143785650304305","0.4448994448075373","0.4448994448075373","0.4448994448075373","0.42355198237142283","0.42355198237142283","0.42355198237142283","0.49701623719725285","0.49701623719725285","0.49701623719725285"
"103","0.5038889180463553","0.5038889180463553","0.5038889180463553","0.4485553947375752","0.4485553947375752","0.4485553947375752","0.43514766299539237","0.43514766299539237","0.43514766299539237","0.5088558621848062","0.5088558621848062","0.5088558621848062"
"104","0.49346120177008024","0.49346120177008024","0.49346120177008024","0.43874232440475236","0.43874232440475236","0.43874232440475236","0.4109812337401264","0.4109812337401264","0.4109812337401264","0.5088341751424581","0.5088341751424581","0.5088341751424581"
"105","0.4824193188513579","0.4824193188513579","0.4824193188513579","0.4448497370573439","0.4448497370573439","0.4448497370573439","0.40240028986976356","0.40240028986976356","0.40240028986976356","0.5085145528609806","0.5085145528609806","0.5085145528609806"
"106","0.4783756321638343","0.4783756321638343","0.4783756321638343","0.44761682026384597","0.44761682026384597","0.44761682026384597","0.42223484768036085","0.42223484768036085","0.42223484768036085","0.5041564842631183","0.5041564842631183","0.5041564842631183"
"107","0.47626681402419296","0.47626681402419296","0.47626681402419296","0.44973262004994474","0.44973262004994474","0.44973262004994474","0.41784179036323454","0.41784179036323454","0.41784179036323454","0.4993001312608343","0.4993001312608343","0.4993001312608343"
"108","0.48572023329045955","0.48572023329045955","0.48572023329045955","0.39232028393925783","0.39232028393925783","0.39232028393925783","0.4222150329206707","0.4222150329206707","0.4222150329206707","0.5096423577727999","0.5096423577727999","0.5096423577727999"
"109","0.49086275780838595","0.49086275780838595","0.49086275780838595","0.4389840274172283","0.4389840274172283","0.4389840274172283","0.4033633480698815","0.4033633480698815","0.4033633480698815","0.5059924648182664","0.5059924648182664","0.5059924648182664"
"110","0.4876122457876523","0.4876122457876523","0.4876122457876523","0.44825355038481596","0.44825355038481596","0.44825355038481596","0.410803914707444","0.410803914707444","0.410803914707444","0.5046782608532926","0.5046782608532926","0.5046782608532926"
"111","0.5111840954268707","0.5111840954268707","0.5111840954268707","0.4479708161882202","0.4479708161882202","0.4479708161882202","0.4322773493150101","0.4322773493150101","0.4322773493150101","0.507597619962078","0.507597619962078","0.507597619962078"
"112","0.4927692433745963","0.4927692433745963","0.4927692433745963","0.44345421836459153","0.44345421836459153","0.44345421836459153","0.4491765440367082","0.4491765440367082","0.4491765440367082","0.5168595968337236","0.5168595968337236","0.5168595968337236"
"113","0.5007298686098166","0.5007298686098166","0.5007298686098166","0.45087104637028574","0.45087104637028574","0.45087104637028574","0.4240287578728024","0.4240287578728024","0.4240287578728024","0.5005219303842238","0.5005219303842238","0.5005219303842238"
"114","0.505808986911493","0.505808986911493","0.505808986911493","0.45647938059990484","0.45647938059990484","0.45647938059990484","0.41376903928508946","0.41376903928508946","0.41376903928508946","0.5051625739874026","0.5051625739874026","0.5051625739874026"
"115","0.5052150361926226","0.5052150361926226","0.5052150361926226","0.4577744539299029","0.4577744539299029","0.4577744539299029","0.4406723510711479","0.4406723510711479","0.4406723510711479","0.5062427713756034","0.5062427713756034","0.5062427713756034"
"116","0.4958855543807158","0.4958855543807158","0.4958855543807158","0.4521055390933222","0.4521055390933222","0.4521055390933222","0.4277132021157432","0.4277132021157432","0.4277132021157432","0.4999065950311424","0.4999065950311424","0.4999065950311424"
"117","0.5005056526726006","0.5005056526726006","0.5005056526726006","0.4513024231748275","0.4513024231748275","0.4513024231748275","0.42113976043791274","0.42113976043791274","0.42113976043791274","0.5042006799214568","0.5042006799214568","0.5042006799214568"
"118","0.48226991738811514","0.48226991738811514","0.48226991738811514","0.4501204689732522","0.4501204689732522","0.4501204689732522","0.40347190764932606","0.40347190764932606","0.40347190764932606","0.5142591580783017","0.5142591580783017","0.5142591580783017"
"119","0.500310491753997","0.500310491753997","0.500310491753997","0.4547026466973104","0.4547026466973104","0.4547026466973104","0.42069876566237285","0.42069876566237285","0.42069876566237285","0.5198865877399375","0.5198865877399375","0.5198865877399375"
"120","0.49758130736497264","0.49758130736497264","0.49758130736497264","0.44898980481712225","0.44898980481712225","0.44898980481712225","0.43949157871871297","0.43949157871871297","0.43949157871871297","0.5136372009916469","0.5136372009916469","0.5136372009916469"
